"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780657562023180E9,"2026-06-05 1:06:02.023 UTC+02:00"
"PAUSE",4.276366950001102E1,1.780657604785209E9,"2026-06-05 1:06:44.785 UTC+02:00"
