"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780538268350608E9,"2026-06-04 3:57:48.351 UTC+02:00"
"PAUSE",3.756041620833275E1,1.780538305911133E9,"2026-06-04 3:58:25.911 UTC+02:00"
