"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.491243600E-2,-3.327846527E-3,1.871347427E-3,-8.090019226E-3
2.290835700E-2,-7.891273499E-2,2.622723579E-2,-2.867984772E-2
3.090474100E-2,-3.912782669E-2,4.996299744E-3,-2.061748505E-2
3.893058600E-2,-6.276941299E-2,-4.486632347E-2,-1.952648163E-2
4.692658400E-2,-1.021306515E-1,-7.246160507E-2,3.162479401E-2
5.492166000E-2,-2.101297379E-1,-2.906870842E-2,5.862331390E-2
6.291696700E-2,-2.463591099E-1,9.999275208E-3,1.052846909E-1
7.091273400E-2,-2.272949219E-1,5.486273766E-2,8.545970917E-2
7.890811800E-2,-1.509110928E-1,7.957196236E-2,5.536842346E-2
8.690380900E-2,-9.151148796E-2,9.081292152E-2,1.078138351E-1
9.493026900E-2,-5.536818504E-2,1.282361746E-1,8.031940460E-2
1.029259600E-1,-1.198244095E-2,1.838390827E-1,6.100368500E-2
1.109209590E-1,3.623437881E-2,1.757175922E-1,4.474067688E-2
1.189163420E-1,1.743817329E-2,1.154040098E-1,2.980613708E-2
1.269120330E-1,4.271984100E-3,7.946693897E-2,5.787372589E-2
1.349077240E-1,-5.287027359E-2,3.731846809E-2,3.687858582E-2
1.429028770E-1,-1.030592918E-1,-3.304553032E-2,2.975654602E-2
1.509301830E-1,-7.582283020E-2,-5.429756641E-2,-3.437709808E-2
1.589249510E-1,-3.943657875E-2,-8.900773525E-2,-7.040214539E-2
1.669213350E-1,-5.324602127E-3,-9.181368351E-2,-7.384490967E-2
1.749167170E-1,5.009412766E-3,-9.548091888E-2,-8.511829376E-2
1.829121010E-1,1.585912704E-2,-1.011369228E-1,-5.150222778E-2
1.909077150E-1,1.826930046E-2,-9.108924866E-2,-2.625083923E-2
1.989028680E-1,-4.734969139E-2,-5.127716064E-2,-3.417873383E-2
2.069286350E-1,-6.914019585E-2,-2.245664597E-3,-1.470756531E-2
2.149246340E-1,-7.965660095E-2,2.309727669E-2,-3.464221954E-2
2.229200180E-1,-4.485058784E-2,1.260709763E-2,-4.970550537E-2
2.309157850E-1,6.142520905E-2,3.069877625E-2,2.371788025E-3
2.389114770E-1,4.720687866E-2,5.109882355E-2,-1.558780670E-2
2.469077060E-1,6.553649902E-3,7.043623924E-2,-1.610183716E-2
2.549028580E-1,2.041673660E-2,9.349083900E-2,7.790565491E-3
2.629287030E-1,9.205603600E-2,1.064857244E-1,3.239917755E-2
2.709255490E-1,9.747147560E-2,9.081208706E-2,5.249500275E-2
2.789200860E-1,9.264945984E-2,6.720852852E-2,5.607604980E-2
2.869166990E-1,5.479097366E-2,6.109571457E-2,6.976604462E-2
2.949116980E-1,-1.261425018E-2,6.202042103E-2,6.866359711E-2
3.029071590E-1,-5.162191391E-2,2.093982697E-2,7.122802734E-2
3.109025420E-1,-9.488272667E-2,-5.194067955E-3,1.015357971E-1
3.189292330E-1,-1.427681446E-1,-3.831195831E-2,1.030931473E-1
3.269246170E-1,-1.804766655E-1,-3.064763546E-2,3.500652313E-2
3.349193840E-1,-1.859953403E-1,-4.184508324E-2,-3.821563721E-2
3.429156910E-1,-1.901786327E-1,-5.763196945E-2,-3.529167175E-2
3.509111510E-1,-1.527724266E-1,-7.348120213E-2,-6.623554230E-2
3.589074580E-1,-6.458163261E-2,-1.207032204E-1,-4.953765869E-2
3.669333020E-1,-1.272153854E-2,-8.700633049E-2,-2.799034119E-2
3.749286090E-1,3.347945213E-2,-7.058215141E-2,-2.536869049E-2
3.829243770E-1,3.160309792E-2,-2.571666241E-2,1.209259033E-3
