"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780663812322851E9,"2026-06-05 2:50:12.323 UTC+02:00"
"PAUSE",3.809837383331614E1,1.780663850422368E9,"2026-06-05 2:50:50.422 UTC+02:00"
