"event","experiment time","system time","system time text"
"START",0.000000000E0,1781034974.636,"2026-06-09 21:56:14.636 UTC+02:00"
"PAUSE",3.279432916E1,1781035007.430,"2026-06-09 21:56:47.430 UTC+02:00"
