"event","experiment time","system time","system time text"
"START",0.000000000E0,1780770941.417,"2026-06-06 20:35:41.417 UTC+02:00"
"PAUSE",3.902986346E1,1780770980.446,"2026-06-06 20:36:20.446 UTC+02:00"
