"event","experiment time","system time","system time text"
"START",0.000000000E0,1781034849.150,"2026-06-09 21:54:09.150 UTC+02:00"
"PAUSE",3.517352393E1,1781034884.323,"2026-06-09 21:54:44.323 UTC+02:00"
