"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536811953479E9,"2026-06-04 3:33:31.953 UTC+02:00"
"PAUSE",3.334079254166682E1,1.780536845294047E9,"2026-06-04 3:34:05.294 UTC+02:00"
