"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.720392000E-3,3.172317266E0,-8.451532125E-1,9.117119789E0
6.765399000E-3,3.428496838E0,-9.050082564E-1,9.157821655E0
8.871252000E-3,3.531447411E0,-9.193734527E-1,9.162610054E0
1.085464300E-2,3.742137194E0,-9.935936928E-1,9.109937668E0
1.286903400E-2,3.837905407E0,-1.043871999E0,9.054870605E0
1.485250300E-2,3.876212597E0,-1.094150186E0,9.030928612E0
1.686697000E-2,3.902548790E0,-1.149216771E0,8.990227699E0
1.885028500E-2,3.892971992E0,-1.230619669E0,8.942343712E0
2.086567700E-2,3.900154591E0,-1.259350061E0,8.925583839E0
2.284876000E-2,3.909731388E0,-1.283292055E0,8.906430244E0
2.486384400E-2,3.902548790E0,-1.300051570E0,8.906430244E0
2.684669700E-2,3.904942989E0,-1.309628367E0,8.906430244E0
2.886108700E-2,3.926490784E0,-1.323993564E0,8.901641846E0
3.084417100E-2,3.940855980E0,-1.326387763E0,8.889671326E0
3.285840900E-2,3.971980572E0,-1.323993564E0,8.851364136E0
3.487226100E-2,3.995922565E0,-1.292868972E0,8.832210541E0
3.685619100E-2,3.995922565E0,-1.276109457E0,8.822632790E0
3.886981400E-2,4.017470360E0,-1.249773264E0,8.834604263E0
4.085405000E-2,4.050989151E0,-1.230619669E0,8.827422142E0
4.286828800E-2,4.067748547E0,-1.225831270E0,8.820239067E0
4.485383400E-2,4.067748547E0,-1.197100878E0,8.815450668E0
4.686545500E-2,4.089296341E0,-1.180341482E0,8.798690796E0
4.884977000E-2,4.098873138E0,-1.185129881E0,8.786720276E0
5.086270000E-2,4.115632534E0,-1.201889277E0,8.772355080E0
5.284739800E-2,4.151545525E0,-1.209071875E0,8.760383606E0
5.486117400E-2,4.161122322E0,-1.221042871E0,8.765172005E0
5.684456600E-2,4.161122322E0,-1.242590666E0,8.789113998E0
5.885880300E-2,4.134786129E0,-1.268926859E0,8.822632790E0
6.084334800E-2,4.129997730E0,-1.283292055E0,8.851364136E0
6.285689400E-2,4.115632534E0,-1.288080573E0,8.858546257E0
6.487259200E-2,4.115632534E0,-1.280897856E0,8.851364136E0
6.685452200E-2,4.106055737E0,-1.278503656E0,8.839392662E0
6.886922100E-2,4.108449936E0,-1.266532660E0,8.836998940E0
7.085292000E-2,4.106055737E0,-1.252167463E0,8.839392662E0
7.286654200E-2,4.086902142E0,-1.235408068E0,8.839392662E0
7.485054900E-2,4.096478939E0,-1.216254473E0,8.853757858E0
7.686463200E-2,4.096478939E0,-1.211466074E0,8.860940933E0
7.884863900E-2,4.084507942E0,-1.187524080E0,8.865729332E0
8.086156900E-2,4.072536945E0,-1.163581967E0,8.858546257E0
8.284626700E-2,4.070142746E0,-1.163581967E0,8.858546257E0
8.486127400E-2,4.039018154E0,-1.156399369E0,8.877699852E0
8.684474200E-2,4.017470360E0,-1.142034173E0,8.870517731E0
8.885790300E-2,4.015076160E0,-1.139639974E0,8.865729332E0
