"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.765399000E-3,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
8.871252000E-3,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
1.085464300E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
1.286903400E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
1.485250300E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
1.686697000E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
1.885028500E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
2.086567700E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
2.284876000E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
2.486384400E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
2.684669700E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
2.886108700E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
3.084417100E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
3.285840900E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
3.487226100E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
3.685619100E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
3.886981400E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
4.085405000E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
4.286828800E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
4.485383400E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
4.686545500E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
4.884977000E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
5.086270000E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
5.284739800E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
5.486117400E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
5.684456600E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
5.885880300E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
6.084334800E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
6.285689400E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
6.487259200E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
6.685452200E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
6.886922100E-2,-3.054326167E-3,1.832595794E-3,-3.970624134E-2
7.085292000E-2,9.773843922E-3,2.748893574E-2,1.038470957E-2
7.286654200E-2,1.160643995E-2,3.359758854E-2,1.221730467E-2
7.485054900E-2,1.282817032E-2,3.848451003E-2,9.162978269E-3
7.686463200E-2,1.038470957E-2,4.092797264E-2,7.941247895E-3
7.884863900E-2,1.282817032E-2,4.092797264E-2,1.038470957E-2
8.086156900E-2,1.282817032E-2,4.398229718E-2,7.941247895E-3
8.284626700E-2,1.221730467E-2,4.337143153E-2,7.330383174E-3
8.486127400E-2,1.282817032E-2,4.276056588E-2,4.276056774E-3
8.684474200E-2,1.160643995E-2,4.031710699E-2,5.497787148E-3
8.885790300E-2,1.099557430E-2,4.031710699E-2,6.108652335E-3
9.087214100E-2,1.038470957E-2,3.726277873E-2,4.276056774E-3
9.285576200E-2,1.099557430E-2,3.665191308E-2,5.497787148E-3
9.486961500E-2,1.221730467E-2,3.543018550E-2,4.276056774E-3
9.685400700E-2,1.221730467E-2,2.993239649E-2,3.054326167E-3
9.886778300E-2,1.160643995E-2,2.871066704E-2,2.443460980E-3
1.008521740E-1,1.160643995E-2,2.443460934E-2,2.443460980E-3
1.028659500E-1,9.773843922E-3,1.710422710E-2,1.221730490E-3
1.048508790E-1,9.773843922E-3,1.466076635E-2,2.443460980E-3
1.068641170E-1,1.099557430E-2,8.552113548E-3,4.276056774E-3
1.088481240E-1,8.552113548E-3,1.221730490E-3,4.276056774E-3
1.108611300E-1,7.941247895E-3,-4.276056774E-3,3.665191587E-3
1.128447520E-1,9.162978269E-3,-1.038470957E-2,4.886921961E-3
1.148596050E-1,6.719517522E-3,-2.076941915E-2,6.719517522E-3
1.168433040E-1,5.497787148E-3,-2.382374369E-2,4.886921961E-3
1.188571570E-1,6.719517522E-3,-2.932153270E-2,6.108652335E-3
1.208703950E-1,6.108652335E-3,-3.787364438E-2,6.108652335E-3
1.228550160E-1,5.497787148E-3,-4.092797264E-2,9.162978269E-3
1.248697920E-1,6.719517522E-3,-4.764748737E-2,6.719517522E-3
1.268515680E-1,7.330383174E-3,-5.375614017E-2,4.886921961E-3
1.288666510E-1,6.108652335E-3,-5.681046844E-2,3.054326167E-3
1.308503510E-1,5.497787148E-3,-6.475171447E-2,6.108652451E-4
1.328651270E-1,8.552113548E-3,-6.780604273E-2,6.108652451E-4
1.348479020E-1,1.038470957E-2,-7.330382615E-2,-6.108652451E-4
1.368620630E-1,7.941247895E-3,-7.269296050E-2,1.221730490E-3
1.388454550E-1,8.552113548E-3,-7.391469181E-2,-6.108652451E-4
1.408605370E-1,1.099557430E-2,-7.208210230E-2,-2.443460980E-3
1.428442370E-1,9.162978269E-3,-6.658431143E-2,-2.443460980E-3
1.448578590E-1,1.099557430E-2,-6.597344577E-2,-2.443460980E-3
1.468728650E-1,1.221730467E-2,-6.047565863E-2,-3.665191587E-3
1.488554110E-1,1.282817032E-2,-5.497787148E-2,-7.330383174E-3
1.508704180E-1,1.099557430E-2,-5.253441259E-2,-4.886921961E-3
1.528535780E-1,1.343903504E-2,-4.642575979E-2,-5.497787148E-3
1.548677380E-1,1.221730467E-2,-3.848451003E-2,-8.552113548E-3
1.568525920E-1,1.221730467E-2,-3.359758854E-2,-1.221730467E-2
1.588664440E-1,1.221730467E-2,-2.260201424E-2,-1.527163107E-2
1.608492200E-1,1.343903504E-2,-2.015855350E-2,-1.649336144E-2
