"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.485250300E-2,3.203487396E-2,-9.043097496E-3,7.463264465E-2
2.284876000E-2,5.722141266E-2,-1.726799011E-1,-4.315662384E-2
3.084417100E-2,7.724332809E-2,-1.881152391E-1,-5.165004730E-2
3.886981400E-2,1.325256824E-1,-9.622001648E-2,-9.550762177E-2
4.686545500E-2,1.759774685E-1,-2.268648148E-2,-1.184930801E-1
5.486117400E-2,2.141349316E-1,-5.474352837E-2,-1.360311508E-1
6.285689400E-2,1.488671303E-1,-1.067521572E-1,-3.187656403E-2
7.085292000E-2,1.214585304E-1,-6.142938137E-2,-4.179668427E-2
7.884863900E-2,8.867073059E-2,2.228736877E-3,-1.054000854E-2
8.684474200E-2,2.473974228E-2,4.705750942E-2,-7.238388062E-3
9.486961500E-2,-1.856803894E-2,5.753576756E-2,2.326583862E-2
1.028659500E-1,-1.241216660E-1,1.003432274E-1,5.461120605E-2
1.108611300E-1,-1.835596561E-1,8.275818825E-2,6.017684937E-2
1.188571570E-1,-1.864638329E-1,8.915317059E-2,5.430221558E-2
1.268515680E-1,-1.510653496E-1,7.732868195E-2,9.040927887E-2
1.348479020E-1,-1.133077145E-1,6.959927082E-2,5.334091187E-2
1.428442370E-1,-8.725166321E-2,3.008091450E-2,-2.776050568E-2
1.508704180E-1,3.517413139E-2,2.915024757E-2,-1.073398590E-1
1.588664440E-1,1.614277363E-1,3.267371655E-2,-1.133804321E-1
1.668613170E-1,1.367635727E-1,2.042984962E-2,-8.475685120E-2
1.748564210E-1,1.008355618E-1,-9.421586990E-3,-3.992938995E-2
1.828530620E-1,-1.734256744E-3,7.893681526E-3,6.497383118E-3
1.908480890E-1,-8.050322533E-2,1.558256149E-2,2.904033661E-2
1.988444230E-1,-1.493167877E-1,3.278446198E-2,4.296016693E-2
2.068675270E-1,-1.197011471E-1,-1.120364666E-2,5.457115173E-2
2.148657080E-1,-1.079745293E-1,-1.823103428E-2,5.247783661E-2
2.228614260E-1,-5.276608467E-2,-4.250800610E-2,-4.925727844E-3
2.308565300E-1,5.935811996E-2,-4.255247116E-2,-2.019786835E-2
2.388532490E-1,8.586978912E-2,-4.431104660E-2,-6.571483612E-2
2.468479680E-1,7.601737976E-2,-4.268169403E-2,-6.194686890E-2
2.548440720E-1,9.443521500E-2,-3.439199924E-2,-4.978084564E-2
2.628704830E-1,7.646012306E-2,-4.166626930E-2,7.629394531E-6
2.708655860E-1,4.600381851E-2,-4.013776779E-3,-4.371738434E-2
2.788616130E-1,-4.975795746E-3,3.330314159E-2,-8.932781219E-2
2.868558710E-1,6.049394608E-3,6.799829006E-2,-7.260799408E-2
2.948528200E-1,-2.466392517E-2,9.156024456E-2,-4.542446136E-2
3.028478470E-1,-3.940677643E-2,8.572340012E-2,-1.111030579E-3
3.108433360E-1,-7.818436623E-2,8.613121510E-2,1.637840271E-2
3.188694390E-1,-9.874391556E-2,9.114170074E-2,2.229213715E-2
3.268658500E-1,-8.648371696E-2,3.574764729E-2,1.648426056E-2
3.348609540E-1,0.000000000E0,1.327562332E-2,-6.152153015E-3
3.428566730E-1,7.272028923E-2,1.431488991E-2,-3.868007660E-2
3.508517760E-1,1.367692947E-1,8.056282997E-3,-4.528331757E-2
3.588481100E-1,1.376771927E-1,-1.749122143E-2,-3.341197968E-2
3.668435220E-1,1.088457108E-1,-3.114807606E-2,-1.019287109E-2
3.748700100E-1,4.486727715E-2,-4.237818718E-2,7.209777832E-4
3.828662670E-1,-5.043172836E-2,-2.732872963E-2,-1.461505890E-2
3.908608330E-1,-9.358859062E-2,-3.634130955E-2,-1.056957245E-2
3.988558600E-1,-9.177541733E-2,-4.571449757E-2,-4.703044891E-2
4.068522700E-1,-8.311772346E-2,-7.669925690E-2,-4.264163971E-2
4.148479130E-1,-1.295256615E-1,-7.924187183E-2,-6.700992584E-2
4.228440170E-1,-1.037726402E-1,-3.676223755E-2,-4.369068146E-2
4.308698120E-1,-5.832290649E-2,-2.830833197E-2,-2.305889130E-2
4.388656080E-1,-6.032109261E-2,3.180426359E-2,-6.257915497E-2
4.468600970E-1,-8.357667923E-2,6.476700306E-2,-2.569484711E-2
4.548564300E-1,-7.152128220E-2,1.183567643E-1,2.334117889E-2
