"event","experiment time","system time","system time text"
"START",0.000000000E0,1781034922.710,"2026-06-09 21:55:22.710 UTC+02:00"
"PAUSE",3.522953723E1,1781034957.939,"2026-06-09 21:55:57.939 UTC+02:00"
