"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780657858341136E9,"2026-06-05 1:10:58.341 UTC+02:00"
"PAUSE",4.324331395834452E1,1.780657901584407E9,"2026-06-05 1:11:41.584 UTC+02:00"
