"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.719326000E-2,-7.966494560E-2,1.955742836E-1,-1.240649223E-1
2.518864300E-2,5.309152603E-2,2.822937965E-1,-1.772723198E-1
3.318525900E-2,7.171225548E-2,3.343753815E-1,-1.934156418E-1
4.121018100E-2,-1.234531403E-3,3.691291809E-1,-2.028341293E-1
4.920618000E-2,-1.455056667E-1,4.982166290E-1,-1.978769302E-1
5.720225700E-2,-1.724321842E-1,5.443477631E-1,-1.694908142E-1
6.519794800E-2,-2.256419659E-1,5.821580887E-1,-1.152653694E-1
7.319294800E-2,-2.980828285E-1,5.972871780E-1,-3.316164017E-2
8.118833200E-2,-3.708436489E-1,5.854830742E-1,-1.028442383E-2
8.918433200E-2,-4.868445396E-1,5.418071747E-1,-5.646705627E-3
9.721056200E-2,-3.747820854E-1,4.943509102E-1,-1.542186737E-2
1.052059450E-1,-2.244138718E-2,4.278697968E-1,-9.762525558E-2
1.132021760E-1,-3.684172630E-1,3.629746437E-1,-1.140613556E-1
1.211964060E-1,-3.714096546E-1,3.671274185E-1,-2.173571587E-1
1.291929440E-1,-1.868543625E-1,3.582167625E-1,-3.342671394E-1
1.371884050E-1,-2.321202755E-1,3.419203758E-1,-3.290748596E-1
1.451843280E-1,-2.142949104E-1,3.168478012E-1,-3.622703552E-1
1.532105580E-1,-5.376856327E-1,3.295955658E-1,-2.823300362E-1
1.612049420E-1,-6.218919754E-1,3.994283676E-1,-3.284568787E-1
1.692010180E-1,-3.886902332E-1,3.968033791E-1,-2.716355324E-1
1.771975560E-1,-2.116901875E-1,3.496427536E-1,-2.352466583E-1
1.851920170E-1,-1.500756741E-1,2.882366180E-1,-1.825504303E-1
1.931884010E-1,-1.901543140E-1,2.771534920E-1,-1.870117188E-1
2.011834010E-1,-1.561000347E-1,2.777285576E-1,-2.059912682E-1
2.092093230E-1,-2.168107033E-2,1.785888672E-1,-1.270766258E-1
2.172058610E-1,1.047432423E-1,7.257270813E-2,-1.805968285E-1
2.252009380E-1,1.862607002E-1,8.597373962E-4,-2.550830841E-1
2.331960910E-1,2.406263351E-1,8.535861969E-3,-2.975888252E-1
2.411917060E-1,2.768220901E-1,-4.510402679E-2,-2.176117897E-1
2.491877050E-1,2.802712917E-1,-1.336913109E-1,-1.234283447E-1
2.571834740E-1,2.112636566E-1,-1.603183746E-1,-1.737737656E-2
2.652083190E-1,1.106190681E-1,-1.569747925E-1,9.255695343E-2
2.732052410E-1,-3.360486031E-2,-1.326651573E-1,1.672401428E-1
2.812006260E-1,-1.741092205E-1,-1.116051674E-1,2.523531914E-1
2.891967020E-1,-2.557566166E-1,-1.065025330E-1,3.526711464E-1
2.971917790E-1,-2.333936691E-1,-1.326332092E-1,4.004349709E-1
3.051880090E-1,-1.552288532E-1,-1.732239723E-1,4.286069870E-1
3.131834700E-1,-1.369605064E-1,-1.627740860E-1,4.276814461E-1
3.212093160E-1,-8.689951897E-2,-1.442036629E-1,3.897452354E-1
3.292055450E-1,-7.072114944E-2,-1.580162048E-1,3.502173424E-1
3.372003910E-1,-4.147052765E-3,-1.154618263E-1,3.090472221E-1
3.451956980E-1,2.610206604E-3,-1.147203445E-1,2.925696373E-1
3.531923910E-1,4.752874374E-3,-1.032710075E-1,2.453856468E-1
3.611870820E-1,1.932668686E-2,-1.016802788E-1,6.826877594E-2
3.691824660E-1,3.728604317E-2,-7.829761505E-2,-2.519083023E-2
3.772090040E-1,5.672550201E-2,-6.863260269E-2,-5.140352249E-2
3.852040810E-1,8.524656296E-2,-6.792306900E-2,1.809787750E-2
3.932015410E-1,1.322937012E-1,-5.466318130E-2,2.770566940E-2
4.011956940E-1,1.662933826E-1,-6.265783310E-2,1.232829094E-1
4.091907710E-1,1.549537182E-1,-8.034324646E-2,1.707863808E-1
4.171868470E-1,1.166226864E-1,-9.110355377E-2,2.183260918E-1
4.252136160E-1,3.859424591E-2,-1.093416214E-1,2.111825943E-1
4.332083850E-1,-1.499748230E-2,-1.373696327E-1,2.215957642E-1
4.412040000E-1,-9.695172310E-2,-1.365919113E-1,1.615118980E-1
4.491996910E-1,-1.550378799E-1,-1.191678047E-1,1.146802902E-1
4.571960750E-1,-1.819469929E-1,-1.877856255E-1,-2.866840363E-2
4.651908440E-1,-1.532311440E-1,-1.844935417E-1,-2.329988480E-1
4.731870740E-1,-1.472115517E-1,-2.169065475E-1,-3.452615738E-1
4.811824590E-1,-1.100108624E-1,-2.231731415E-1,-4.194593430E-1
4.892083040E-1,-7.640457153E-2,-2.584371567E-1,-4.396185875E-1
4.972043810E-1,-1.008441448E-1,-2.622547150E-1,-4.985175133E-1
5.051993800E-1,-1.688432693E-1,-2.772693634E-1,-5.045013428E-1
5.131959940E-1,-3.092086315E-1,-2.287178040E-1,-4.901123047E-1
5.211904560E-1,-4.453389645E-1,-2.189464569E-1,-5.237402916E-1
5.291862240E-1,-5.771112442E-1,-1.732854843E-1,-5.615410805E-1
5.372123010E-1,-6.955120564E-1,-1.230955124E-1,-6.178698540E-1
5.452086080E-1,-7.184855938E-1,-1.031007767E-1,-6.482000351E-1
5.532033770E-1,-6.818983555E-1,-9.162425995E-2,-6.738295555E-1
5.611993760E-1,-6.190123558E-1,-7.928466797E-2,-6.257710457E-1
5.691947600E-1,-5.849356651E-1,-1.865863800E-2,-5.646114349E-1
5.771910670E-1,-5.967590809E-1,6.321620941E-2,-4.650459290E-1
5.851856050E-1,-6.120200157E-1,9.400463104E-2,-4.066295624E-1
5.932129890E-1,-6.951112747E-1,8.831691742E-2,-4.513449669E-1
6.012070650E-1,-8.121318817E-1,2.980899811E-2,-4.502191544E-1
6.092034500E-1,-8.330471516E-1,-2.606773376E-2,-4.844026566E-1
6.171993720E-1,-8.561807871E-1,-1.028251648E-1,-6.152122021E-1
6.251948330E-1,-8.741525412E-1,-1.307325363E-1,-6.984975338E-1
6.331908330E-1,-8.790370226E-1,-2.051572800E-1,-8.248548508E-1
6.411861390E-1,-8.631716967E-1,-3.015499115E-1,-9.071135521E-1
6.492122930E-1,-8.694990873E-1,-3.406543732E-1,-9.854214191E-1
6.572083690E-1,-8.313976526E-1,-3.633441925E-1,-9.782621861E-1
6.652028310E-1,-7.592391968E-1,-3.033323288E-1,-8.960278034E-1
6.731987530E-1,-6.547784805E-1,-2.640838623E-1,-1.032963753E0
6.811944440E-1,-4.827451706E-1,-2.126197815E-1,-9.850156307E-1
6.891904440E-1,-1.534247398E-1,-2.046413422E-1,-1.051851988E0
6.971855970E-1,9.276938438E-2,-2.166404724E-1,-9.726948738E-1
7.052116740E-1,1.445744038E-1,-2.653503418E-1,-9.038844109E-1
7.132073650E-1,1.995134354E-1,-2.743282318E-1,-8.657648563E-1
7.212022120E-1,1.896948814E-1,-2.602891922E-1,-7.803297043E-1
7.291987490E-1,1.089034081E-1,-1.996459961E-1,-6.396369934E-1
7.371944400E-1,3.199529648E-2,-1.955909729E-1,-4.856226444E-1
7.451895170E-1,-1.411724091E-1,-1.355552673E-1,-5.126411915E-1
7.531855930E-1,-2.594759464E-1,-1.294517517E-1,-4.045534134E-1
7.612116700E-1,-3.305304050E-1,-1.287889481E-1,-5.355160236E-1
7.692073620E-1,-4.235253334E-1,-1.760463715E-1,-5.857484341E-1
7.772027460E-1,-4.546129704E-1,-1.822681427E-1,-6.452872753E-1
7.851984370E-1,-4.407227039E-1,-1.759977341E-1,-7.086443901E-1
7.931938980E-1,-3.895189762E-1,-1.524467468E-1,-7.202677727E-1
8.011895130E-1,-3.799667358E-1,-1.475257874E-1,-7.543077469E-1
8.091852820E-1,-3.501269817E-1,-1.945619583E-1,-7.810850143E-1
8.172114360E-1,-2.714912891E-1,-2.868661880E-1,-4.832842350E-1
8.252065110E-1,6.121444702E-2,-5.102691650E-1,-1.948463917E-1
8.332028190E-1,4.670498371E-1,-6.051054001E-1,-6.807880402E-1
8.411978950E-1,7.899620533E-1,-6.968679428E-1,-1.064869165E0
8.491944330E-1,9.921104908E-1,-7.671394348E-1,-1.057488918E0
8.571898170E-1,1.198674917E0,-7.242908478E-1,-1.190971613E0
8.651846620E-1,1.401978731E0,-5.866508484E-1,-1.332757235E0
8.732116620E-1,1.586447239E0,-4.929265976E-1,-1.320771694E0
8.812068150E-1,1.759425640E0,-4.601221085E-1,-1.321400642E0
8.892022000E-1,1.779112339E0,-4.213209152E-1,-1.255730152E0
8.971978140E-1,1.579777718E0,-2.998428345E-1,-1.129712582E0
9.051932750E-1,1.187795877E0,-2.175016403E-1,-8.849129677E-1
9.131891980E-1,9.182405472E-1,-2.532577515E-1,-5.659277439E-1
9.211852740E-1,7.622861862E-1,-3.419246674E-1,-7.414144278E-1
9.292105050E-1,7.472095490E-1,-4.690933228E-1,-5.720429420E-1
9.372067350E-1,8.898675442E-1,-5.748968124E-1,-7.595529556E-1
