"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.106183000E-3,2.431243658E-1,-9.175195694E-1,3.970624208E-1
1.121172100E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
1.319395200E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
1.520926000E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
1.719326000E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
1.920741400E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
2.119087400E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
2.320472000E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
2.518864300E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
2.720433600E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
2.918625900E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
3.120095100E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
3.318525900E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
3.519825800E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
3.721271900E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
3.919571900E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
4.121018100E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
4.319395000E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
4.520771900E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
4.719233500E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
4.920618000E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
5.118902600E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
5.320379500E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
5.518810300E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
5.720225700E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
5.918494900E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
6.119979500E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
6.318341000E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
6.519794800E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
6.721202500E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
6.919571800E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
7.120956400E-2,2.431243658E-1,-9.175195694E-1,3.970624208E-1
7.319294800E-2,8.979719132E-2,-6.462954283E-1,4.245513380E-1
7.520717900E-2,8.552113175E-2,-6.511823535E-1,4.251621962E-1
7.719079300E-2,8.063421398E-2,-6.591235995E-1,4.257730842E-1
7.920502400E-2,6.963863969E-2,-6.707300544E-1,4.300491214E-1
8.118833200E-2,6.902777404E-2,-6.731734872E-1,4.300491214E-1
8.320225500E-2,6.352998316E-2,-6.829473376E-1,4.355469346E-1
8.518594700E-2,6.108652428E-2,-6.939429045E-1,4.367686510E-1
