"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.441413900E-2,-1.489853859E-2,-3.077101707E-2,-9.178352356E-2
2.240946900E-2,-1.447641850E-2,-1.153969765E-1,-3.652381897E-2
3.040579800E-2,-5.603146553E-2,-1.390175819E-1,6.732559204E-2
3.843074300E-2,-8.057606220E-2,-9.717202187E-2,1.094942093E-1
4.642714800E-2,-9.872591496E-2,-4.806518555E-2,1.669969559E-1
5.442255500E-2,-8.573615551E-2,1.402950287E-2,2.121982574E-1
6.241826800E-2,-1.005578041E-1,2.939176559E-2,1.890525818E-1
7.041329000E-2,-9.984743595E-2,1.487874985E-2,1.753044128E-1
7.840961900E-2,-9.974551201E-2,1.169919968E-3,8.558654785E-2
8.640479500E-2,-9.163892269E-2,-2.832174301E-2,6.686782837E-2
9.443089300E-2,-1.197501421E-1,-6.472229958E-2,2.786254883E-2
1.024266840E-1,-8.384072781E-2,-7.523894310E-2,4.651832581E-2
1.104235510E-1,-4.727959633E-2,-7.315635681E-2,3.207874298E-2
1.184180350E-1,-1.230454445E-2,-5.381870270E-2,2.736663818E-2
1.264131330E-1,3.531610966E-2,-3.012633324E-2,7.250785828E-3
1.344095390E-1,8.039736748E-2,-1.239299774E-3,2.880859375E-2
1.424049450E-1,6.029820442E-2,1.402378082E-3,2.095508575E-2
1.504308130E-1,5.568838120E-2,1.108360291E-2,3.526115417E-2
1.584262190E-1,3.001487255E-2,2.292346954E-2,6.054973602E-2
1.664224720E-1,-2.055168152E-4,2.281379700E-2,1.107301712E-1
1.744178770E-1,3.319501877E-3,4.654765129E-2,1.130237579E-1
1.824133610E-1,-4.732608795E-3,5.569982529E-2,9.617614746E-2
1.904096130E-1,-2.206480503E-2,2.415943146E-2,8.167743683E-2
1.984044810E-1,-5.934607983E-2,3.079962730E-2,7.114410400E-2
2.064312710E-1,-6.743371487E-2,2.286696434E-2,7.218170166E-2
2.144262930E-1,-5.844044685E-2,-8.493661880E-3,4.087162018E-2
2.224226220E-1,-3.860855103E-2,7.910966873E-3,2.131938934E-2
2.304174130E-1,-2.438426018E-3,-8.704662323E-3,2.841854095E-2
2.384132030E-1,1.616692543E-2,8.192300797E-3,3.324222565E-2
2.464089170E-1,5.824315548E-2,2.517938614E-2,1.415920258E-2
2.544039390E-1,2.625608444E-2,2.199220657E-2,7.084846497E-3
2.624307300E-1,2.525210381E-2,2.476477623E-2,3.823280334E-2
2.704267510E-1,4.639375210E-2,3.458499908E-2,5.976200104E-2
2.784219260E-1,5.387651920E-2,3.288650513E-2,7.711029053E-2
2.864176400E-1,3.567802906E-2,4.209995270E-3,8.892536163E-2
2.944130460E-1,2.772545815E-2,-1.087331772E-2,7.809257507E-2
3.024078370E-1,1.955854893E-2,-8.512973785E-3,7.550525665E-2
3.104346270E-1,1.697421074E-3,-2.033758163E-2,8.484840393E-2
3.184300340E-1,-1.411354542E-2,-3.465247154E-2,9.906101227E-2
3.264260550E-1,8.934736252E-4,-5.936145782E-3,1.037607193E-1
3.344223850E-1,2.998614311E-2,1.314306259E-2,7.979011536E-2
3.424177900E-1,4.473471642E-2,-8.509159088E-3,6.061458588E-2
3.504140430E-1,3.092741966E-2,1.528453827E-2,4.860973358E-2
3.584086030E-1,1.050555706E-2,-2.795553207E-2,4.849338531E-2
3.664043170E-1,1.204097271E-2,-2.558040619E-2,5.546092987E-2
3.744301070E-1,-2.213394642E-2,5.541324615E-3,5.281734467E-2
3.824264370E-1,-3.953325748E-2,5.501270294E-3,2.624130249E-2
3.904212270E-1,-5.959391594E-2,1.052069664E-2,3.313732147E-2
3.984178640E-1,-8.000576496E-2,-9.994506836E-4,1.607131958E-2
4.064124240E-1,-1.007850170E-1,1.999855042E-3,3.492164612E-2
4.144084460E-1,-6.211495399E-2,-1.397395134E-2,5.377388000E-2
4.224348520E-1,-6.930959225E-2,-3.948521614E-2,5.830287933E-2
4.304315660E-1,-3.838372231E-2,-4.097723961E-2,1.035337448E-1
4.384250490E-1,-4.905462265E-4,-3.547406197E-2,1.081542969E-1
4.464217630E-1,5.400776863E-2,2.251482010E-2,9.849071503E-2
4.544173990E-1,6.541764736E-2,3.986287117E-2,1.219272614E-2
4.624122670E-1,1.100952625E-1,1.316812038E-1,-9.504318237E-3
4.704082120E-1,7.080948353E-2,1.397655010E-1,8.851242065E-2
4.784347720E-1,-8.008849621E-2,6.842589378E-2,6.203079224E-2
4.864307930E-1,-5.268120766E-2,1.847696304E-2,6.416606903E-2
4.944258920E-1,2.982389927E-2,6.801128387E-3,5.194377899E-2
5.024218360E-1,1.072851419E-1,2.855443954E-2,4.696846008E-2
5.104181660E-1,8.199107647E-2,1.427674294E-2,5.158042908E-2
5.184129560E-1,3.596150875E-2,-2.183914185E-4,8.487606049E-2
5.264086700E-1,-5.032896996E-2,-1.968646049E-2,7.985877991E-2
5.344342300E-1,-1.008957624E-1,-4.392433167E-2,8.204650879E-2
5.424303290E-1,-8.246958256E-2,-3.928017616E-2,9.622001648E-2
5.484118830E-1,-6.200897694E-2,-3.448772430E-2,1.103982925E-1
5.504226570E-1,-6.200897694E-2,-3.448772430E-2,1.103982925E-1
5.584210640E-1,-3.691899776E-2,-2.249622345E-2,1.030473709E-1
5.664168540E-1,-2.862429619E-2,1.109433174E-2,1.100482941E-1
5.744127990E-1,-7.083821297E-2,1.697778702E-3,9.789466858E-2
5.824082050E-1,-5.331695080E-2,-1.725077629E-2,1.312417984E-1
5.904359190E-1,-3.833937645E-2,-2.664542198E-2,7.363605499E-2
5.984304020E-1,-9.065866470E-3,-3.356695175E-2,9.023475647E-2
6.064258080E-1,1.162409782E-3,-5.002951622E-2,9.483718872E-2
6.144215220E-1,-2.422320843E-2,-4.498267174E-2,8.504390717E-2
6.224170040E-1,-2.547836304E-2,-8.544206619E-2,8.720016479E-2
6.304121030E-1,-1.265537739E-2,-6.600070000E-2,7.022953033E-2
6.384086630E-1,-2.582550049E-3,-5.615115166E-2,2.937126160E-2
6.464346080E-1,-1.891052723E-2,-8.273124695E-4,7.681846619E-3
6.544303210E-1,-1.981139183E-3,-5.434036255E-3,2.196502686E-2
6.624253430E-1,2.400755882E-2,9.075403214E-3,-1.394462585E-2
6.704217490E-1,4.248905182E-2,2.613019943E-2,-2.112579346E-2
6.784171560E-1,7.003736496E-2,4.090452194E-2,4.587173462E-4
6.864125610E-1,6.411826611E-2,1.982307434E-2,-1.149940491E-2
6.944078910E-1,4.167556763E-2,2.276587486E-2,-6.757736206E-3
7.024337580E-1,5.061531067E-2,-7.718086243E-3,3.108978271E-4
7.104289340E-1,4.071497917E-2,4.879236221E-3,-2.235412598E-3
7.184251860E-1,4.789721966E-2,5.368232727E-3,4.309940338E-2
7.264209770E-1,5.067467690E-2,-6.262540817E-3,5.012130737E-2
7.344160750E-1,7.063138485E-2,1.320958138E-2,-2.670764923E-2
7.424120200E-1,2.359426022E-2,-7.735490799E-3,3.523063660E-2
7.504090410E-1,2.411568165E-2,-1.430964470E-2,1.283388138E-1
7.584345250E-1,1.043260098E-2,-4.029226303E-2,4.672718048E-2
7.664300070E-1,-3.666567802E-2,-2.063441277E-2,5.842781067E-2
7.744253370E-1,-3.624725342E-2,-3.429579735E-2,1.802501678E-1
7.824216660E-1,3.055381775E-2,-4.330682755E-2,2.136240005E-1
7.904162260E-1,5.385422707E-2,-1.674413681E-2,2.064599991E-1
7.984125550E-1,9.626030922E-2,2.321481705E-3,1.874313354E-1
8.064072690E-1,8.358657360E-2,1.876425743E-2,1.421413422E-1
8.144341360E-1,4.708576202E-2,3.985214233E-2,1.040630341E-1
8.224295430E-1,2.538239956E-2,2.260804176E-2,7.790184021E-2
8.304258720E-1,2.579843998E-2,2.680611610E-2,4.929828644E-2
8.384202780E-1,3.389334679E-2,-1.672554016E-2,1.578903198E-2
8.464159920E-1,2.545714378E-2,-7.543563843E-3,-3.400802612E-3
8.544117060E-1,1.459681988E-2,1.751422882E-3,-1.543903351E-2
8.624074960E-1,-8.312106133E-3,-1.052308083E-2,1.324176788E-2
8.704335950E-1,-1.004421711E-2,-3.224062920E-2,1.320171356E-2
8.784290780E-1,-1.222896576E-2,-2.038049698E-2,3.714942932E-2
8.864254070E-1,-9.993314743E-3,-3.756523132E-3,4.439735413E-2
8.944207360E-1,1.121890545E-2,2.003908157E-2,4.449081421E-2
9.024164500E-1,3.616809845E-3,4.853987694E-2,6.138324738E-2
9.104125480E-1,1.761662960E-2,3.640484810E-2,5.669689178E-2
9.184076460E-1,2.933108807E-2,5.298161507E-2,8.552169800E-2
9.264344380E-1,3.882062435E-2,2.171754837E-2,8.557891846E-2
9.344291520E-1,7.253301144E-2,2.286672592E-3,7.366752625E-2
9.424251730E-1,6.098723412E-2,2.029180527E-3,6.890010834E-2
9.504202710E-1,6.644093990E-2,-5.386352539E-3,5.212211609E-2
9.584169080E-1,2.890431881E-2,-1.752376556E-2,3.530597687E-2
9.664120060E-1,-8.521437645E-3,-2.962327003E-2,3.522205353E-2
9.744074130E-1,6.669163704E-3,-1.050734520E-2,3.032970428E-2
9.824342800E-1,2.609252930E-3,-2.497196198E-2,4.701805115E-2
9.904306100E-1,2.219426632E-2,-1.791596413E-2,2.784347534E-2
9.984241690E-1,1.751673222E-2,-1.211881638E-3,4.699897766E-2
1.006420499E0,1.994562149E-2,1.080727577E-2,4.937362671E-2
1.014416212E0,3.428423405E-2,3.576755524E-3,6.615257263E-2
1.022411850E0,6.775617599E-2,1.076269150E-2,8.052349091E-2
1.030407332E0,6.762754917E-2,5.988836288E-3,7.335376740E-2
1.038433816E0,5.327141285E-2,2.038192749E-2,4.461288452E-2
1.046429221E0,3.197288513E-2,2.279114723E-2,9.245777130E-2
1.054425167E0,2.525150776E-2,1.072740555E-2,9.242248535E-2
1.062420957E0,4.250097275E-2,1.069068909E-3,7.322502136E-2
1.070416979E0,2.599346638E-2,1.059865952E-2,6.841659546E-2
1.078412384E0,3.083992004E-2,2.017688751E-2,6.840801239E-2
1.086407714E0,4.266512394E-2,1.086711884E-3,5.404281616E-2
1.094433274E0,2.095413208E-2,-1.327037811E-2,3.730392456E-2
1.102429373E0,2.318799496E-2,-5.941390991E-3,4.446315765E-2
1.110423855E0,3.906130791E-3,-8.322715759E-3,5.165958405E-2
1.118420493E0,4.225158691E-2,-3.599405289E-3,6.125164032E-2
1.126416514E0,5.203437805E-2,-8.611202240E-3,5.650520325E-2
1.134411612E0,4.527604580E-2,-4.024028778E-3,6.608676910E-2
1.142407634E0,3.638887405E-2,1.258325577E-2,6.124973297E-2
1.150433732E0,8.435130119E-3,1.727461815E-2,6.835365295E-2
1.158428600E0,4.322409630E-3,5.273342133E-3,7.545089722E-2
1.166425237E0,-1.420164108E-2,9.997844696E-3,8.256626129E-2
1.174420335E0,1.972687244E-2,-9.261846542E-3,7.296562195E-2
1.182416049E0,3.175079823E-2,-4.521608353E-3,5.381965637E-2
1.190411378E0,5.324113369E-2,-1.886200905E-2,5.142593384E-2
1.198406862E0,1.484370232E-2,-2.122879028E-3,2.989673615E-2
1.206433036E0,1.482522488E-2,-2.133965492E-2,3.470706940E-2
1.214429289E0,2.689588070E-2,-1.903152466E-2,4.908561707E-2
1.222424156E0,6.045341492E-2,1.921653748E-2,5.149364471E-2
1.230421025E0,4.623961449E-2,-2.431869507E-3,4.910945892E-2
1.238416122E0,1.536619663E-2,2.866005898E-2,8.499908447E-2
1.246411913E0,3.949022293E-2,-4.848003387E-3,1.256713867E-1
1.254407319E0,4.170048237E-2,-1.199340820E-2,1.185026169E-1
1.262434034E0,5.787730217E-2,-1.673173904E-2,1.018085480E-1
1.270429209E0,6.917667389E-2,-1.684045792E-2,8.757114410E-2
1.278424307E0,8.296763897E-2,-3.833770752E-4,5.901718140E-2
1.286419636E0,7.783114910E-2,-1.033353806E-2,2.566623688E-2
1.294415965E0,7.554566860E-2,-2.017951012E-2,1.793861389E-3
1.302411141E0,4.739284515E-2,-1.073718071E-2,1.851463318E-2
1.310407777E0,3.636658192E-2,-2.529454231E-2,4.238510132E-2
1.318433030E0,8.927583694E-3,-1.109838486E-2,2.310371399E-2
1.326428974E0,-1.844274998E-2,-6.504774094E-3,1.818752289E-2
1.334424458E0,1.586198807E-3,-4.060268402E-3,3.720283508E-2
1.342420094E0,4.150748253E-3,3.306627274E-3,2.515029907E-2
1.350414962E0,2.279841900E-2,1.194238663E-3,3.470802307E-2
1.358411291E0,4.089283943E-2,8.830070496E-3,3.710651398E-2
1.366406928E0,5.137288570E-2,-1.214408875E-2,9.459495544E-2
1.374433180E0,6.420016289E-2,-1.405286789E-2,1.162033081E-1
