"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.798416659E-3,-1.301336288E-1,-3.959861100E-1,-1.638204008E-1
1.473841665E-2,-1.297072470E-1,-3.575100899E-1,-9.877029806E-2
2.467841667E-2,-1.249986738E-1,-2.630304992E-1,-5.293145031E-2
3.461741665E-2,-1.165380776E-1,-1.480445415E-1,-4.462318495E-2
4.455741667E-2,-1.153153107E-1,-3.440184891E-2,-5.188002437E-2
5.449741666E-2,-1.078962758E-1,6.667417288E-2,-7.111497968E-2
6.443641667E-2,-1.138872281E-1,1.409045309E-1,-9.883800894E-2
7.437641665E-2,-1.163325459E-1,1.851870269E-1,-1.296422482E-1
8.431641664E-2,-1.244338378E-1,1.907029897E-1,-1.367555559E-1
9.425541665E-2,-1.374297887E-1,1.440012604E-1,-1.382626444E-1
1.041954166E-1,-1.469903141E-1,8.532130718E-2,-1.463446468E-1
1.141354167E-1,-1.560772806E-1,2.697065473E-2,-1.679082662E-1
1.240744167E-1,-1.602737904E-1,-2.592312172E-2,-1.985011250E-1
1.340144167E-1,-1.670941412E-1,-5.536143854E-2,-2.159102112E-1
1.439544166E-1,-1.679875255E-1,-4.683163762E-2,-2.053200603E-1
1.538934167E-1,-1.684692949E-1,-4.005343653E-3,-1.993591040E-1
1.638334166E-1,-1.681947559E-1,6.468524784E-2,-1.954449862E-1
1.737734167E-1,-1.708762944E-1,1.277161539E-1,-2.055242509E-1
1.837124166E-1,-1.727471203E-1,1.926134825E-1,-2.079245895E-1
1.936524167E-1,-1.776665151E-1,2.502408326E-1,-2.147009969E-1
2.035924167E-1,-1.874875575E-1,3.075852692E-1,-2.124130130E-1
2.135314167E-1,-1.960794479E-1,3.543516994E-1,-2.119570822E-1
2.234714167E-1,-2.101947814E-1,3.873764575E-1,-2.306225896E-1
2.334114166E-1,-2.194234431E-1,4.232167602E-1,-2.489451319E-1
2.433504167E-1,-2.305783033E-1,4.558359981E-1,-2.667857111E-1
2.532904166E-1,-2.489770055E-1,4.891087115E-1,-3.140310049E-1
2.632304167E-1,-2.700335681E-1,5.357189178E-1,-3.592623174E-1
2.731694166E-1,-2.812931538E-1,5.958507061E-1,-4.089300036E-1
2.831094167E-1,-3.008101583E-1,6.632977724E-1,-4.569151103E-1
