"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.484356500E-2,6.280645728E-3,2.276663780E-1,-1.905813217E-1
2.283811700E-2,1.223183647E-1,1.892261505E-1,-2.449684143E-1
3.083351600E-2,1.240869612E-1,1.516070366E-1,-1.853904724E-1
3.886022200E-2,7.700520009E-2,1.292986870E-1,-1.841521263E-1
4.685569700E-2,-2.645920217E-2,1.607375145E-1,-1.357817650E-1
5.485255700E-2,-1.338304728E-1,1.627974510E-1,-7.189035416E-2
6.284710900E-2,-1.595182866E-1,1.587185860E-1,1.116895676E-2
7.084212300E-2,-1.109056622E-1,1.212835312E-1,8.572578430E-3
7.883844500E-2,-1.006891578E-1,1.109476089E-1,-1.663017273E-2
8.683391900E-2,-1.097296178E-1,1.088738441E-1,-7.347679138E-2
9.486001000E-2,-1.371568441E-1,1.459889412E-1,-1.783514023E-1
1.028547940E-1,-1.508993506E-1,2.135930061E-1,-2.900714874E-1
1.108511920E-1,-1.701593399E-1,2.420902252E-1,-3.655524254E-1
1.188465140E-1,-1.552432775E-1,2.437415123E-1,-4.850821495E-1
1.268426040E-1,-1.198439598E-1,2.493987083E-1,-4.481253624E-1
1.348388490E-1,-1.238944530E-1,2.653203011E-1,-4.345130920E-1
1.428342470E-1,-8.662196994E-2,2.861928940E-1,-3.579397202E-1
1.508592610E-1,-3.700506687E-2,2.518496513E-1,-2.496857643E-1
1.588558140E-1,2.163982391E-2,2.603082657E-1,-2.030906677E-1
1.668509040E-1,6.621930003E-2,2.347722054E-1,-1.648979187E-1
1.748479180E-1,6.079870462E-2,2.148928642E-1,-1.309351921E-1
1.828427010E-1,1.841509342E-2,1.704483032E-1,-1.231193542E-1
1.908380230E-1,-7.876628637E-2,1.804871559E-1,-1.174287796E-1
1.988334980E-1,-1.305349171E-1,1.381554604E-1,-8.485841751E-2
2.068598960E-1,-1.509473622E-1,1.177868843E-1,-1.104736328E-1
2.148556790E-1,-1.547763050E-1,8.370113373E-2,-1.063060760E-1
2.228513860E-1,-1.076164246E-1,3.254795074E-2,-9.283733368E-2
2.308458610E-1,-5.030232668E-2,-6.525993347E-3,-1.031904221E-1
2.388421830E-1,-3.353828192E-2,-3.795862198E-2,-6.764173508E-2
2.468384270E-1,-6.334185600E-4,-5.322790146E-2,-2.419185638E-2
2.549218250E-1,1.024943590E-2,-4.848289490E-2,-7.713317871E-3
