"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537716554911E9,"2026-06-04 3:48:36.555 UTC+02:00"
"PAUSE",4.140945641666622E1,1.780537757964089E9,"2026-06-04 3:49:17.964 UTC+02:00"
