"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.351708347E-3,-5.002731085E-2,9.838849306E-2,1.147519145E-2
1.628970835E-2,-4.528314248E-2,9.094119817E-2,7.263737731E-3
2.622870833E-2,-4.192436486E-2,8.926793188E-2,4.173139110E-3
3.616770834E-2,-3.571796417E-2,9.316606820E-2,-7.261769846E-3
4.610670832E-2,-3.247930110E-2,9.992489964E-2,-1.800789125E-2
5.604570833E-2,-3.400900215E-2,1.157666817E-1,-3.193349019E-2
6.598470834E-2,-3.348968551E-2,1.368357539E-1,-4.022950679E-2
7.592370833E-2,-4.122668505E-2,1.596945822E-1,-4.806457460E-2
8.586170833E-2,-4.410529509E-2,1.843168437E-1,-5.590545386E-2
9.580070834E-2,-5.105081201E-2,2.036788911E-1,-6.412910670E-2
1.057397083E-1,-5.408788100E-2,2.262145728E-1,-7.288371772E-2
1.156787083E-1,-6.398458779E-2,2.430942506E-1,-7.942512631E-2
1.256177083E-1,-7.322175801E-2,2.491108626E-1,-7.575928420E-2
1.355567084E-1,-8.741713315E-2,2.507341504E-1,-7.648591697E-2
1.454957083E-1,-1.019175127E-1,2.355911583E-1,-7.009912282E-2
1.554337083E-1,-1.135105938E-1,2.210336924E-1,-6.298197061E-2
1.653727083E-1,-1.215618700E-1,2.082680911E-1,-5.676668137E-2
1.753117083E-1,-1.234696433E-1,1.973501146E-1,-4.983537644E-2
1.852507083E-1,-1.267256141E-1,1.939463317E-1,-3.289288282E-2
1.951897083E-1,-1.187209859E-1,1.921962798E-1,-1.295115054E-2
2.051287083E-1,-1.134577841E-1,1.853556782E-1,6.682738662E-3
2.150667083E-1,-1.025294289E-1,1.757487357E-1,2.479314245E-2
2.250057083E-1,-9.265362471E-2,1.648313701E-1,3.673262522E-2
2.349447083E-1,-8.648764342E-2,1.531408131E-1,3.854355216E-2
2.448837083E-1,-7.575030625E-2,1.369977891E-1,4.550638795E-2
2.548227083E-1,-6.851074845E-2,1.189157888E-1,5.065613240E-2
2.647617083E-1,-5.521118641E-2,1.021208242E-1,5.327029526E-2
