"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780659184589973E9,"2026-06-05 1:33:04.590 UTC+02:00"
"PAUSE",4.411264958331594E1,1.780659228702636E9,"2026-06-05 1:33:48.703 UTC+02:00"
