"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661667787031E9,"2026-06-05 2:14:27.787 UTC+02:00"
"PAUSE",4.345755370834377E1,1.780661711244199E9,"2026-06-05 2:15:11.244 UTC+02:00"
