"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780538124114223E9,"2026-06-04 3:55:24.114 UTC+02:00"
"PAUSE",3.162508154166790E1,1.780538155739397E9,"2026-06-04 3:55:55.739 UTC+02:00"
