"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780663647057414E9,"2026-06-05 2:47:27.057 UTC+02:00"
"PAUSE",3.803535145835485E1,1.780663685093909E9,"2026-06-05 2:48:05.094 UTC+02:00"
