"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.989416667E-3,-6.464008026E0,-9.708810425E-1,7.650889893E0
1.198441667E-2,-6.330186310E0,-9.027726746E-1,7.577991486E0
2.197941667E-2,-6.237079926E0,-8.583151245E-1,7.478448486E0
3.197441667E-2,-6.303392029E0,-8.681945801E-1,7.474257202E0
4.196841667E-2,-6.426136780E0,-9.056167603E-1,7.547305298E0
5.196341667E-2,-6.427783356E0,-9.138496399E-1,7.548502808E0
6.195825000E-2,-6.361022186E0,-8.909472656E-1,7.509583740E0
7.195325000E-2,-6.315067749E0,-8.946894836E-1,7.532785492E0
8.194725000E-2,-6.318510590E0,-9.229806519E-1,7.589367828E0
9.194225000E-2,-6.323300629E0,-9.074130249E-1,7.564220123E0
1.019372500E-1,-6.350843353E0,-9.014254761E-1,7.544311523E0
1.119322500E-1,-6.374793549E0,-8.949888611E-1,7.516768799E0
1.219272500E-1,-6.386918335E0,-8.910969543E-1,7.492070160E0
1.319212500E-1,-6.379882965E0,-8.939410400E-1,7.505691833E0
1.419162500E-1,-6.375841370E0,-8.894503784E-1,7.512876892E0
1.519112500E-1,-6.385271759E0,-9.012757874E-1,7.484585724E0
1.619062500E-1,-6.388265533E0,-9.081614685E-1,7.488327942E0
1.719012500E-1,-6.377787323E0,-9.089099121E-1,7.514673157E0
1.818952500E-1,-6.335275726E0,-9.012757874E-1,7.520511017E0
1.918902500E-1,-6.326144714E0,-9.015751648E-1,7.504494324E0
2.018852500E-1,-6.355184326E0,-9.080117798E-1,7.496860199E0
2.118802500E-1,-6.390061798E0,-9.132508850E-1,7.466922455E0
2.218742500E-1,-6.407725067E0,-9.095086670E-1,7.508535919E0
2.318692500E-1,-6.374643860E0,-8.897497559E-1,7.520960083E0
2.418642500E-1,-6.356531525E0,-8.855584717E-1,7.513924713E0
2.518592500E-1,-6.329437866E0,-8.943901062E-1,7.530240784E0
2.618542500E-1,-6.361022186E0,-8.999285889E-1,7.546407166E0
2.718482500E-1,-6.361321564E0,-8.898994446E-1,7.545359344E0
2.818432500E-1,-6.370452576E0,-8.934919739E-1,7.499255219E0
2.918382500E-1,-6.361022186E0,-8.963360596E-1,7.480244751E0
3.018332500E-1,-6.362968140E0,-9.041198730E-1,7.558681641E0
3.118282500E-1,-6.355633392E0,-9.192384338E-1,7.571255493E0
3.218222500E-1,-6.331683197E0,-9.057664490E-1,7.511080627E0
3.318172500E-1,-6.312073975E0,-8.925938416E-1,7.552245026E0
3.418122500E-1,-6.377787323E0,-8.990304565E-1,7.554490356E0
3.518072500E-1,-6.384972382E0,-8.896000671E-1,7.469616852E0
3.618012500E-1,-6.371350708E0,-8.888516235E-1,7.437134399E0
3.717962500E-1,-6.400390320E0,-9.080117798E-1,7.482490082E0
3.817912500E-1,-6.390660553E0,-9.045689392E-1,7.525301056E0
3.917862500E-1,-6.345604248E0,-8.967851257E-1,7.541916504E0
4.017812500E-1,-6.321654053E0,-8.988807678E-1,7.494016113E0
4.117752500E-1,-6.343059540E0,-8.927435303E-1,7.467820587E0
4.217702500E-1,-6.404731293E0,-9.080117798E-1,7.535629578E0
4.317652500E-1,-6.412964172E0,-9.196875000E-1,7.621401215E0
4.417602500E-1,-6.329288177E0,-9.060658264E-1,7.575297089E0
4.517542500E-1,-6.254294128E0,-8.996292114E-1,7.520660706E0
4.617492500E-1,-6.318061523E0,-9.023236084E-1,7.555388489E0
4.717442500E-1,-6.402635651E0,-9.042695618E-1,7.514673157E0
4.817392500E-1,-6.393504639E0,-8.891510010E-1,7.488477631E0
4.917342500E-1,-6.382427673E0,-8.759783936E-1,7.490273895E0
5.017282500E-1,-6.353238373E0,-8.879534912E-1,7.509733429E0
5.117232500E-1,-6.334976349E0,-8.921447754E-1,7.561974792E0
5.217182500E-1,-6.323300629E0,-9.105564880E-1,7.569459229E0
5.317132500E-1,-6.326893158E0,-8.907975769E-1,7.542664948E0
5.417072500E-1,-6.337970123E0,-8.916957092E-1,7.521558838E0
5.517022500E-1,-6.341412964E0,-8.976832581E-1,7.540419617E0
