"event","experiment time","system time","system time text"
"START",0.000000000E0,1781033017.425,"2026-06-09 21:23:37.425 UTC+02:00"
"PAUSE",3.929993208E1,1781033056.725,"2026-06-09 21:24:16.725 UTC+02:00"
