"event","experiment time","system time","system time text"
"START",0.000000000E0,1781007121.229,"2026-06-09 14:12:01.229 UTC+02:00"
"PAUSE",4.310001931E1,1781007164.329,"2026-06-09 14:12:44.329 UTC+02:00"
