"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537095041116E9,"2026-06-04 3:38:15.041 UTC+02:00"
"PAUSE",3.920307137499913E1,1.780537134243923E9,"2026-06-04 3:38:54.244 UTC+02:00"
