"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.724618000E-3,3.124433279E0,-8.300697327E0,3.761290789E0
6.773312000E-3,3.131615877E0,-8.279149055E0,3.742137194E0
8.847776000E-3,3.131615877E0,-8.281543732E0,3.744531393E0
1.086185500E-2,3.131615877E0,-8.271966934E0,3.746925592E0
1.287639600E-2,3.107673883E0,-8.283937454E0,3.749319792E0
1.486009000E-2,3.095702887E0,-8.274360657E0,3.754108191E0
1.687424700E-2,3.076549292E0,-8.276755333E0,3.758896589E0
1.885848000E-2,3.026270866E0,-8.281543732E0,3.778050184E0
2.087148200E-2,3.007117271E0,-8.279149055E0,3.785232782E0
2.285540700E-2,2.980781078E0,-8.279149055E0,3.797203779E0
2.487417900E-2,2.944868088E0,-8.279149055E0,3.818751812E0
2.685295000E-2,2.932897091E0,-8.281543732E0,3.818751812E0
2.886810600E-2,2.916137695E0,-8.283937454E0,3.821146011E0
3.085087700E-2,2.908955097E0,-8.257601738E0,3.835511208E0
3.286557300E-2,2.918531895E0,-8.264783859E0,3.847482204E0
3.484903600E-2,2.906560898E0,-8.250418663E0,3.845088005E0
3.686342300E-2,2.911349297E0,-8.259995461E0,3.842693806E0
3.884834800E-2,2.920926094E0,-8.252813339E0,3.864241600E0
4.086188900E-2,2.904166698E0,-8.245630264E0,3.864241600E0
4.287519900E-2,2.887407303E0,-8.250418663E0,3.861847401E0
4.485943200E-2,2.904166698E0,-8.245630264E0,3.859453201E0
4.687266500E-2,2.920926094E0,-8.248024940E0,3.861847401E0
4.885612800E-2,2.930502892E0,-8.252813339E0,3.866635799E0
5.087059300E-2,2.932897091E0,-8.262390137E0,3.881000996E0
5.285421000E-2,2.949656487E0,-8.248024940E0,3.878606796E0
5.486905800E-2,2.959233284E0,-8.236053467E0,3.881000996E0
5.685267600E-2,2.971204281E0,-8.224082947E0,3.876212597E0
5.886744800E-2,2.975992680E0,-8.219294548E0,3.873818398E0
6.085091200E-2,2.983175278E0,-8.219294548E0,3.866635799E0
6.286383700E-2,2.997540474E0,-8.238448143E0,3.847482204E0
6.484745400E-2,3.007117271E0,-8.250418663E0,3.847482204E0
6.686261100E-2,3.014299870E0,-8.236053467E0,3.845088005E0
6.884592100E-2,3.038241863E0,-8.250418663E0,3.837905407E0
7.085892300E-2,3.045424461E0,-8.250418663E0,3.837905407E0
7.287454000E-2,3.064578056E0,-8.238448143E0,3.825934410E0
7.485885100E-2,3.102885485E0,-8.252813339E0,3.840299606E0
7.687154500E-2,3.102885485E0,-8.255207062E0,3.847482204E0
7.885639300E-2,3.126827478E0,-8.259995461E0,3.854664803E0
8.087031800E-2,3.153163671E0,-8.269572258E0,3.869029999E0
8.285309000E-2,3.165134668E0,-8.269572258E0,3.871424198E0
8.486786200E-2,3.181894064E0,-8.262390137E0,3.873818398E0
8.685086400E-2,3.177105665E0,-8.271966934E0,3.876212597E0
8.886532700E-2,3.191470861E0,-8.274360657E0,3.892971992E0
9.084879200E-2,3.205836058E0,-8.286332130E0,3.907337189E0
9.286356300E-2,3.196259260E0,-8.271966934E0,3.926490784E0
9.484695000E-2,3.186682463E0,-8.262390137E0,3.936067581E0
9.686049000E-2,3.189076662E0,-8.264783859E0,3.948038578E0
9.887618500E-2,3.181894064E0,-8.281543732E0,3.955221176E0
1.008585720E-1,3.148375273E0,-8.286332130E0,3.962403774E0
1.028731120E-1,3.100491285E0,-8.262390137E0,3.981557369E0
1.048551910E-1,3.083731890E0,-8.262390137E0,3.974374771E0
1.068697330E-1,3.038241863E0,-8.264783859E0,3.960009575E0
1.088548890E-1,3.009511471E0,-8.271966934E0,3.979163170E0
1.108678910E-1,2.980781078E0,-8.293514252E0,3.986345768E0
1.128524310E-1,2.942473888E0,-8.300697327E0,3.998316765E0
1.148662800E-1,2.932897091E0,-8.310274124E0,4.000710964E0
1.168499750E-1,2.925714493E0,-8.310274124E0,3.995922565E0
1.188647460E-1,2.896984100E0,-8.312667847E0,3.995922565E0
1.208478250E-1,2.882618904E0,-8.303091049E0,3.998316765E0
1.228622880E-1,2.877830505E0,-8.307879448E0,3.998316765E0
1.248771380E-1,2.856282711E0,-8.324639320E0,3.993528366E0
1.268598320E-1,2.868253708E0,-8.336610794E0,3.981557369E0
1.288746030E-1,2.858676910E0,-8.334216118E0,3.969586372E0
1.308571440E-1,2.841917515E0,-8.329427719E0,3.943250179E0
1.328715310E-1,2.832340717E0,-8.322244644E0,3.931279182E0
1.348555330E-1,2.803610086E0,-8.310274124E0,3.921702385E0
1.368697660E-1,2.806004286E0,-8.327033043E0,3.907337189E0
1.388540760E-1,2.813186884E0,-8.331821442E0,3.897760391E0
1.408673090E-1,2.801215887E0,-8.331821442E0,3.854664803E0
1.428512340E-1,2.767697096E0,-8.341399193E0,3.840299606E0
1.448645440E-1,2.748543501E0,-8.346187592E0,3.842693806E0
1.468497770E-1,2.726995707E0,-8.362946510E0,3.830722809E0
1.488635490E-1,2.734178305E0,-8.389283180E0,3.830722809E0
1.508460900E-1,2.738966703E0,-8.398859978E0,3.823540211E0
1.528611690E-1,2.777273893E0,-8.425195694E0,3.816357613E0
1.548747090E-1,2.794033289E0,-8.427590370E0,3.823540211E0
1.568590200E-1,2.791639090E0,-8.427590370E0,3.823540211E0
1.588743290E-1,2.825158119E0,-8.432378769E0,3.799597979E0
1.608565620E-1,2.849100113E0,-8.449137688E0,3.809175014E0
