"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661574753241E9,"2026-06-05 2:12:54.753 UTC+02:00"
"PAUSE",4.181758008332690E1,1.780661616570449E9,"2026-06-05 2:13:36.570 UTC+02:00"
