"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780537940112060E9,"2026-06-04 3:52:20.112 UTC+02:00"
"PAUSE",3.659371637500044E1,1.780537976705529E9,"2026-06-04 3:52:56.706 UTC+02:00"
