"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780661132688241E9,"2026-06-05 2:05:32.688 UTC+02:00"
"PAUSE",4.437391841667704E1,1.780661177061765E9,"2026-06-05 2:06:17.062 UTC+02:00"
