"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.358621000E-3,3.543018550E-2,-3.640756905E-1,1.771509200E-1
9.466315000E-3,3.543018550E-2,-3.640756905E-1,1.771509200E-1
1.144808600E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
1.346231900E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
1.544693500E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
1.746132200E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
1.944378500E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
2.145801700E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
2.344171100E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
2.545617500E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
2.744009900E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
2.945525500E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
3.143764100E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
3.345241200E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
3.546533700E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
3.744964500E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
3.946357100E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
4.144626500E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
4.346195800E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
4.544449900E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
4.745888500E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
4.944350200E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
5.145773400E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
5.344019800E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
5.545519900E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
5.743858600E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
5.945251100E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
6.143674200E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
6.345028300E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
6.546420700E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
6.744813200E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
6.946259600E-2,3.543018550E-2,-3.640756905E-1,1.771509200E-1
7.144605800E-2,4.214970022E-2,-3.536909819E-1,3.341432810E-1
7.346013700E-2,4.153883830E-2,-3.628539443E-1,3.365867436E-1
7.544390800E-2,3.787364438E-2,-3.836233616E-1,3.433062732E-1
7.745683200E-2,3.115412779E-2,-4.056145251E-1,3.488040566E-1
7.944106500E-2,2.871066704E-2,-4.135557711E-1,3.512475193E-1
8.145583600E-2,2.443460934E-2,-4.343251884E-1,3.561344445E-1
8.343960700E-2,1.893682219E-2,-4.544837475E-1,3.579670191E-1
8.545337800E-2,1.771509275E-2,-4.624249935E-1,3.585779071E-1
8.743653400E-2,1.160643995E-2,-4.770857692E-1,3.604104817E-1
8.945253500E-2,6.108652335E-3,-4.911356568E-1,3.591887653E-1
9.143522900E-2,3.665191587E-3,-4.966334403E-1,3.573561609E-1
9.344846100E-2,-1.832595794E-3,-5.076290369E-1,3.555235863E-1
9.546423200E-2,-1.038470957E-2,-5.149593949E-1,3.555235863E-1
9.744692600E-2,-1.282817032E-2,-5.167919993E-1,3.561344445E-1
9.946054300E-2,-1.832595654E-2,-5.216789246E-1,3.549126983E-1
1.014448520E-1,-2.199114859E-2,-5.259549618E-1,3.543018401E-1
1.034589310E-1,-2.687807009E-2,-5.326744914E-1,3.567453027E-1
1.054423170E-1,-3.726277873E-2,-5.375614166E-1,3.567453027E-1
1.074568570E-1,-3.848451003E-2,-5.424483418E-1,3.579670191E-1
1.094411670E-1,-4.642575979E-2,-5.503895879E-1,3.610213697E-1
1.114549370E-1,-5.009094998E-2,-5.595525503E-1,3.616322279E-1
1.134380930E-1,-5.070181563E-2,-5.644394755E-1,3.628539443E-1
1.154519410E-1,-5.314527452E-2,-5.705481172E-1,3.677408695E-1
1.174675580E-1,-5.986479297E-2,-5.736024380E-1,3.695734739E-1
1.194504060E-1,-5.803219974E-2,-5.729916096E-1,3.732386529E-1
1.214635610E-1,-6.108652428E-2,-5.742133260E-1,3.769038618E-1
