"event","experiment time","system time","system time text"
"START",0.000000000E0,1780939469.215,"2026-06-08 19:24:29.215 UTC+02:00"
"PAUSE",3.833436685E1,1780939507.549,"2026-06-08 19:25:07.549 UTC+02:00"
