"event","experiment time","system time","system time text"
"START",0.000000000E0,1780771750.122,"2026-06-06 20:49:10.122 UTC+02:00"
"PAUSE",3.549691908E1,1780771785.619,"2026-06-06 20:49:45.619 UTC+02:00"
