"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.973956000E-3,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
9.079485000E-3,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
1.106255400E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
1.307700800E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
1.506099900E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
1.707483700E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
1.905936700E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
2.107351300E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
2.305635000E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
2.507041900E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
2.705379600E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
2.906824900E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
3.105170200E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
3.306607800E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
3.507968600E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
3.706390900E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
3.907713000E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
4.106181500E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
4.307596100E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
4.505987600E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
4.707379000E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
4.905739700E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
5.107069700E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
5.305553500E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
5.506968000E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
5.705313300E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
5.906781800E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
6.105065600E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
6.306449300E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
6.507863900E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
6.706263100E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
6.907608300E-2,3.298672289E-2,-7.819075137E-2,-4.703662544E-2
7.106069100E-2,4.337143153E-2,-1.221730490E-3,-2.871066704E-2
7.307452900E-2,4.398229718E-2,-8.552113548E-3,-2.993239649E-2
7.505790600E-2,4.153883830E-2,-8.552113548E-3,-3.054326214E-2
7.707297300E-2,4.214970022E-2,-1.466076635E-2,-3.359758854E-2
7.905788900E-2,4.398229718E-2,-1.771509275E-2,-3.848451003E-2
8.106903400E-2,4.031710699E-2,-1.893682219E-2,-3.909537569E-2
8.305394900E-2,4.153883830E-2,-2.138028294E-2,-3.970624134E-2
8.506801700E-2,4.153883830E-2,-2.199114859E-2,-4.092797264E-2
8.705139400E-2,4.031710699E-2,-2.382374369E-2,-4.153883830E-2
8.906469400E-2,3.848451003E-2,-2.443460934E-2,-4.337143153E-2
9.107976300E-2,3.848451003E-2,-2.321287990E-2,-4.214970022E-2
9.306306100E-2,3.787364438E-2,-2.260201424E-2,-4.459316283E-2
9.507851500E-2,3.787364438E-2,-2.076941915E-2,-4.276056588E-2
9.706181500E-2,3.848451003E-2,-2.015855350E-2,-3.970624134E-2
9.907626800E-2,3.604105115E-2,-1.527163107E-2,-3.970624134E-2
1.010600280E-1,3.787364438E-2,-7.330383174E-3,-3.787364438E-2
1.030723280E-1,3.909537569E-2,-6.719517522E-3,-3.604105115E-2
1.050565510E-1,3.543018550E-2,3.054326167E-3,-3.420845419E-2
1.070713120E-1,3.604105115E-2,1.282817032E-2,-3.359758854E-2
1.090541490E-1,3.909537569E-2,1.588249579E-2,-3.176499158E-2
1.110688340E-1,3.726277873E-2,2.687807009E-2,-3.176499158E-2
1.130522870E-1,3.665191308E-2,3.115412779E-2,-2.993239649E-2
1.150660480E-1,3.543018550E-2,4.337143153E-2,-2.809980139E-2
1.170805010E-1,3.420845419E-2,5.131268129E-2,-2.565634064E-2
1.190635700E-1,3.665191308E-2,5.497787148E-2,-2.687807009E-2
1.210783310E-1,3.543018550E-2,6.352998316E-2,-2.443460934E-2
1.230620920E-1,3.543018550E-2,6.902777404E-2,-2.260201424E-2
1.250770830E-1,3.481931984E-2,7.086037099E-2,-2.199114859E-2
1.270599210E-1,3.481931984E-2,7.574728876E-2,-2.076941915E-2
1.290739900E-1,3.054326214E-2,8.002334833E-2,-2.076941915E-2
1.310568290E-1,3.237585723E-2,8.429940045E-2,-2.015855350E-2
1.330715120E-1,3.176499158E-2,8.796459436E-2,-2.138028294E-2
1.350555040E-1,3.054326214E-2,8.796459436E-2,-2.015855350E-2
1.370699570E-1,2.871066704E-2,8.918632567E-2,-2.015855350E-2
1.390539490E-1,2.565634064E-2,8.857546002E-2,-2.260201424E-2
1.410675560E-1,2.626720630E-2,8.796459436E-2,-2.443460934E-2
1.430511630E-1,2.382374369E-2,8.674286306E-2,-2.504547499E-2
1.450650780E-1,2.076941915E-2,8.124507964E-2,-2.504547499E-2
1.470788380E-1,2.199114859E-2,8.124507964E-2,-2.993239649E-2
1.490629070E-1,2.138028294E-2,7.513642311E-2,-3.298672289E-2
1.510778990E-1,1.649336144E-2,6.902777404E-2,-3.604105115E-2
1.530600450E-1,1.649336144E-2,6.658431143E-2,-3.787364438E-2
1.550738820E-1,1.404990070E-2,6.108652428E-2,-3.909537569E-2
1.570588740E-1,1.282817032E-2,5.619960278E-2,-4.459316283E-2
1.590736360E-1,7.330383174E-3,5.619960278E-2,-4.459316283E-2
1.610554740E-1,5.497787148E-3,5.131268129E-2,-4.886921868E-2
1.630704650E-1,3.054326167E-3,4.581489414E-2,-4.825835302E-2
1.650535340E-1,0.000000000E0,4.398229718E-2,-5.192354694E-2
1.670676800E-1,6.108652451E-4,4.214970022E-2,-5.192354694E-2
1.690516720E-1,-1.221730490E-3,3.604105115E-2,-5.375614017E-2
1.710655860E-1,-1.832595794E-3,3.115412779E-2,-5.375614017E-2
1.730797320E-1,-4.276056774E-3,2.993239649E-2,-5.314527452E-2
1.750646470E-1,-3.665191587E-3,2.748893574E-2,-5.192354694E-2
1.770772540E-1,-4.886921961E-3,2.321287990E-2,-4.886921868E-2
1.790623990E-1,-6.719517522E-3,2.138028294E-2,-4.886921868E-2
1.810756990E-1,-7.330383174E-3,2.076941915E-2,-4.703662544E-2
1.830593060E-1,-7.941247895E-3,1.832595654E-2,-4.825835302E-2
1.850725290E-1,-7.941247895E-3,1.588249579E-2,-4.459316283E-2
1.870565200E-1,-8.552113548E-3,1.527163107E-2,-4.642575979E-2
1.890713580E-1,-9.773843922E-3,8.552113548E-3,-3.970624134E-2
1.910547350E-1,-9.162978269E-3,1.099557430E-2,-3.909537569E-2
1.930684960E-1,-9.162978269E-3,9.773843922E-3,-3.787364438E-2
1.950521790E-1,-9.162978269E-3,1.160643995E-2,-3.604105115E-2
1.970676330E-1,-1.160643995E-2,9.162978269E-3,-3.665191308E-2
1.990500090E-1,-7.941247895E-3,7.941247895E-3,-3.543018550E-2
2.010653860E-1,-1.038470957E-2,9.162978269E-3,-3.481931984E-2
2.030786850E-1,-1.343903504E-2,7.330383174E-3,-3.543018550E-2
