"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.928117000E-3,-3.864241600E0,-5.853823185E0,6.754043102E0
6.973956000E-3,-3.876212597E0,-5.846640587E0,6.766014099E0
9.079485000E-3,-3.888183594E0,-5.820304394E0,6.768408298E0
1.106255400E-2,-3.909731388E0,-5.803544998E0,6.770802498E0
1.307700800E-2,-3.909731388E0,-5.810727596E0,6.785167694E0
1.506099900E-2,-3.883395195E0,-5.813121796E0,6.806715488E0
1.707483700E-2,-3.869029999E0,-5.810727596E0,6.818686485E0
1.905936700E-2,-3.847482204E0,-5.846640587E0,6.833051682E0
2.107351300E-2,-3.785232782E0,-5.868188381E0,6.830657482E0
2.305635000E-2,-3.749319792E0,-5.875370979E0,6.825869083E0
2.507041900E-2,-3.699041605E0,-5.908889771E0,6.849811077E0
2.705379600E-2,-3.682282209E0,-5.908889771E0,6.856993675E0
2.906824900E-2,-3.667917013E0,-5.908889771E0,6.847416878E0
3.105170200E-2,-3.660734415E0,-5.904101372E0,6.842628479E0
3.306607800E-2,-3.682282209E0,-5.906495571E0,6.823474884E0
3.507968600E-2,-3.694253206E0,-5.889736176E0,6.813898087E0
3.706390900E-2,-3.725377798E0,-5.844246387E0,6.813898087E0
3.907713000E-2,-3.739742994E0,-5.837063789E0,6.811503887E0
4.106181500E-2,-3.768473387E0,-5.832275391E0,6.809109688E0
4.307596100E-2,-3.790021181E0,-5.817910194E0,6.821080685E0
4.505987600E-2,-3.813963413E0,-5.801150799E0,6.825869083E0
4.707379000E-2,-3.845088005E0,-5.796362400E0,6.842628479E0
4.905739700E-2,-3.861847401E0,-5.805939198E0,6.876147270E0
5.107069700E-2,-3.869029999E0,-5.803544998E0,6.890512466E0
5.305553500E-2,-3.888183594E0,-5.796362400E0,6.902483463E0
5.506968000E-2,-3.916913986E0,-5.813121796E0,6.892906666E0
5.705313300E-2,-3.921702385E0,-5.820304394E0,6.895300865E0
5.906781800E-2,-3.938461781E0,-5.805939198E0,6.897695065E0
6.105065600E-2,-3.926490784E0,-5.798756599E0,6.904877663E0
6.306449300E-2,-3.904942989E0,-5.808333397E0,6.912060261E0
6.507863900E-2,-3.895366192E0,-5.813121796E0,6.907271862E0
6.706263100E-2,-3.881000996E0,-5.815515995E0,6.907271862E0
6.907608300E-2,-3.861847401E0,-5.813121796E0,6.904877663E0
