"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.235245000E-3,2.710236311E0,-5.875370979E0,6.607996464E0
1.027616200E-2,2.652775526E0,-5.877765179E0,6.569689274E0
1.238654100E-2,2.628833532E0,-5.877765179E0,6.569689274E0
1.436969000E-2,2.588132143E0,-5.865794182E0,6.574477673E0
1.638353000E-2,2.552218914E0,-5.832275391E0,6.572083473E0
1.836714000E-2,2.535459518E0,-5.803544998E0,6.576871872E0
2.038044200E-2,2.523488522E0,-5.762843609E0,6.555324078E0
2.236466800E-2,2.504334927E0,-5.724536419E0,6.550535679E0
2.437943100E-2,2.477998734E0,-5.707777023E0,6.536170483E0
2.636165700E-2,2.442085743E0,-5.664681435E0,6.526593685E0
2.837672900E-2,2.410961151E0,-5.635950565E0,6.531382084E0
3.036103000E-2,2.398990154E0,-5.626373768E0,6.548141479E0
3.237479500E-2,2.389413357E0,-5.647922039E0,6.533776283E0
3.435855800E-2,2.382230759E0,-5.650316238E0,6.497863293E0
3.637355300E-2,2.394201756E0,-5.657498837E0,6.483498096E0
3.838654700E-2,2.389413357E0,-5.683835030E0,6.469132900E0
4.037077300E-2,2.384624958E0,-5.691017628E0,6.461950302E0
4.238469000E-2,2.377442360E0,-5.700594425E0,6.423643112E0
4.436768500E-2,2.379836559E0,-5.705382824E0,6.416460514E0
4.638244800E-2,2.372653961E0,-5.714959621E0,6.394912720E0
4.836559700E-2,2.365471363E0,-5.731719017E0,6.378153324E0
5.037997500E-2,2.351106167E0,-5.731719017E0,6.361393929E0
5.236404700E-2,2.339135170E0,-5.719748020E0,6.351817131E0
5.437727200E-2,2.324769735E0,-5.707777023E0,6.344634533E0
5.636242100E-2,2.286462545E0,-5.698200226E0,6.315904140E0
5.837533900E-2,2.281674147E0,-5.693411827E0,6.299144745E0
6.035787100E-2,2.252943754E0,-5.674258232E0,6.256049156E0
6.237325100E-2,2.212242365E0,-5.652710438E0,6.210559368E0
6.438678400E-2,2.195482969E0,-5.633556366E0,6.186617374E0
6.637070200E-2,2.159569979E0,-5.597643375E0,6.141127586E0
6.838546500E-2,2.147598982E0,-5.578489780E0,6.088454723E0
7.036915200E-2,2.140416384E0,-5.568912983E0,6.064512730E0
7.238337700E-2,2.130839586E0,-5.532999992E0,6.004657745E0
7.436675700E-2,2.111685991E0,-5.504269600E0,5.985504150E0
7.638082700E-2,2.090138197E0,-5.473145008E0,5.968744755E0
7.836459200E-2,2.075772762E0,-5.475539207E0,5.975927353E0
8.037897000E-2,2.066195965E0,-5.458779812E0,5.973533154E0
8.236273500E-2,2.042253971E0,-5.458779812E0,5.951985359E0
8.437649800E-2,2.042253971E0,-5.427655220E0,5.923254967E0
8.635995400E-2,2.032677174E0,-5.422866821E0,5.904101372E0
8.837410300E-2,2.023100376E0,-5.422866821E0,5.880159378E0
9.035802000E-2,2.039859772E0,-5.406107426E0,5.858611584E0
9.237247700E-2,2.044648170E0,-5.401319027E0,5.839457989E0
9.438662500E-2,2.018311977E0,-5.379771233E0,5.817910194E0
9.637031200E-2,2.018311977E0,-5.374982834E0,5.796362400E0
9.838361400E-2,2.013523579E0,-5.377377033E0,5.779603004E0
1.003675320E-1,1.996764183E0,-5.374982834E0,5.758055210E0
1.023826030E-1,1.984793186E0,-5.360617638E0,5.734113216E0
1.043659820E-1,1.965639591E0,-5.353435040E0,5.726930618E0
1.063788990E-1,1.958456993E0,-5.339069843E0,5.712565422E0
1.083628940E-1,1.956062794E0,-5.324704647E0,5.710171223E0
1.103767350E-1,1.956062794E0,-5.300762653E0,5.710171223E0
1.123608060E-1,1.960851192E0,-5.267243862E0,5.719748020E0
1.143751850E-1,1.963245392E0,-5.274426460E0,5.722142220E0
1.163594880E-1,1.963245392E0,-5.250484467E0,5.691017628E0
1.183730200E-1,1.972822189E0,-5.212177277E0,5.647922039E0
1.203875540E-1,1.980004787E0,-5.207388878E0,5.612008572E0
1.223706260E-1,1.999158382E0,-5.224148273E0,5.549759388E0
1.243850040E-1,2.032677174E0,-5.216965675E0,5.485116005E0
1.263683840E-1,2.039859772E0,-5.224148273E0,5.463568211E0
1.283826090E-1,2.085349798E0,-5.240907669E0,5.401319027E0
1.303659880E-1,2.109291792E0,-5.255272865E0,5.386953831E0
1.323807520E-1,2.121262789E0,-5.281609058E0,5.384559631E0
1.343650540E-1,2.164358377E0,-5.331887245E0,5.379771233E0
1.363797410E-1,2.193088770E0,-5.398924828E0,5.384559631E0
1.383619660E-1,2.257732153E0,-5.415684223E0,5.379771233E0
1.403751140E-1,2.317587137E0,-5.461174011E0,5.413290024E0
1.423591090E-1,2.355894566E0,-5.497087002E0,5.444414616E0
1.443738720E-1,2.427720547E0,-5.583278179E0,5.497087002E0
1.463569440E-1,2.487575531E0,-5.657498837E0,5.528211594E0
1.483720150E-1,2.521094322E0,-5.691017628E0,5.542576790E0
1.503859330E-1,2.588132143E0,-5.741295815E0,5.573701382E0
1.523693130E-1,2.657563925E0,-5.796362400E0,5.623979568E0
1.543831530E-1,2.674323320E0,-5.822698593E0,5.638344765E0
1.563676870E-1,2.715024710E0,-5.877765179E0,5.664681435E0
1.583815270E-1,2.748543501E0,-5.940014362E0,5.726930618E0
1.603655220E-1,2.758120298E0,-5.971138954E0,5.748478413E0
1.623790540E-1,2.784456491E0,-6.026205540E0,5.793968201E0
1.643618950E-1,2.801215887E0,-6.083666325E0,5.849034786E0
1.663760430E-1,2.803610086E0,-6.102819920E0,5.861005783E0
1.683603460E-1,2.817975283E0,-6.150704384E0,5.904101372E0
1.703744940E-1,2.827552319E0,-6.203376770E0,5.923254967E0
1.723581810E-1,2.817975283E0,-6.232107162E0,5.937620163E0
1.743722520E-1,2.808398485E0,-6.268020153E0,5.961562157E0
1.763876320E-1,2.810792685E0,-6.296750546E0,5.985504150E0
1.783704720E-1,2.803610086E0,-6.335057735E0,6.019022942E0
1.803842360E-1,2.817975283E0,-6.380547523E0,6.054935932E0
1.823691540E-1,2.827552319E0,-6.404489517E0,6.074089527E0
1.843827630E-1,2.839523315E0,-6.442796707E0,6.095637321E0
1.863654510E-1,2.853888512E0,-6.464344501E0,6.136339188E0
1.883799830E-1,2.865859509E0,-6.490680695E0,6.150704384E0
1.903642090E-1,2.911349297E0,-6.567295074E0,6.210559368E0
1.923775110E-1,2.952050686E0,-6.596025467E0,6.229712963E0
1.943623520E-1,2.980781078E0,-6.624756336E0,6.236895561E0
1.963765770E-1,3.019088268E0,-6.672640324E0,6.227318764E0
1.983595720E-1,3.066972494E0,-6.706159115E0,6.189011574E0
2.003737200E-1,3.086126089E0,-6.722918510E0,6.174646378E0
2.023567910E-1,3.129221678E0,-6.725312710E0,6.119579315E0
