"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780663985219008E9,"2026-06-05 2:53:05.219 UTC+02:00"
"PAUSE",3.894720300001791E1,1.780664024167378E9,"2026-06-05 2:53:44.167 UTC+02:00"
