"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780538166676144E9,"2026-06-04 3:56:06.676 UTC+02:00"
"PAUSE",3.270929287499894E1,1.780538199385531E9,"2026-06-04 3:56:39.386 UTC+02:00"
