"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.025187501E-2,-1.734350622E-2,1.057275087E-1,6.378031801E-3
2.019187502E-2,-1.234475337E-2,1.053546667E-1,1.177546009E-2
3.013087501E-2,-1.004646253E-2,8.065675944E-2,4.908673000E-3
4.007087502E-2,-6.345999427E-3,3.985180333E-2,-7.221492939E-3
5.000987501E-2,-7.204336114E-3,-7.115174085E-3,-8.512592874E-3
5.994987502E-2,-1.168656163E-4,-3.388979658E-2,-4.216648638E-3
6.988987501E-2,7.052524015E-4,-3.923342749E-2,1.930460334E-3
7.982887502E-2,5.367381964E-3,-3.556891903E-2,-6.874278188E-4
8.976887501E-2,1.019771677E-2,-2.518455870E-2,-2.003398724E-3
9.970787502E-2,1.078680810E-2,-2.232352458E-2,-8.907299489E-4
1.096478750E-1,1.485200878E-2,-1.834140718E-2,-6.438512355E-3
1.195868750E-1,1.280244067E-2,-1.741622761E-2,-9.522719309E-3
1.295268750E-1,1.529944316E-2,-1.537063159E-2,-1.377854124E-2
1.394668750E-1,1.956982352E-2,-1.994754001E-2,-1.742307656E-2
1.494058750E-1,1.718166471E-2,-2.223077603E-2,-1.774329320E-2
1.593458750E-1,1.802881621E-2,-2.118015848E-2,-1.770520955E-2
1.692848750E-1,1.521742716E-2,-2.118670195E-2,-1.610396616E-2
1.792248750E-1,1.486695558E-2,-1.580898091E-2,-1.231775060E-2
1.891638750E-1,1.238683611E-2,-1.255877782E-2,-1.035826840E-2
1.991038750E-1,1.067069452E-2,-5.580496974E-3,-1.100088842E-2
2.090428750E-1,7.766898721E-3,6.335395388E-3,-1.064893417E-2
2.189828750E-1,7.473418023E-3,1.203855593E-2,-7.805475965E-3
2.289228750E-1,9.877597913E-3,2.105589770E-2,-5.983272567E-3
2.388618750E-1,1.322332770E-2,3.015512228E-2,-6.805123761E-3
2.488018750E-1,1.637982763E-2,3.464879468E-2,-4.228851758E-3
2.587408750E-1,1.626744121E-2,3.739850596E-2,-2.236274071E-3
2.686808750E-1,2.192194387E-2,4.220186174E-2,-5.722387694E-3
2.786198750E-1,2.448683605E-2,4.429537803E-2,-6.139704026E-3
2.885598750E-1,2.967102639E-2,4.519615322E-2,-1.000899728E-2
2.984998750E-1,2.984013781E-2,4.998158664E-2,-8.530943654E-3
3.084388750E-1,3.420475125E-2,5.460930988E-2,-9.601581842E-3
3.183788750E-1,3.653155640E-2,5.360103399E-2,-8.360015228E-3
3.283178750E-1,4.363073781E-2,5.022919551E-2,-1.149859931E-2
3.382578750E-1,5.010781065E-2,4.403947666E-2,-8.255933411E-3
3.481968750E-1,5.613506585E-2,4.206393659E-2,-7.128929719E-3
3.581368750E-1,6.449553370E-2,3.782471642E-2,-8.663443848E-3
3.680758750E-1,7.000876963E-2,3.678498790E-2,-1.072384976E-2
3.780158750E-1,7.079546899E-2,4.113100097E-2,-6.950415671E-3
3.879558750E-1,7.743063569E-2,5.563554168E-2,-3.226650879E-4
3.978948750E-1,7.709321380E-2,6.765092164E-2,2.621654421E-4
4.078348750E-1,7.973935455E-2,7.129524648E-2,-1.081709750E-3
4.177738750E-1,7.596671581E-2,7.678028941E-2,-1.919474453E-4
4.277138750E-1,7.413151115E-2,8.361155540E-2,3.581127152E-3
4.376528750E-1,7.189845294E-2,8.000616729E-2,4.590198863E-3
4.475928750E-1,6.700740755E-2,7.946668565E-2,8.909333497E-3
4.575328750E-1,6.837334484E-2,7.139810920E-2,1.412433479E-2
4.674718750E-1,6.445966661E-2,7.503636926E-2,1.826117374E-2
4.774118750E-1,6.269346178E-2,7.687155157E-2,2.480509318E-2
4.873508750E-1,6.347484887E-2,7.478870451E-2,2.241420001E-2
4.972912917E-1,6.138107553E-2,6.790602952E-2,2.438201010E-2
5.072302917E-1,5.568639934E-2,6.038204208E-2,2.368301153E-2
5.171702917E-1,5.131189153E-2,5.293317884E-2,1.646797545E-2
5.271092917E-1,4.218208790E-2,4.073433951E-2,1.446098089E-2
5.370492917E-1,3.102344461E-2,2.998582274E-2,9.947988205E-3
5.469892917E-1,2.223819122E-2,1.885459572E-2,7.982217707E-3
5.569282917E-1,8.384693414E-3,9.795851074E-3,2.986660227E-3
5.668682917E-1,-1.049426384E-3,5.480861291E-3,-2.531698905E-3
5.768072917E-1,-1.091989875E-2,3.186814487E-3,-2.651008777E-3
5.867472917E-1,-1.825352386E-2,-7.760515437E-4,4.112653900E-3
5.966862917E-1,-3.003348783E-2,-4.393955693E-3,4.987768829E-3
6.066262917E-1,-3.306229040E-2,-1.353418268E-2,6.947636604E-3
6.165662917E-1,-3.630069271E-2,-1.858193800E-2,7.765493356E-3
6.265052917E-1,-3.592493758E-2,-1.795904338E-2,1.363394223E-2
6.364452917E-1,-3.570149839E-2,-1.728979126E-2,1.433488540E-2
6.463842917E-1,-3.271722049E-2,-1.656865701E-2,1.551274583E-2
6.563242917E-1,-2.836694941E-2,-1.698917150E-2,1.702595316E-2
6.662632917E-1,-1.801835932E-2,-2.182966284E-2,1.769588888E-2
6.762032917E-1,-1.449473202E-2,-2.948598564E-2,1.467905939E-2
6.861432917E-1,-1.206714753E-2,-3.054767475E-2,1.182243600E-2
6.960822917E-1,-4.359426908E-3,-2.880676836E-2,1.026741695E-2
7.060222917E-1,2.826734679E-3,-3.000929579E-2,5.606468767E-3
7.159612917E-1,5.666197278E-3,-3.685255349E-2,-1.083128154E-6
7.259012917E-1,6.976753008E-3,-4.100387171E-2,-5.134766921E-3
7.358402917E-1,5.160211120E-3,-4.495014250E-2,-2.685192041E-3
7.457802917E-1,6.548098288E-3,-4.764834791E-2,-9.254792705E-3
7.557192917E-1,4.077750258E-3,-5.216693133E-2,-1.584904641E-2
7.656592917E-1,2.490823157E-3,-5.221427232E-2,-2.206560597E-2
7.755992917E-1,1.642857678E-4,-5.448115245E-2,-2.524914965E-2
7.855382917E-1,5.803420208E-4,-5.172552913E-2,-2.891778015E-2
7.954782917E-1,-4.947315436E-3,-5.403874815E-2,-3.007944860E-2
8.054172917E-1,-9.893629700E-3,-5.441587791E-2,-2.999756485E-2
8.153572917E-1,-8.445401676E-3,-6.115367636E-2,-2.494182065E-2
8.252962917E-1,-8.211502805E-3,-6.082841381E-2,-2.421507612E-2
8.352362917E-1,-1.225684397E-2,-6.427880377E-2,-2.131329477E-2
8.451762917E-1,-1.200392656E-2,-9.226526320E-2,-1.928717457E-2
8.551152917E-1,-1.038445905E-2,-7.162869722E-2,-1.731909811E-2
8.650552917E-1,-1.022813097E-2,-6.187380105E-2,-1.532731950E-2
8.749942917E-1,-1.150937751E-2,-6.068842486E-2,-1.901127025E-2
8.849342917E-1,-7.566026412E-3,-4.971326888E-2,-1.932680979E-2
8.948732917E-1,-6.376392208E-3,-4.964855313E-2,-1.252775919E-2
9.048132917E-1,-6.549248938E-3,-4.948291928E-2,-1.201785635E-2
9.147522917E-1,-7.155942731E-4,-6.232947484E-2,-8.049746044E-3
9.246922917E-1,2.217628527E-3,-6.849014759E-2,-3.061287105E-3
9.346322917E-1,1.614019275E-4,-6.741689891E-2,1.031458378E-3
9.445712917E-1,-3.395970911E-3,-7.487605512E-2,-9.279571474E-3
9.545112917E-1,1.665100455E-3,-7.992434502E-2,-1.206470653E-2
9.644502917E-1,-1.060905401E-3,-6.725861132E-2,-6.774775684E-4
9.743902917E-1,7.748032454E-3,-6.529399753E-2,1.561440993E-2
9.843292917E-1,1.295169257E-2,-9.177263826E-2,7.309941575E-3
9.942692917E-1,1.170959324E-2,-1.019557714E-1,-8.968630806E-3
1.004209292E0,1.237812079E-2,-1.006262451E-1,-1.647270098E-2
1.014148292E0,1.694304496E-2,-9.695507586E-2,-1.320660021E-2
1.024088292E0,1.400276832E-2,-8.567593992E-2,-1.108279731E-2
1.034027292E0,1.384191401E-2,-5.956604332E-2,-1.124764699E-2
1.043967292E0,1.061062142E-2,-3.188815713E-2,-1.055465825E-2
1.053906292E0,1.138506923E-2,-1.421328820E-2,-1.420558617E-2
1.063846292E0,1.070767362E-2,3.304563463E-3,-1.729150489E-2
1.073785292E0,1.170049980E-2,1.344561484E-2,-1.715275645E-2
1.083725292E0,1.571959630E-2,2.015370503E-2,-1.655414701E-2
1.093665292E0,1.304871216E-2,2.342966199E-2,-1.317539345E-2
1.103604292E0,2.026616223E-2,2.296202444E-2,-9.175766259E-3
1.113544292E0,1.880488545E-2,2.079314739E-2,-8.943272755E-3
1.123483292E0,2.589364536E-2,1.697493345E-2,-7.858796977E-3
1.133423292E0,2.592959814E-2,1.934541389E-2,-6.137861870E-3
1.143362292E0,2.786935866E-2,1.084478106E-2,-4.778330214E-3
1.153302292E0,2.616759762E-2,5.713135935E-3,-3.649682738E-3
1.163242292E0,2.639502287E-2,-3.495285287E-3,-4.438824952E-3
1.173181292E0,2.721288055E-2,-8.831993677E-3,-6.522747688E-3
1.183121292E0,2.797070332E-2,-2.256096713E-2,-5.567623302E-3
1.193060292E0,3.030629642E-2,-3.954234719E-2,-3.998754546E-3
1.203000292E0,3.238321096E-2,-5.452883244E-2,3.211292438E-3
1.212939292E0,3.256270662E-2,-6.123546883E-2,6.279786583E-3
1.222879292E0,3.240771592E-2,-5.845191702E-2,1.321788877E-3
1.232818292E0,3.470922261E-2,-5.256872624E-2,3.931686748E-3
1.242758292E0,3.170607612E-2,-3.228892013E-2,3.320341930E-4
1.252698292E0,3.434686735E-2,-1.059108134E-2,-2.962029539E-3
1.262637292E0,3.159067035E-2,8.442159742E-3,-2.009742893E-3
1.272577292E0,3.100663982E-2,2.561049536E-2,-8.435444906E-4
1.282516292E0,2.274511941E-2,4.113153368E-2,2.226037905E-3
1.292456292E0,2.344473265E-2,4.375740886E-2,2.129365690E-3
1.302395292E0,1.965116896E-2,4.121899977E-2,5.865132436E-3
1.312335292E0,2.042827941E-2,3.093866631E-2,8.255852386E-3
1.322275292E0,1.508469135E-2,1.649531350E-2,9.866761975E-3
1.332214292E0,1.123615727E-2,1.217779797E-2,1.121405512E-2
1.342154292E0,6.545685232E-3,5.423640832E-3,1.328770816E-2
1.352093292E0,7.607487962E-3,5.935500376E-3,1.512315869E-2
1.362033292E0,4.080784041E-3,4.880477674E-3,1.499286108E-2
1.371972292E0,3.841898404E-3,5.296463147E-3,1.528953761E-2
1.381912292E0,1.118725166E-3,8.613896556E-3,2.039089426E-2
1.391851292E0,2.462822478E-3,9.205651470E-3,1.684409566E-2
1.401791292E0,3.057855880E-3,7.253612392E-3,1.932923868E-2
1.411731292E0,5.117012188E-3,8.458427154E-3,1.964402571E-2
1.421670292E0,6.084054708E-3,1.254190132E-2,1.750525087E-2
1.431610292E0,7.006040774E-3,1.425644383E-2,2.057374641E-2
1.441549292E0,5.249395967E-3,1.067899354E-2,1.740923896E-2
1.451489292E0,9.471304715E-3,1.231417432E-2,1.543130912E-2
1.461428292E0,5.070260726E-3,1.678359136E-2,1.431816630E-2
1.471368292E0,8.984042332E-3,1.874394342E-2,1.142091397E-2
1.481308292E0,1.041378081E-2,2.268876880E-2,1.283942908E-2
1.491246750E0,1.298586186E-2,2.298597619E-2,9.341632947E-3
1.501186750E0,1.401175931E-2,1.828422025E-2,8.344022557E-3
1.511125750E0,1.541844197E-2,1.155494433E-2,6.973826792E-3
1.521065750E0,2.097767033E-2,-1.916763373E-3,1.470025629E-3
1.531004750E0,2.557428740E-2,-5.280335434E-3,5.198450759E-3
1.540944750E0,2.804851905E-2,-6.734272465E-3,4.082169384E-3
1.550883750E0,2.968529798E-2,-8.164389990E-3,7.332442328E-4
1.560823750E0,3.009496257E-2,2.177292481E-3,5.302783102E-4
1.570763750E0,3.299993649E-2,5.842334591E-3,1.632827334E-3
1.580702750E0,3.121492453E-2,1.873982698E-2,-1.466586255E-3
1.590642750E0,2.927987278E-2,2.428053319E-2,3.037085291E-3
1.600581750E0,2.770344354E-2,3.326193988E-2,4.281743430E-3
1.610521750E0,2.572498098E-2,4.134410247E-2,1.912062988E-3
1.620460750E0,2.492680773E-2,4.456756264E-2,1.001654193E-3
1.630400750E0,2.479897626E-2,4.099334031E-2,1.597936265E-3
1.640340750E0,2.347327769E-2,3.521350399E-2,4.603719339E-3
1.650279750E0,2.363759466E-2,3.015056998E-2,3.436455969E-3
1.660219750E0,2.279165387E-2,2.189544588E-2,6.975699216E-5
1.670158750E0,2.366064303E-2,2.221715823E-2,2.305747010E-3
1.680098750E0,2.080049738E-2,2.097408101E-2,-1.615479589E-3
1.690037750E0,1.510985382E-2,2.273256704E-2,1.854086295E-3
1.699977750E0,1.075956225E-2,2.493791655E-2,3.630855586E-3
1.709916750E0,5.959481001E-3,2.391739190E-2,1.363422163E-2
1.719856750E0,1.942350529E-3,2.058789507E-2,1.430977322E-2
1.729796750E0,-9.629921988E-5,1.707278937E-2,2.255651727E-2
1.739735750E0,-1.251973212E-3,1.667930931E-2,2.251153253E-2
1.749675750E0,-1.031729858E-3,2.713860758E-2,2.261779271E-2
1.759614750E0,-7.201760076E-3,3.290567175E-2,2.146535181E-2
1.769554750E0,-1.811788417E-3,3.751826659E-2,1.913615130E-2
1.779493750E0,-5.154046230E-3,4.067145288E-2,2.107417956E-2
1.789433750E0,-7.785249501E-3,3.621252254E-2,1.956310123E-2
1.799373750E0,-6.498842034E-3,2.687983960E-2,1.588343270E-2
1.809312750E0,-1.789307687E-3,1.956360042E-2,9.298233315E-3
1.819252750E0,3.906358033E-4,1.739088818E-2,5.795265082E-3
1.829191750E0,2.833106555E-4,1.788916625E-2,7.720997091E-3
1.839131750E0,-3.164062742E-3,1.933373511E-2,5.539796315E-3
1.849070750E0,-2.623441163E-3,2.728034183E-2,4.730727989E-3
1.859010750E0,1.522851177E-3,3.596679121E-2,5.705804564E-3
1.868949750E0,-3.132088110E-3,4.977794364E-2,8.058973588E-3
1.878889750E0,-5.269050598E-4,5.737682432E-2,8.273057640E-3
