"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.547600000E-2,-5.405545235E-2,1.798729897E-1,-1.136479378E-1
2.347169200E-2,3.754758835E-2,1.340651512E-1,-1.887426376E-1
3.146707700E-2,1.845712662E-1,1.244344711E-1,-1.183037758E-1
3.949207700E-2,1.715860367E-1,1.135168076E-1,-7.755756378E-2
4.748953900E-2,1.136844158E-1,8.293914795E-2,-2.093982697E-2
5.548407800E-2,1.756341457E-1,2.800083160E-2,-4.468441010E-3
6.347969300E-2,1.907291412E-1,1.188611984E-2,-3.759145737E-2
7.147577000E-2,1.819527149E-1,2.884244919E-2,-7.945489883E-2
7.947084700E-2,1.337704659E-1,3.068447113E-2,-8.577585220E-2
8.746777100E-2,-1.328659058E-2,3.859949112E-2,-1.123452187E-1
9.549231000E-2,-1.637496948E-1,5.149030685E-2,-9.153127670E-2
1.034880790E-1,-2.201173306E-1,6.254291534E-2,-6.191682816E-2
1.114843100E-1,-2.695815563E-1,5.065870285E-2,-5.672311783E-2
1.194790790E-1,-2.662584782E-1,1.674556732E-2,-5.902624130E-2
1.274760800E-1,-2.354316711E-1,1.475429535E-2,-9.030914307E-2
1.354707720E-1,-2.034299374E-1,1.083278656E-2,-1.068840027E-1
1.434655420E-1,-1.312868595E-1,4.933357239E-2,-1.269545555E-1
1.514923880E-1,-3.375840187E-2,4.032039642E-2,-1.538729668E-1
1.594876960E-1,3.181958199E-2,5.429267883E-2,-1.882405281E-1
1.674834660E-1,7.993292809E-2,8.916950226E-2,-1.643638611E-1
1.754794660E-1,6.867766380E-2,1.023044586E-1,-1.305236816E-1
1.834747740E-1,3.643274307E-3,1.339054108E-1,-1.483397484E-1
1.914708510E-1,-7.295966148E-2,1.299099922E-1,-1.447882652E-1
1.994655430E-1,-1.601195335E-1,1.408157349E-1,-1.362199783E-1
2.074923900E-1,-2.604029179E-1,1.776185036E-1,-1.484069824E-1
2.154876980E-1,-3.457484245E-1,2.126946449E-1,-1.634955406E-1
2.234831590E-1,-3.640377522E-1,2.087035179E-1,-1.410975456E-1
2.314800820E-1,-3.194065094E-1,1.938977242E-1,-2.074980736E-1
2.394748520E-1,-3.174784184E-1,1.791858673E-1,-2.764577866E-1
2.474701590E-1,-2.384858131E-1,1.739482880E-1,-3.088092804E-1
2.554658530E-1,-1.870634556E-1,1.580648422E-1,-2.992339134E-1
2.634920070E-1,-1.429193020E-1,1.636228561E-1,-2.478537560E-1
2.714877760E-1,-3.884124756E-2,1.317892075E-1,-2.198653221E-1
2.794828530E-1,-3.445148468E-4,1.086645126E-1,-1.838932037E-1
2.874797760E-1,4.237127304E-2,5.263519287E-2,-1.518149376E-1
2.954745460E-1,2.327847481E-2,-8.355140686E-3,-9.846401215E-2
3.034699310E-1,4.178071022E-2,-1.134376526E-1,-1.885366440E-2
3.114656230E-1,6.956410408E-2,-1.625270844E-1,3.909158707E-2
3.194911620E-1,9.736180305E-2,-1.666736603E-1,6.753158569E-2
3.274886230E-1,1.489529610E-1,-1.813449860E-1,1.017236710E-1
3.354831630E-1,1.856281757E-1,-1.493110657E-1,8.156967163E-2
3.434787780E-1,1.835725307E-1,-1.206970215E-1,1.442956924E-2
3.514748550E-1,1.436166763E-1,-1.143646240E-1,-2.775955200E-2
3.594696240E-1,7.856059074E-2,-1.035213470E-1,-5.173873901E-2
3.674667780E-1,-4.011154175E-3,-8.780479431E-2,-7.859373093E-2
3.754910870E-1,-6.359314919E-2,-6.229305267E-2,-5.051755905E-2
3.834870870E-1,-1.173498631E-1,-3.654384613E-2,-3.670215607E-2
3.914822410E-1,-1.281323433E-1,-1.789093018E-2,1.577758789E-2
3.994784710E-1,-8.980178833E-2,-3.299427032E-2,1.331310272E-1
4.074747790E-1,6.064701080E-2,-6.123161316E-2,2.449307442E-1
4.154701650E-1,2.616741657E-1,-7.200336456E-2,1.904931068E-1
4.234652420E-1,3.143440485E-1,-4.847812653E-2,1.304011345E-1
4.314911650E-1,3.682297468E-1,-4.067230225E-2,7.180023193E-2
4.394861650E-1,3.579469919E-1,-1.917934418E-2,-8.747100830E-3
4.474833960E-1,3.139320612E-1,-2.182865143E-2,-2.011919022E-2
4.554776270E-1,2.379243374E-1,-3.140163422E-2,-6.038951874E-2
4.634736270E-1,2.021455765E-1,-3.583049774E-2,-6.251096725E-2
4.714695500E-1,1.323281527E-1,-5.646228790E-2,-3.804922104E-2
4.794953970E-1,9.453976154E-2,-7.200145721E-2,2.971506119E-2
4.874920120E-1,9.710156918E-2,-9.468746185E-2,6.182241440E-2
4.954868590E-1,1.481623650E-1,-1.198883057E-1,3.704881668E-2
5.034818590E-1,1.944226027E-1,-1.285552979E-1,2.011060715E-2
5.114787820E-1,2.503452301E-1,-1.231069565E-1,-3.452301025E-3
5.194736290E-1,3.016035557E-1,-1.275815964E-1,4.474639893E-3
5.274698590E-1,3.082578182E-1,-1.179504395E-1,-2.092170715E-2
5.354954760E-1,2.976820469E-1,-1.349430084E-1,-8.322238922E-3
5.434902450E-1,2.823057175E-1,-9.953594208E-2,-1.775932312E-2
5.514865530E-1,2.361273766E-1,-5.719089508E-2,-2.299642563E-2
5.594813220E-1,1.712291241E-1,-1.266193390E-2,-1.443958282E-2
5.674782450E-1,1.541877985E-1,-2.110290527E-2,-1.121187210E-2
5.754730150E-1,1.388193369E-1,-5.366134644E-2,-7.262849808E-2
5.834677850E-1,9.896767139E-2,-6.704902649E-2,-1.552948952E-1
5.914951690E-1,1.471260786E-1,-5.880451202E-2,-1.513228416E-1
5.994898610E-1,1.736369133E-1,-4.333114624E-2,-9.690999985E-2
6.074868610E-1,1.267971992E-1,-2.514839172E-2,-9.492683411E-2
6.154816320E-1,1.051950455E-2,-3.742218018E-3,-1.450533867E-1
6.234775550E-1,-2.595686913E-2,1.781463623E-3,-1.374306679E-1
6.314726320E-1,-1.901447773E-2,-1.599788666E-2,-1.201753616E-1
6.394674010E-1,-3.917491436E-2,-2.617645264E-2,-9.802150726E-2
6.474950930E-1,-4.921674728E-2,1.165199280E-2,-1.165232658E-1
6.554908640E-1,-9.498953819E-2,3.750801086E-2,-4.408979416E-2
6.634858640E-1,-1.147494316E-1,2.740192413E-2,-3.859281540E-2
6.714827870E-1,-1.588863134E-1,1.018142700E-2,1.516008377E-2
6.794772480E-1,-1.818085909E-1,1.811981201E-4,3.088331223E-2
6.874739410E-1,-1.759009361E-1,4.056167603E-2,2.287435532E-2
6.954686340E-1,-1.431397200E-1,6.778717041E-3,3.394460678E-2
7.034944800E-1,-1.477922201E-1,1.606655121E-2,3.024196625E-2
7.114914030E-1,-1.774208546E-1,-1.541042328E-2,4.260635376E-2
