"event","experiment time","system time","system time text"
"START",0.000000000E0,1781006721.011,"2026-06-09 14:05:21.011 UTC+02:00"
"PAUSE",3.969731508E1,1781006760.709,"2026-06-09 14:06:00.709 UTC+02:00"
