"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.633589000E-3,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
9.739367000E-3,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
1.172252900E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
1.373730600E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
1.572100700E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
1.773509200E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
1.971817700E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
2.173303200E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
2.371581000E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
2.573112500E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
2.771551800E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
2.972837300E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
3.171092000E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
3.372654300E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
3.574070600E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
3.772348300E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
3.973856800E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
4.172196100E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
4.373550800E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
4.571951600E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
4.773460100E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
4.971745500E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
5.173154100E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
5.371531800E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
5.572909600E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
5.771279700E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
5.972757400E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
6.174212100E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
6.372543700E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
6.573906100E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
6.772399200E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
6.973692300E-2,-2.321287990E-2,-1.594358236E-1,4.520402849E-2
7.172031600E-2,-1.319468915E-1,-1.185078546E-1,6.108652428E-2
7.373409400E-2,-1.337794960E-1,-1.227839142E-1,6.230825558E-2
7.571840900E-2,-1.368338168E-1,-1.295034289E-1,6.291911751E-2
7.773264900E-2,-1.374446750E-1,-1.325577646E-1,6.108652428E-2
7.971604200E-2,-1.386664063E-1,-1.398881376E-1,6.169738993E-2
8.173074200E-2,-1.423316002E-1,-1.441642046E-1,6.291911751E-2
8.371421200E-2,-1.466076523E-1,-1.441642046E-1,6.169738993E-2
8.572829800E-2,-1.502728462E-1,-1.453859210E-1,6.108652428E-2
8.771169000E-2,-1.539380401E-1,-1.453859210E-1,5.742133409E-2
8.972685200E-2,-1.545489132E-1,-1.459967941E-1,5.681046844E-2
9.174063000E-2,-1.606575549E-1,-1.429424733E-1,5.497787148E-2
9.372379200E-2,-1.649336219E-1,-1.404990107E-1,5.558873713E-2
9.573764600E-2,-1.649336219E-1,-1.386664063E-1,5.558873713E-2
9.772157700E-2,-1.710422635E-1,-1.343903542E-1,5.436700583E-2
9.973543300E-2,-1.747074574E-1,-1.295034289E-1,5.436700583E-2
1.017197480E-1,-1.759291887E-1,-1.258382350E-1,5.436700583E-2
1.037339100E-1,-1.808161139E-1,-1.227839142E-1,5.619960278E-2
1.057167650E-1,-1.820378453E-1,-1.209513173E-1,5.619960278E-2
1.077330040E-1,-1.857030392E-1,-1.166752651E-1,5.803219974E-2
1.097151660E-1,-1.869247705E-1,-1.099557430E-1,6.108652428E-2
1.117287890E-1,-1.905899495E-1,-1.111774743E-1,6.169738993E-2
1.137137210E-1,-1.948660165E-1,-1.032362282E-1,6.475171447E-2
1.157274990E-1,-1.979203373E-1,-9.896016866E-2,6.963863969E-2
1.177404300E-1,-1.997529417E-1,-9.773843735E-2,7.024950534E-2
1.197254390E-1,-2.021963894E-1,-9.346238524E-2,7.452555746E-2
1.217395240E-1,-2.046398520E-1,-9.285151958E-2,7.635815442E-2
1.237223780E-1,-2.058615834E-1,-8.979719132E-2,7.819075137E-2
1.257370780E-1,-2.119702399E-1,-8.552113175E-2,8.002334833E-2
1.277213950E-1,-2.193006277E-1,-8.307767659E-2,8.307767659E-2
1.297349410E-1,-2.186897546E-1,-8.491026610E-2,8.735372871E-2
1.317190260E-1,-2.241875380E-1,-8.368854225E-2,9.224065393E-2
1.337328040E-1,-2.272418737E-1,-8.613199741E-2,9.285151958E-2
1.357165050E-1,-2.260201424E-1,-8.735372871E-2,9.224065393E-2
1.377303590E-1,-2.266310006E-1,-9.162978828E-2,9.407325089E-2
1.397141360E-1,-2.302961946E-1,-9.224065393E-2,9.285151958E-2
1.417285300E-1,-2.296853364E-1,-9.529497474E-2,9.162978828E-2
1.437119220E-1,-2.321287990E-1,-1.007927656E-1,9.285151958E-2
1.457264690E-1,-2.327396572E-1,-1.026253626E-1,9.346238524E-2
1.477405550E-1,-2.364048511E-1,-1.069014147E-1,9.224065393E-2
1.497240240E-1,-2.400700450E-1,-1.111774743E-1,9.468411654E-2
1.517371860E-1,-2.412917763E-1,-1.136209369E-1,9.529497474E-2
1.537212710E-1,-2.467895597E-1,-1.203404516E-1,9.651670605E-2
1.557360490E-1,-2.516764700E-1,-1.252273768E-1,9.957103431E-2
1.577191340E-1,-2.528982162E-1,-1.270599663E-1,1.014036313E-1
1.597332190E-1,-2.528982162E-1,-1.337794960E-1,1.075122803E-1
1.617175360E-1,-2.571742535E-1,-1.398881376E-1,1.117883399E-1
1.637313900E-1,-2.590068579E-1,-1.429424733E-1,1.148426682E-1
1.657157830E-1,-2.596177161E-1,-1.502728462E-1,1.185078546E-1
1.677295600E-1,-2.620611787E-1,-1.569923609E-1,1.246165112E-1
1.697127230E-1,-2.626720667E-1,-1.594358236E-1,1.276708394E-1
1.717274230E-1,-2.620611787E-1,-1.643227488E-1,1.295034289E-1
1.737416620E-1,-2.614503205E-1,-1.716531366E-1,1.331686229E-1
1.757250550E-1,-2.638937831E-1,-1.747074574E-1,1.356120855E-1
1.777392170E-1,-2.645046413E-1,-1.759291887E-1,1.417207420E-1
1.797234560E-1,-2.675589919E-1,-1.789835095E-1,1.423316002E-1
1.817370040E-1,-2.681698501E-1,-1.795943826E-1,1.459967941E-1
1.837203960E-1,-2.724458873E-1,-1.820378453E-1,1.502728462E-1
1.857346350E-1,-2.724458873E-1,-1.832595766E-1,1.521054506E-1
1.877198740E-1,-2.761110961E-1,-1.802052408E-1,1.551597714E-1
1.897324210E-1,-2.803871334E-1,-1.820378453E-1,1.588249654E-1
1.917161210E-1,-2.791654170E-1,-1.826487035E-1,1.606575549E-1
1.937312060E-1,-2.809980214E-1,-1.850921661E-1,1.643227488E-1
1.957146760E-1,-2.834414840E-1,-1.844813079E-1,1.637118906E-1
1.977276080E-1,-2.828305960E-1,-1.863138974E-1,1.649336219E-1
1.997432310E-1,-2.846632004E-1,-1.863138974E-1,1.667662114E-1
2.017263160E-1,-2.852740586E-1,-1.838704348E-1,1.710422635E-1
2.037399410E-1,-2.871066630E-1,-1.857030392E-1,1.753183305E-1
2.057239490E-1,-2.889392674E-1,-1.838704348E-1,1.747074574E-1
2.077386490E-1,-2.877175212E-1,-1.838704348E-1,1.765400618E-1
2.097220420E-1,-2.901609838E-1,-1.826487035E-1,1.765400618E-1
2.117365120E-1,-2.919935882E-1,-1.802052408E-1,1.789835095E-1
2.137195970E-1,-2.926044464E-1,-1.789835095E-1,1.783726513E-1
2.157331440E-1,-2.932153046E-1,-1.753183305E-1,1.832595766E-1
2.177174600E-1,-2.956587672E-1,-1.710422635E-1,1.802052408E-1
2.197320070E-1,-2.974913716E-1,-1.685988009E-1,1.820378453E-1
2.217150920E-1,-2.987131178E-1,-1.624901593E-1,1.814269722E-1
2.237292550E-1,-2.993239760E-1,-1.576032341E-1,1.814269722E-1
2.257129550E-1,-3.011565804E-1,-1.551597714E-1,1.820378453E-1
2.277277320E-1,-3.005456924E-1,-1.533271819E-1,1.795943826E-1
2.297418940E-1,-3.023782969E-1,-1.472185254E-1,1.789835095E-1
2.317245950E-1,-3.017674387E-1,-1.459967941E-1,1.777617931E-1
2.337382190E-1,-2.999348342E-1,-1.411098689E-1,1.759291887E-1
2.357231500E-1,-3.005456924E-1,-1.404990107E-1,1.759291887E-1
2.377370050E-1,-3.011565804E-1,-1.362229437E-1,1.722639948E-1
2.397203210E-1,-3.023782969E-1,-1.325577646E-1,1.704314053E-1
2.417345590E-1,-3.042109013E-1,-1.331686229E-1,1.722639948E-1
2.437176440E-1,-3.011565804E-1,-1.288925707E-1,1.734857261E-1
2.457330380E-1,-3.011565804E-1,-1.301143020E-1,1.704314053E-1
2.477167380E-1,-3.017674387E-1,-1.319468915E-1,1.710422635E-1
2.497308230E-1,-3.023782969E-1,-1.343903542E-1,1.685988009E-1
2.517146000E-1,-2.993239760E-1,-1.356120855E-1,1.692096740E-1
2.537280710E-1,-3.042109013E-1,-1.362229437E-1,1.679879427E-1
2.557419250E-1,-3.048217595E-1,-1.435533315E-1,1.685988009E-1
2.577262410E-1,-3.048217595E-1,-1.472185254E-1,1.710422635E-1
2.597401730E-1,-3.060434759E-1,-1.508837193E-1,1.692096740E-1
2.617234890E-1,-3.011565804E-1,-1.582140923E-1,1.716531366E-1
2.637377270E-1,-3.017674387E-1,-1.643227488E-1,1.698205322E-1
2.657217360E-1,-3.005456924E-1,-1.698205322E-1,1.685988009E-1
2.677365140E-1,-2.981022298E-1,-1.771509200E-1,1.685988009E-1
2.697195990E-1,-2.987131178E-1,-1.820378453E-1,1.673770845E-1
2.717340680E-1,-2.981022298E-1,-1.887573600E-1,1.661553532E-1
2.737180000E-1,-2.950479090E-1,-2.009746730E-1,1.661553532E-1
2.757325470E-1,-2.932153046E-1,-2.076941878E-1,1.637118906E-1
2.777144010E-1,-2.883284092E-1,-2.174680233E-1,1.612684280E-1
2.797291790E-1,-2.889392674E-1,-2.296853364E-1,1.594358236E-1
2.817125720E-1,-2.846632004E-1,-2.339613885E-1,1.582140923E-1
2.837270410E-1,-2.822197378E-1,-2.419026345E-1,1.576032341E-1
2.857414340E-1,-2.828305960E-1,-2.467895597E-1,1.533271819E-1
2.877269810E-1,-2.816088796E-1,-2.522873580E-1,1.527163088E-1
2.897390660E-1,-2.791654170E-1,-2.571742535E-1,1.514945775E-1
2.917233050E-1,-2.809980214E-1,-2.614503205E-1,1.508837193E-1
2.937372370E-1,-2.809980214E-1,-2.632829249E-1,1.521054506E-1
2.957205530E-1,-2.767219543E-1,-2.712241709E-1,1.496619880E-1
2.977347150E-1,-2.736676335E-1,-2.779437006E-1,1.490511149E-1
2.997181070E-1,-2.718350291E-1,-2.816088796E-1,1.490511149E-1
3.017320390E-1,-2.687807083E-1,-2.840523422E-1,1.502728462E-1
3.037156630E-1,-2.669481039E-1,-2.852740586E-1,1.496619880E-1
3.057295940E-1,-2.638937831E-1,-2.822197378E-1,1.484402567E-1
3.077153720E-1,-2.608394623E-1,-2.736676335E-1,1.527163088E-1
3.097283030E-1,-2.626720667E-1,-2.700024247E-1,1.508837193E-1
3.117391570E-1,-2.596177161E-1,-2.596177161E-1,1.514945775E-1
3.137253190E-1,-2.596177161E-1,-2.474004179E-1,1.502728462E-1
3.157400200E-1,-2.583959997E-1,-2.449569702E-1,1.508837193E-1
3.177237980E-1,-2.577851415E-1,-2.376265824E-1,1.478293836E-1
3.197376520E-1,-2.559525371E-1,-2.315179259E-1,1.453859210E-1
3.217215840E-1,-2.559525371E-1,-2.284636050E-1,1.447750628E-1
3.237358230E-1,-2.528982162E-1,-2.241875380E-1,1.423316002E-1
3.257197540E-1,-2.516764700E-1,-2.186897546E-1,1.398881376E-1
3.277339920E-1,-2.522873580E-1,-2.168571651E-1,1.386664063E-1
3.297176170E-1,-2.522873580E-1,-2.089159191E-1,1.386664063E-1
3.317318560E-1,-2.528982162E-1,-2.003637999E-1,1.374446750E-1
3.337151710E-1,-2.522873580E-1,-1.936442852E-1,1.380555481E-1
3.357291030E-1,-2.528982162E-1,-1.838704348E-1,1.380555481E-1
3.377128040E-1,-2.528982162E-1,-1.789835095E-1,1.374446750E-1
3.397275040E-1,-2.547308207E-1,-1.673770845E-1,1.362229437E-1
3.417414350E-1,-2.565633953E-1,-1.551597714E-1,1.350012124E-1
3.437247520E-1,-2.504547536E-1,-1.533271819E-1,1.356120855E-1
3.457389910E-1,-2.486221492E-1,-1.478293836E-1,1.307251602E-1
3.477236140E-1,-2.467895597E-1,-1.466076523E-1,1.301143020E-1
3.497371610E-1,-2.443460971E-1,-1.508837193E-1,1.252273768E-1
3.517199390E-1,-2.400700450E-1,-1.624901593E-1,1.246165112E-1
3.537347160E-1,-2.345722616E-1,-1.740965992E-1,1.203404516E-1
3.557186470E-1,-2.327396572E-1,-1.832595766E-1,1.172861308E-1
3.577318870E-1,-2.290744632E-1,-1.979203373E-1,1.117883399E-1
3.597162790E-1,-2.272418737E-1,-2.083050460E-1,1.075122803E-1
3.617307490E-1,-2.247984111E-1,-2.125810981E-1,1.062905490E-1
3.637143730E-1,-2.217440903E-1,-2.211332172E-1,1.014036313E-1
3.657282280E-1,-2.180788964E-1,-2.254092693E-1,9.957103431E-2
3.677439280E-1,-2.131919712E-1,-2.364048511E-1,9.529497474E-2
3.697263970E-1,-2.028072625E-1,-2.504547536E-1,9.285151958E-2
3.717403290E-1,-2.028072625E-1,-2.571742535E-1,9.040805697E-2
3.737234140E-1,-1.979203373E-1,-2.706133127E-1,8.429940045E-2
3.757378070E-1,-1.930334121E-1,-2.852740586E-1,8.063421398E-2
3.777215080E-1,-1.924225539E-1,-2.895501256E-1,7.574728876E-2
3.797353620E-1,-1.912008226E-1,-3.017674387E-1,7.024950534E-2
3.817202940E-1,-1.893682331E-1,-3.145956099E-1,6.841690838E-2
3.837341480E-1,-1.881465018E-1,-3.176499307E-1,6.597344577E-2
3.857184640E-1,-1.850921661E-1,-3.249803185E-1,6.475171447E-2
3.877320880E-1,-1.844813079E-1,-3.292563558E-1,5.925392732E-2
3.897145570E-1,-1.850921661E-1,-3.304781020E-1,6.047565863E-2
3.917284120E-1,-1.826487035E-1,-3.335324228E-1,5.925392732E-2
3.937428820E-1,-1.820378453E-1,-3.347541690E-1,5.864306539E-2
3.957271210E-1,-1.838704348E-1,-3.335324228E-1,5.925392732E-2
3.977412840E-1,-1.820378453E-1,-3.329215646E-1,6.169738993E-2
3.997241380E-1,-1.838704348E-1,-3.292563558E-1,6.047565863E-2
4.017391460E-1,-1.850921661E-1,-3.286454976E-1,6.047565863E-2
4.037226150E-1,-1.844813079E-1,-3.200933933E-1,5.864306539E-2
4.057364710E-1,-1.869247705E-1,-3.176499307E-1,5.864306539E-2
4.077210940E-1,-1.905899495E-1,-3.072652221E-1,6.230825558E-2
4.097346400E-1,-1.918116808E-1,-2.993239760E-1,6.536258012E-2
4.117198020E-1,-1.942551434E-1,-2.932153046E-1,6.719517708E-2
4.137330420E-1,-1.948660165E-1,-2.846632004E-1,7.086037099E-2
4.157158190E-1,-1.985312104E-1,-2.730567753E-1,7.452555746E-2
4.177300580E-1,-1.997529417E-1,-2.675589919E-1,7.635815442E-2
4.197136820E-1,-2.028072625E-1,-2.602286041E-1,7.941248268E-2
4.217282290E-1,-2.040289938E-1,-2.535090744E-1,8.246681094E-2
4.237426210E-1,-2.052507252E-1,-2.486221492E-1,8.613199741E-2
4.257263220E-1,-2.040289938E-1,-2.486221492E-1,8.979719132E-2
4.277414850E-1,-2.052507252E-1,-2.455678284E-1,9.285151958E-2
4.297236470E-1,-2.076941878E-1,-2.455678284E-1,9.285151958E-2
4.317381160E-1,-2.101376504E-1,-2.443460971E-1,1.001819000E-1
4.337223560E-1,-2.113593817E-1,-2.467895597E-1,9.957103431E-2
4.357359020E-1,-2.119702399E-1,-2.516764700E-1,1.038470939E-1
4.377184490E-1,-2.107485086E-1,-2.547308207E-1,1.087340117E-1
4.397343810E-1,-2.095267773E-1,-2.565633953E-1,1.087340117E-1
4.417177730E-1,-2.064724565E-1,-2.626720667E-1,1.111774743E-1
4.437316280E-1,-2.089159191E-1,-2.675589919E-1,1.123992056E-1
