"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780662289605690E9,"2026-06-05 2:24:49.606 UTC+02:00"
"PAUSE",3.939103920833440E1,1.780662328996379E9,"2026-06-05 2:25:28.996 UTC+02:00"
