"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.840333340E-3,1.860415563E-2,-1.094575040E-2,6.082382984E-3
1.977933335E-2,2.515018918E-2,-1.554073207E-2,3.941125236E-3
2.971833333E-2,3.852351755E-2,-1.425549015E-2,-1.279045083E-2
3.965733334E-2,4.269998521E-2,-1.149614342E-2,-1.505394839E-2
4.959633335E-2,4.362570494E-2,-1.254702639E-2,-4.072138108E-3
5.953533333E-2,4.185374454E-2,-1.072204113E-2,7.822491229E-3
6.947433334E-2,4.285429418E-2,-1.304218732E-2,1.877553947E-2
7.941333333E-2,4.248532653E-2,-1.394181326E-2,1.958620921E-2
8.935233334E-2,4.412530363E-2,-1.517166011E-2,2.036571689E-2
9.929133335E-2,4.629839584E-2,-1.133074053E-2,1.694545895E-2
1.092303333E-1,4.151482508E-2,-8.790351450E-3,1.968238875E-2
1.191693333E-1,4.092282802E-2,-3.617907409E-3,2.149698697E-2
1.291083333E-1,4.268530756E-2,3.400826827E-4,1.952784508E-2
1.390473333E-1,3.828390688E-2,1.714415848E-3,1.652855799E-2
1.489863333E-1,3.617309034E-2,3.789816983E-3,1.759488694E-2
1.589253334E-1,3.728259355E-2,4.897085950E-3,1.523387991E-2
1.688643333E-1,3.343539312E-2,1.203814521E-3,1.500298362E-2
1.788033333E-1,3.276462480E-2,-6.485972553E-4,1.011326537E-2
1.887413333E-1,2.817386575E-2,-4.093662370E-3,6.721197162E-3
1.986803333E-1,2.491609752E-2,-5.050807260E-3,6.642635912E-3
2.086193333E-1,2.708497457E-2,-1.517960802E-2,1.046666875E-2
2.185583333E-1,2.568974532E-2,-2.483196929E-2,1.265578717E-2
2.284973333E-1,2.524473146E-2,-3.655307367E-2,1.541668642E-2
2.384363333E-1,2.470272966E-2,-3.610235825E-2,1.518210210E-2
2.483753334E-1,2.570860460E-2,-3.366636485E-2,1.536719222E-2
2.583143333E-1,2.325157262E-2,-2.298841998E-2,1.693206653E-2
2.682533333E-1,2.691741474E-2,-1.542451046E-2,1.403481327E-2
2.781923333E-1,2.907039598E-2,-6.679403596E-3,1.200932264E-2
2.881313333E-1,2.628845721E-2,-5.330512300E-3,7.967975922E-3
2.980703333E-1,2.484770305E-2,-7.153216284E-3,-5.663139746E-4
3.080093333E-1,2.445302159E-2,-1.232587360E-2,-3.813506104E-3
3.179483333E-1,1.646350697E-2,-2.412360534E-2,-7.843019441E-3
3.278873333E-1,1.805767417E-2,-3.251709044E-2,-9.203363210E-3
3.378263333E-1,1.358244941E-2,-3.751679882E-2,-6.646689028E-3
3.477653333E-1,1.233422570E-2,-3.498306870E-2,-9.665114805E-3
3.577043333E-1,1.152345724E-2,-3.089521453E-2,-8.469663560E-3
3.676433333E-1,1.166860014E-2,-1.927291229E-2,-7.962863892E-3
3.775823333E-1,1.388407685E-2,-1.079163235E-2,-6.627932191E-3
3.875213334E-1,1.570647769E-2,-1.894011162E-3,-4.965054803E-3
3.974603333E-1,1.298838016E-2,5.244331434E-3,-5.829252303E-3
4.073993333E-1,1.598257199E-2,7.469934411E-3,-7.839938626E-3
4.173383333E-1,1.479272172E-2,1.602602936E-2,-1.074921526E-2
4.272773333E-1,1.748091727E-2,1.660420187E-2,-1.293034479E-2
4.372163333E-1,1.692713611E-2,2.136521228E-2,-1.436167955E-2
4.471553333E-1,1.860652491E-2,1.400077343E-2,-1.778757013E-2
4.570943333E-1,1.522982121E-2,1.138419844E-3,-1.742442697E-2
4.670333333E-1,1.283537317E-2,-1.099893637E-2,-1.360332407E-2
4.769723333E-1,1.004303992E-2,-2.732558735E-2,-1.026128791E-2
4.869113333E-1,7.548722904E-3,-4.632031545E-2,-7.619697601E-3
4.968503334E-1,9.068990126E-3,-5.874606594E-2,-5.515342578E-3
5.067893333E-1,7.302515209E-3,-6.875449419E-2,-4.526777193E-3
5.167283333E-1,9.671596810E-3,-7.013679296E-2,-2.938769758E-3
5.266673333E-1,1.362985373E-2,-6.717669219E-2,-6.044814363E-3
5.366062083E-1,1.555661857E-2,-5.865609646E-2,-6.086546928E-4
5.465452083E-1,2.482894622E-2,-5.078219622E-2,1.164161973E-2
5.564842083E-1,2.701060846E-2,-4.310696572E-2,2.497819811E-2
5.664232083E-1,2.975171432E-2,-4.085673392E-2,3.449556977E-2
5.763622083E-1,3.290950134E-2,-3.668462858E-2,3.875902295E-2
5.863012083E-1,3.336143866E-2,-3.502627835E-2,3.954785317E-2
5.962402083E-1,3.552205116E-2,-2.846886590E-2,3.522969782E-2
6.061792083E-1,3.654257953E-2,-2.550263703E-2,3.689310700E-2
6.161182083E-1,3.942300379E-2,-2.101803198E-2,3.791553527E-2
6.260572083E-1,3.777610511E-2,-1.843529940E-2,3.693415970E-2
6.359962084E-1,3.360490873E-2,-1.286954526E-2,3.296098113E-2
6.459352083E-1,3.200301901E-2,-3.962336574E-3,2.760776319E-2
6.558742083E-1,3.070214018E-2,9.253327735E-3,2.512676641E-2
6.658132083E-1,2.891116403E-2,2.309058234E-2,2.217278630E-2
6.757522083E-1,2.645450830E-2,3.437644616E-2,2.095001563E-2
6.856902083E-1,2.609498054E-2,4.695029557E-2,2.050713263E-2
6.956302083E-1,2.406449988E-2,5.382351205E-2,2.101635933E-2
7.055692083E-1,2.329857461E-2,5.020534247E-2,2.304781973E-2
7.155072083E-1,2.327723615E-2,4.352886975E-2,2.454090305E-2
7.254462084E-1,2.530017309E-2,3.150043637E-2,2.426366881E-2
7.353852083E-1,2.661918849E-2,1.966838725E-2,2.655695565E-2
7.453242083E-1,2.929007262E-2,1.304350793E-2,2.656494454E-2
7.552632083E-1,3.166427836E-2,9.067675099E-3,3.102360852E-2
7.652022083E-1,4.101037979E-2,6.458310410E-3,3.630199283E-2
7.751412083E-1,4.111802951E-2,5.285751075E-3,3.950463980E-2
7.850802083E-1,4.328238219E-2,-3.105603158E-3,4.514015466E-2
7.950192083E-1,4.656347632E-2,-1.598323509E-2,5.054941028E-2
8.049582083E-1,4.983064160E-2,-3.066817299E-2,5.622087792E-2
8.148972083E-1,4.854676500E-2,-4.278642684E-2,6.072629988E-2
8.248362083E-1,4.683994502E-2,-4.937988147E-2,6.155853719E-2
8.347752084E-1,4.814808443E-2,-4.609842226E-2,6.229212880E-2
8.447142083E-1,4.857712239E-2,-3.927513957E-2,6.373795867E-2
8.546532083E-1,4.478863999E-2,-3.839232400E-2,6.507999450E-2
8.645922084E-1,3.696933016E-2,-3.402953595E-2,6.212148815E-2
8.745312083E-1,2.912348323E-2,-3.931515291E-2,5.639763921E-2
8.844702083E-1,2.676631883E-2,-3.660751879E-2,4.244347289E-2
8.944092083E-1,2.244150452E-2,-3.322575614E-2,3.681792319E-2
9.043482083E-1,1.509490795E-2,-2.803152800E-2,3.043219820E-2
9.142872083E-1,1.002069563E-2,-1.117234491E-2,2.726082690E-2
9.242262083E-1,5.611831788E-3,7.825314999E-3,2.561392821E-2
9.341652083E-1,-1.185941510E-3,1.758848131E-2,2.750390396E-2
9.441042083E-1,-5.206842907E-4,2.560300007E-2,2.396456338E-2
9.540432083E-1,-2.996250521E-3,2.795742080E-2,3.128761053E-2
9.639822083E-1,-8.734563366E-3,2.632809803E-2,3.131610900E-2
9.739212084E-1,-6.954506505E-3,2.605912089E-2,3.361574560E-2
9.838602083E-1,-8.886096999E-3,2.388890833E-2,3.534280509E-2
9.937992083E-1,-5.662905984E-3,2.927469462E-2,3.533866256E-2
1.003738208E0,-5.316960625E-3,2.923315018E-2,3.155803680E-2
1.013677208E0,-4.599516280E-3,3.204956651E-2,2.927680686E-2
1.023616208E0,2.135085408E-3,2.385342307E-2,2.603520639E-2
1.033555208E0,6.649833638E-3,1.617507637E-2,2.033828571E-2
1.043494208E0,1.246644370E-2,6.644422188E-3,1.279781200E-2
1.053433208E0,1.799145341E-2,-9.154761210E-5,7.420431823E-3
1.063372208E0,2.148392424E-2,-3.035405651E-3,2.060820349E-3
1.073311208E0,2.247951180E-2,-1.102244575E-2,2.767544705E-3
1.083250208E0,2.695761621E-2,-1.807289943E-2,3.659703769E-3
1.093189208E0,2.469266951E-2,-2.552025765E-2,4.070256837E-3
1.103128208E0,3.197002038E-2,-2.790991217E-2,1.141578890E-3
1.113067208E0,2.766551077E-2,-2.623458207E-2,-4.778481089E-3
1.123006208E0,3.053453378E-2,-3.224773332E-2,-1.755793579E-3
1.132945208E0,3.156140074E-2,-3.303219378E-2,1.781458035E-3
1.142884208E0,3.608983755E-2,-3.567138314E-2,3.351124935E-3
1.152823208E0,4.395147786E-2,-3.396505862E-2,4.414182622E-3
1.162762208E0,4.125582427E-2,-3.481300920E-2,2.575802617E-3
1.172701208E0,4.022576660E-2,-4.344114289E-2,5.549559370E-3
1.182640208E0,4.166068137E-2,-5.529167503E-2,9.561385959E-4
1.192579208E0,4.157703370E-2,-6.373102218E-2,-6.126491353E-4
1.202517208E0,4.067075998E-2,-6.367535889E-2,-3.021745011E-3
1.212456208E0,3.582282364E-2,-6.006775796E-2,-4.971865565E-3
