"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.879153000E-3,-3.114856482E0,-5.841852427E-1,9.236829758E0
7.923846000E-3,-3.107673883E0,-5.985504389E-1,9.251194954E0
1.002969200E-2,-3.119644880E0,-5.793967843E-1,9.270348549E0
1.201276900E-2,-3.117250681E0,-5.817909837E-1,9.284713745E0
1.402753800E-2,-3.117250681E0,-5.817909837E-1,9.299078941E0
1.601215400E-2,-3.105279684E0,-5.793967843E-1,9.301473618E0
1.802507800E-2,-3.090914488E0,-5.698199868E-1,9.282320023E0
2.000900100E-2,-3.078943491E0,-5.482721925E-1,9.282320023E0
2.202284700E-2,-3.076549292E0,-5.434837937E-1,9.291896820E0
2.400661600E-2,-3.074155092E0,-5.458779931E-1,9.291896820E0
2.602077000E-2,-3.038241863E0,-5.578489900E-1,9.296685219E0
2.800469400E-2,-3.031059265E0,-5.506663918E-1,9.299078941E0
3.001830900E-2,-3.062183857E0,-5.291185975E-1,9.313444138E0
3.200254000E-2,-3.076549292E0,-5.243301988E-1,9.334992409E0
3.401646300E-2,-3.071760893E0,-5.195417404E-1,9.332598686E0
3.603184800E-2,-3.050212860E0,-5.315127969E-1,9.308655739E0
3.801461700E-2,-3.050212860E0,-5.458779931E-1,9.241618156E0
4.002784900E-2,-3.050212860E0,-5.482721925E-1,9.232041359E0
4.201154100E-2,-3.062183857E0,-5.482721925E-1,9.222464561E0
4.402600300E-2,-3.062183857E0,-5.291185975E-1,9.248801231E0
4.600969500E-2,-3.055001259E0,-5.243301988E-1,9.270348549E0
4.802346400E-2,-3.035847664E0,-5.267243981E-1,9.306262016E0
5.000754100E-2,-3.031059265E0,-5.267243981E-1,9.308655739E0
5.202192700E-2,-2.999934673E0,-5.458779931E-1,9.284713745E0
5.400569600E-2,-2.975992680E0,-5.650315881E-1,9.253589630E0
5.602169600E-2,-2.985569477E0,-5.674257874E-1,9.239224434E0
5.800223500E-2,-2.990357876E0,-5.674257874E-1,9.239224434E0
6.001677300E-2,-3.014299870E0,-5.674257874E-1,9.227252960E0
6.203177300E-2,-3.019088268E0,-5.626373887E-1,9.234436035E0
6.401515900E-2,-3.040636063E0,-5.434837937E-1,9.258378029E0
6.602846600E-2,-3.066972494E0,-5.530605912E-1,9.270348549E0
6.801246600E-2,-3.074155092E0,-5.434837937E-1,9.279925346E0
7.002692800E-2,-3.110068083E0,-5.267243981E-1,9.282320023E0
7.201123600E-2,-3.129221678E0,-5.339069963E-1,9.284713745E0
7.402569700E-2,-3.141192675E0,-5.458779931E-1,9.279925346E0
7.600992900E-2,-3.157952070E0,-5.434837937E-1,9.258378029E0
7.802262100E-2,-3.169923067E0,-5.602431893E-1,9.253589630E0
8.000623700E-2,-3.196259260E0,-5.722141862E-1,9.251194954E0
8.201985200E-2,-3.217807055E0,-5.865794420E-1,9.236829758E0
8.400377500E-2,-3.239354849E0,-5.817909837E-1,9.224859238E0
8.601854400E-2,-3.256114244E0,-5.506663918E-1,9.232041359E0
8.800162200E-2,-3.289633036E0,-5.530605912E-1,9.224859238E0
9.001577600E-2,-3.306392431E0,-5.578489900E-1,9.222464561E0
9.202631500E-2,-3.313575268E0,-5.506663918E-1,9.205705643E0
9.401331500E-2,-3.354276657E0,-5.578489900E-1,9.184157372E0
9.602931500E-2,-3.363853455E0,-5.602431893E-1,9.181763649E0
9.801216100E-2,-3.366247654E0,-5.602431893E-1,9.160215378E0
1.000260080E-1,-3.351882458E0,-5.506663918E-1,9.155426979E0
1.020090080E-1,-3.351882458E0,-5.458779931E-1,9.165003777E0
1.040234690E-1,-3.359065056E0,-5.386953950E-1,9.188945770E0
1.060075460E-1,-3.373430252E0,-5.339069963E-1,9.217676163E0
1.080210850E-1,-3.373430252E0,-5.482721925E-1,9.222464561E0
1.100047000E-1,-3.373430252E0,-5.578489900E-1,9.224859238E0
1.120195470E-1,-3.371036053E0,-5.386953950E-1,9.232041359E0
1.140025470E-1,-3.378218651E0,-5.410895944E-1,9.234436035E0
1.160176240E-1,-3.351882458E0,-5.554547906E-1,9.251194954E0
1.180013940E-1,-3.347094059E0,-5.602431893E-1,9.255983353E0
1.200143170E-1,-3.368641853E0,-5.722141862E-1,9.279925346E0
1.220290100E-1,-3.371036053E0,-5.602431893E-1,9.308655739E0
1.240130100E-1,-3.363853455E0,-5.698199868E-1,9.313444138E0
1.260268560E-1,-3.342305660E0,-5.793967843E-1,9.327810287E0
1.280097020E-1,-3.330334663E0,-5.889736414E-1,9.337387085E0
1.300247790E-1,-3.332728863E0,-5.889736414E-1,9.337387085E0
1.320081640E-1,-3.311181068E0,-5.937620401E-1,9.346963882E0
1.340217030E-1,-3.313575268E0,-6.177040339E-1,9.334992409E0
1.360043960E-1,-3.318363667E0,-6.105214357E-1,9.337387085E0
1.380164720E-1,-3.315969467E0,-5.961562395E-1,9.339780807E0
