"event","experiment time","system time","system time text"
"START",0.000000000E0,1781034781.539,"2026-06-09 21:53:01.539 UTC+02:00"
"PAUSE",3.831653354E1,1781034819.855,"2026-06-09 21:53:39.855 UTC+02:00"
