"event","experiment time","system time","system time text"
"START",0.000000000E0,1781033228.458,"2026-06-09 21:27:08.458 UTC+02:00"
"PAUSE",3.719686469E1,1781033265.655,"2026-06-09 21:27:45.655 UTC+02:00"
