"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.281333320E-3,-3.853740543E-2,-1.448665261E-1,-2.872697264E-2
1.222133334E-2,-5.143216997E-2,-5.085054785E-2,-2.317614481E-2
2.216133333E-2,-5.065593496E-2,-1.646829583E-2,-1.960773766E-2
3.210133335E-2,-4.740794376E-2,-4.541472346E-2,-1.556266379E-2
4.204033333E-2,-3.754096106E-2,-8.426553756E-2,-1.285645086E-2
5.198033334E-2,-2.747953869E-2,-1.080944389E-1,-1.283727679E-2
6.192033333E-2,-1.722901314E-2,-1.037850305E-1,-1.455859374E-2
7.186033332E-2,-1.776990108E-2,-6.891226768E-2,-1.468189713E-2
8.180033334E-2,-2.110339887E-2,-1.705187932E-2,-7.705631666E-3
9.174033333E-2,-1.889883354E-2,3.389625251E-2,-2.136962488E-3
1.016793333E-1,-2.148260549E-2,6.017934531E-2,2.301484346E-4
1.116193333E-1,-1.734378561E-2,6.494134665E-2,2.815278713E-3
1.215593333E-1,-8.969642222E-3,4.877763242E-2,2.036772668E-3
1.314993333E-1,-5.254531745E-3,2.773173340E-2,8.886689320E-3
1.414393333E-1,-1.486792695E-3,1.397562958E-2,1.501229033E-2
1.513783333E-1,-9.091529064E-4,1.178038679E-2,1.340959966E-2
1.613183333E-1,-4.031682853E-3,2.347255498E-2,1.782628149E-2
1.712583333E-1,-6.593644153E-3,3.930344805E-2,1.927211136E-2
1.811983333E-1,-1.044340804E-2,5.419378728E-2,2.474803850E-2
1.911383333E-1,-4.192169290E-3,6.134783477E-2,2.473392338E-2
2.010783333E-1,-3.833680879E-3,7.078909874E-2,2.905792557E-2
2.110175000E-1,-6.959442981E-4,7.225570083E-2,3.153280169E-2
2.209575000E-1,5.276672542E-3,7.297404855E-2,3.817054257E-2
2.308975000E-1,6.746470928E-3,7.004110515E-2,4.060041159E-2
2.408375000E-1,4.546616226E-3,7.630348951E-2,4.400731996E-2
2.507775000E-1,6.488593295E-3,8.411001414E-2,4.252260923E-2
2.607165000E-1,7.863529027E-3,8.946476877E-2,3.991307691E-2
2.706565000E-1,5.045637954E-3,9.383688122E-2,3.043568507E-2
2.805965000E-1,1.648009755E-3,8.809742332E-2,1.854069158E-2
2.905365000E-1,1.962529030E-3,7.616992295E-2,1.429401524E-2
3.004765000E-1,3.249572124E-3,5.910491571E-2,5.625050981E-3
3.104155000E-1,3.394447966E-3,4.367083311E-2,-2.338066697E-3
3.203555000E-1,4.952386953E-3,2.810391597E-2,-2.045860514E-3
3.302955000E-1,5.986758508E-3,1.266104542E-2,1.220506616E-3
3.402355000E-1,8.899330162E-3,2.828491852E-3,3.396280110E-3
3.501755000E-1,9.050332010E-3,-1.080229878E-3,1.028641034E-2
3.601155000E-1,1.280520856E-2,1.086164173E-2,1.783355698E-2
3.700545000E-1,1.535997819E-2,2.534124628E-2,2.838952839E-2
3.799945000E-1,2.250717580E-2,5.057948455E-2,4.128040373E-2
3.899345000E-1,3.100558743E-2,9.000571817E-2,5.309498310E-2
3.998745000E-1,4.046184197E-2,1.324726790E-1,7.145035267E-2
4.098145000E-1,4.377854243E-2,1.863327175E-1,8.923068643E-2
