"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.301833314E-3,1.808873191E-2,-1.873003542E-1,-1.060775481E-3
1.924183333E-2,1.866338216E-2,-1.517811567E-1,-1.854457892E-3
2.918183332E-2,2.223654650E-2,-8.879765868E-2,-1.458862983E-2
3.912183331E-2,1.999181509E-2,-1.525050495E-3,-1.654916257E-2
4.906183333E-2,2.207786962E-2,6.933394074E-2,-1.848514192E-3
5.900183332E-2,2.562092803E-2,1.022741795E-1,1.659348421E-2
6.894183333E-2,3.062687255E-2,9.132991731E-2,2.647221275E-2
7.888183332E-2,3.397776559E-2,6.151068583E-2,2.334409393E-2
8.882183331E-2,3.870913759E-2,2.554656193E-2,1.923217252E-2
9.876145833E-2,4.026979953E-2,-2.306818776E-2,1.139881462E-2
1.087014583E-1,4.383870214E-2,-7.030973583E-2,8.594771847E-3
1.186414583E-1,4.229481891E-2,-1.099348366E-1,7.949424908E-3
1.285814583E-1,4.014750943E-2,-1.309804618E-1,7.048743777E-3
1.385214583E-1,3.911200538E-2,-1.339099556E-1,8.614613675E-3
1.484614583E-1,3.932958469E-2,-1.231097877E-1,8.300626650E-3
1.584014583E-1,3.940012306E-2,-9.560801089E-2,4.106720444E-3
1.683414583E-1,3.941184282E-2,-6.564691663E-2,4.998346791E-3
1.782814583E-1,3.946366161E-2,-4.001548141E-2,5.041582510E-3
1.882214583E-1,4.571942613E-2,-1.838688180E-2,3.321180586E-3
1.981614583E-1,4.576817155E-2,-8.373958059E-3,4.453170113E-3
2.081014583E-1,4.945744574E-2,-6.548361853E-3,7.729124278E-3
2.180414583E-1,5.412097648E-2,-9.420545772E-3,7.483916357E-3
2.279814583E-1,6.433419883E-2,-1.765104569E-2,9.455188178E-3
2.379214583E-1,6.773268431E-2,-3.122169897E-2,1.419731323E-2
2.478614583E-1,7.833206654E-2,-3.763938695E-2,2.578286268E-2
2.578014583E-1,8.694028854E-2,-4.277418181E-2,3.392260149E-2
2.677414583E-1,9.253638983E-2,-4.624934122E-2,2.917897701E-2
2.776814583E-1,9.821509570E-2,-4.026811197E-2,2.378894389E-2
2.876214583E-1,1.004422978E-1,-2.693765983E-2,1.716592908E-2
2.975614583E-1,9.973186255E-2,-3.179833293E-3,2.231599949E-2
3.075014583E-1,9.877259284E-2,2.282060683E-2,2.127550170E-2
3.174404583E-1,1.020004004E-1,4.560653120E-2,2.608416975E-2
3.273804583E-1,1.000541598E-1,5.979532003E-2,2.230674215E-2
3.373204583E-1,9.321203083E-2,6.990204006E-2,7.783260196E-3
3.472604583E-1,9.000026435E-2,7.694823295E-2,-1.087777596E-2
3.572004583E-1,8.536240458E-2,7.212831825E-2,-3.803472221E-2
3.671404583E-1,7.815721631E-2,6.309221685E-2,-5.836369470E-2
3.770804583E-1,6.952362508E-2,5.154812708E-2,-7.804176956E-2
3.870204583E-1,6.210512295E-2,4.096285999E-2,-9.565617889E-2
3.969604583E-1,6.180984527E-2,3.967659920E-2,-1.162187979E-1
4.069004583E-1,5.713919550E-2,4.717872664E-2,-1.302041113E-1
4.168404583E-1,5.412588269E-2,5.528820306E-2,-1.397690326E-1
4.267804583E-1,4.528019205E-2,7.416708767E-2,-1.493111402E-1
4.367204583E-1,3.711362928E-2,9.717427939E-2,-1.559877098E-1
4.466604583E-1,3.262034059E-2,1.259372085E-1,-1.638685316E-1
4.566004583E-1,2.959858812E-2,1.490692198E-1,-1.690429151E-1
4.665404583E-1,2.970751189E-2,1.711902469E-1,-1.733423173E-1
4.764804583E-1,2.991536818E-2,1.818854362E-1,-1.756945699E-1
4.864204583E-1,3.307520971E-2,1.953011006E-1,-1.803316623E-1
4.963604583E-1,3.525055945E-2,2.017029822E-1,-1.810273379E-1
5.063004583E-1,4.178622365E-2,2.116541415E-1,-1.815131009E-1
5.162404583E-1,4.730781168E-2,2.155041695E-1,-1.845241338E-1
5.261794583E-1,5.187886208E-2,2.207721770E-1,-1.854716837E-1
5.361194583E-1,5.536150187E-2,2.241725177E-1,-1.792784184E-1
5.460594583E-1,5.695966631E-2,2.132226676E-1,-1.680598557E-1
5.559994583E-1,5.652429536E-2,2.079582810E-1,-1.551643312E-1
5.659394583E-1,5.001446605E-2,2.067377567E-1,-1.464520693E-1
5.758794583E-1,3.685365617E-2,2.062386870E-1,-1.344175041E-1
5.858194583E-1,2.078733966E-2,1.973786056E-1,-1.258306801E-1
5.957594583E-1,9.358354844E-3,1.810582131E-1,-1.177158654E-1
6.056994583E-1,-1.171816699E-2,1.694010347E-1,-1.093261093E-1
6.156394583E-1,-2.578452975E-2,1.534240246E-1,-1.050199792E-1
6.255794583E-1,-4.407671839E-2,1.286715418E-1,-1.061771214E-1
6.355194583E-1,-5.612829700E-2,9.865558892E-2,-1.083907485E-1
6.454594583E-1,-6.938178837E-2,7.049878687E-2,-1.041824222E-1
6.553994583E-1,-7.548693568E-2,4.211568460E-2,-1.051678061E-1
6.653394583E-1,-7.736952603E-2,1.631817780E-2,-1.087175310E-1
6.752794583E-1,-7.786437124E-2,-6.365575362E-3,-1.127384827E-1
6.852194583E-1,-7.812776417E-2,-2.238475531E-2,-1.173659861E-1
6.951594583E-1,-7.128472626E-2,-2.844022959E-2,-1.162271351E-1
7.050994583E-1,-6.858853996E-2,-2.049681917E-2,-1.142947450E-1
7.150394583E-1,-6.719468534E-2,1.341089606E-3,-1.041318178E-1
7.249794583E-1,-6.502633542E-2,3.212403506E-2,-9.344907850E-2
7.349184583E-1,-6.549715251E-2,7.159182429E-2,-8.309179544E-2
7.448584583E-1,-6.079721078E-2,1.058682948E-1,-7.232490182E-2
7.547984583E-1,-5.832040682E-2,1.290823072E-1,-5.445556343E-2
7.647384583E-1,-5.737924203E-2,1.403187215E-1,-4.345643893E-2
7.746784583E-1,-5.836278945E-2,1.480579823E-1,-3.418593854E-2
