"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780538419854144E9,"2026-06-04 4:00:19.854 UTC+02:00"
"PAUSE",3.447666979166752E1,1.780538454330913E9,"2026-06-04 4:00:54.331 UTC+02:00"
