"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780657193058031E9,"2026-06-05 12:59:53.058 UTC+02:00"
"PAUSE",3.546801358333323E1,1.780657228526060E9,"2026-06-05 1:00:28.526 UTC+02:00"
