"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.682500000E-3,1.241523698E-1,1.554174423E-1,6.887270510E-2
1.967750000E-2,1.341357678E-1,3.943145648E-2,5.318988487E-2
2.967150000E-2,1.506044865E-1,-5.115110427E-2,3.153383359E-2
3.966650000E-2,1.653653234E-1,-9.223995358E-2,2.152220905E-2
4.966150000E-2,1.820816994E-1,-7.191427797E-2,2.526691742E-2
5.965650000E-2,1.929146498E-1,-1.089060586E-2,4.062909633E-2
6.965150000E-2,2.000002563E-1,5.984588340E-2,5.331932381E-2
7.964550000E-2,2.071694881E-1,1.261567324E-1,6.171574071E-2
8.964050000E-2,2.137312293E-1,1.685492545E-1,6.108118221E-2
9.963550000E-2,2.136982083E-1,1.847519279E-1,5.297026038E-2
1.096305000E-1,2.122102976E-1,1.895642579E-1,4.112824798E-2
1.196245000E-1,2.101575285E-1,1.815667897E-1,2.550161630E-2
1.296195000E-1,2.118949741E-1,1.747666746E-1,8.138338104E-3
1.396145000E-1,2.128635794E-1,1.783153266E-1,-7.970591076E-3
1.496095000E-1,2.196807414E-1,1.986636817E-1,-2.851988003E-2
1.596035000E-1,2.363081872E-1,2.356707007E-1,-4.845763743E-2
1.695985000E-1,2.547769547E-1,2.854959965E-1,-7.249175757E-2
1.795935000E-1,2.809720635E-1,3.455385566E-1,-9.785064310E-2
1.895885000E-1,3.107406199E-1,4.008602500E-1,-1.250445843E-1
1.995825000E-1,3.402268589E-1,4.503492415E-1,-1.611477286E-1
2.095775000E-1,3.739424944E-1,4.877512157E-1,-2.047609836E-1
2.195725000E-1,4.111335278E-1,5.136150718E-1,-2.653814554E-1
2.295675000E-1,4.534133375E-1,5.336800814E-1,-3.351373374E-1
2.395615000E-1,5.121078491E-1,5.640318394E-1,-4.101442099E-1
2.495565000E-1,5.787007213E-1,6.025316119E-1,-4.926929176E-1
2.595515000E-1,6.621983051E-1,6.684541702E-1,-5.818123817E-1
2.695465000E-1,7.500966191E-1,7.589479089E-1,-6.840190887E-1
2.795405000E-1,8.350400329E-1,8.751666546E-1,-7.954500318E-1
2.895355000E-1,8.953875899E-1,1.023203850E0,-9.122973680E-1
2.995305000E-1,9.413388371E-1,1.210831285E0,-1.027656674E0
