"event","experiment time","system time","system time text"
"START",0.000000000E0,1780771320.773,"2026-06-06 20:42:00.773 UTC+02:00"
"PAUSE",3.590320423E1,1780771356.676,"2026-06-06 20:42:36.676 UTC+02:00"
