"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780664851137593E9,"2026-06-05 3:07:31.138 UTC+02:00"
"PAUSE",4.006448312499560E1,1.780664891203277E9,"2026-06-05 3:08:11.203 UTC+02:00"
