"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536530164836E9,"2026-06-04 3:28:50.165 UTC+02:00"
"PAUSE",3.364199804166492E1,1.780536563806604E9,"2026-06-04 3:29:23.807 UTC+02:00"
