"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.269078000E-2,8.021831512E-3,2.637863159E-3,-5.004692078E-2
2.068678900E-2,5.028104782E-2,-2.861106396E-2,3.349304199E-3
2.868195100E-2,1.021137238E-1,-3.831064701E-2,4.957485199E-2
3.667788300E-2,1.074973345E-1,-7.843935490E-2,8.565330505E-2
4.467396900E-2,6.595408916E-2,-4.982727766E-2,6.726932526E-2
5.266959200E-2,-1.495742798E-2,4.439353943E-3,7.677078247E-2
6.069575500E-2,-6.154024601E-2,2.935665846E-2,3.238582611E-2
6.869153300E-2,-7.619941235E-2,4.591435194E-2,2.662563324E-2
7.668692700E-2,-6.717455387E-2,6.255552173E-2,3.949546814E-2
8.468293500E-2,-4.847490788E-2,7.025194168E-2,3.756427765E-2
9.267771300E-2,-5.416619778E-2,7.436415553E-2,4.042911530E-2
1.006742610E-1,-6.974720955E-2,5.602729321E-2,6.286907196E-2
1.086684230E-1,-8.466696739E-2,4.560282826E-2,6.669807434E-2
1.166648160E-1,-7.655787468E-2,2.743005753E-2,4.866790771E-2
1.246909790E-1,-5.121886730E-2,3.711056709E-2,5.450820923E-2
1.326860650E-1,-6.218290329E-2,3.916135430E-2,4.708385468E-2
1.406835350E-1,-5.260288715E-2,4.311859608E-3,5.871868134E-2
1.486774670E-1,-6.397378445E-2,-9.256601334E-4,4.403686523E-2
1.566730910E-1,-3.301382065E-3,2.637666464E-2,3.320121765E-2
1.646694840E-1,1.728725433E-2,-7.666051388E-3,7.372093201E-2
1.726949540E-1,3.962647915E-2,1.985311508E-3,9.343624115E-2
1.806919630E-1,4.129302502E-2,1.598820090E-2,1.076660156E-1
1.886866650E-1,2.702748775E-2,9.450554848E-3,9.117412567E-2
1.966817500E-1,1.173496246E-2,-5.203247070E-3,5.749225616E-2
2.046781430E-1,8.818030357E-3,-1.473549008E-2,5.022716522E-2
2.126725370E-1,-3.669977188E-3,-1.945561171E-2,5.972290039E-2
2.206700830E-1,-4.025495052E-2,-3.960728645E-5,6.680774689E-2
2.286944000E-1,-3.623116016E-2,-1.665011048E-2,4.753780365E-2
2.366907940E-1,-3.957259655E-2,-9.732097387E-3,4.436111450E-2
2.446868030E-1,-5.736017227E-2,-1.180872321E-2,5.857372284E-2
2.526815030E-1,-6.909132004E-2,-9.878933430E-3,9.696483612E-2
2.606778200E-1,-2.992928028E-2,9.004861116E-3,2.726745605E-2
2.686732130E-1,-1.836299896E-2,3.464755416E-2,4.183769226E-3
2.766686830E-1,3.482031822E-2,5.755215883E-3,2.301979065E-2
2.846960000E-1,6.833076477E-2,-8.875429630E-3,5.417156219E-2
2.926899320E-1,8.839821815E-2,4.015564919E-4,5.197334290E-2
3.006861720E-1,1.074302197E-1,2.142161131E-3,7.077789307E-2
3.086821800E-1,1.223644018E-1,2.315580845E-3,7.805919647E-2
3.166770350E-1,7.805228233E-2,-1.667746902E-2,1.093797684E-1
3.246733510E-1,2.212870121E-2,-1.660376787E-2,1.144180298E-1
3.326686680E-1,3.092002869E-2,-1.388788223E-4,1.146621704E-1
3.406957530E-1,-1.547968388E-2,8.874088526E-3,4.065322876E-2
3.486896850E-1,-6.784915924E-3,1.039382815E-2,4.325103760E-2
3.566853100E-1,-3.649497032E-2,2.615019679E-2,2.906703949E-2
3.646819330E-1,-5.454730988E-2,2.512258291E-2,-1.150512695E-2
3.726764800E-1,-7.507038116E-2,1.706618071E-2,-6.591796875E-3
3.806730280E-1,-8.360326290E-2,2.111315727E-2,7.257461548E-4
3.886684990E-1,-1.332441568E-1,2.311334014E-2,1.038742065E-2
3.966943530E-1,-1.425389051E-1,1.811212301E-2,2.718162537E-2
4.046915160E-1,-1.014628410E-1,-1.043307781E-2,5.358695984E-2
4.126848320E-1,-4.625773430E-2,-7.620066404E-3,1.063013077E-1
4.206823020E-1,-2.245080471E-2,-3.593936563E-2,1.015100479E-1
4.286762340E-1,2.756798267E-2,-4.755342007E-2,1.086664200E-1
4.366724740E-1,3.228938580E-2,-2.336663008E-2,1.254272461E-1
4.446688670E-1,4.640841484E-2,1.010203362E-2,1.110191345E-1
4.526937220E-1,3.884255886E-2,2.619683743E-3,2.954101562E-2
4.606912690E-1,8.010172844E-2,-1.210281253E-2,5.672454834E-3
4.686857400E-1,9.334516525E-2,2.373436093E-2,5.874633789E-3
4.766808240E-1,4.759371281E-2,3.585860133E-2,1.819705963E-2
4.846771410E-1,5.067098141E-2,3.370380402E-2,2.349376678E-2
4.926725350E-1,4.737639427E-2,7.673531771E-3,3.371524811E-2
5.006683130E-1,8.452177048E-3,-8.724570274E-3,5.356311798E-2
5.086929360E-1,-3.965139389E-3,-1.573804021E-2,8.061599731E-2
5.166892530E-1,-3.800237179E-2,-3.859668970E-3,9.806823730E-2
5.246858010E-1,-5.093085766E-2,5.358397961E-3,9.389114380E-2
5.326808860E-1,-8.883333206E-2,4.054260254E-2,6.319427490E-2
5.406768950E-1,-7.780814171E-2,5.411177874E-2,3.705978394E-2
5.486722880E-1,-1.159536839E-1,7.249373198E-2,2.029132843E-2
5.566677590E-1,-1.383423805E-1,5.279159546E-2,-6.208419800E-3
5.646941510E-1,-1.587451696E-1,2.271592617E-3,-3.515529633E-2
5.726896220E-1,-1.214002371E-1,3.504753113E-5,-4.180908203E-3
5.806864770E-1,-8.623445034E-2,-3.295445442E-2,-3.779888153E-2
5.886801020E-1,-1.648890972E-2,-8.209165931E-2,2.215957642E-2
5.966757250E-1,1.606369019E-2,-8.303034306E-2,3.443241119E-2
6.046727340E-1,3.736710548E-2,-5.989521742E-2,6.359004974E-2
6.126675120E-1,5.924415588E-2,-4.165291786E-2,9.044265747E-2
6.206948280E-1,5.746936798E-2,-4.755780101E-2,1.053638458E-1
6.286899140E-1,4.127645493E-2,-2.737051249E-2,7.717132568E-2
6.366850770E-1,1.767826080E-2,-2.682486176E-2,5.131435394E-2
6.446807780E-1,-3.413796425E-3,6.808876991E-3,3.503322601E-2
6.526755550E-1,-2.840280533E-3,4.732054472E-2,1.397037506E-2
6.606724870E-1,-1.427471638E-2,7.325732708E-2,-1.668453217E-2
6.686668810E-1,-3.517794609E-2,7.995820045E-2,-1.141166687E-2
6.766940430E-1,-7.339489460E-2,7.482999563E-2,2.250766754E-2
6.846899750E-1,-1.071845293E-1,5.059263110E-2,2.284908295E-2
6.926848300E-1,-1.099179983E-1,-4.526704550E-3,6.868171692E-2
7.006807620E-1,-1.037089825E-1,9.888410568E-3,7.610416412E-2
7.086764630E-1,-1.293884516E-1,-2.350610495E-2,6.664371490E-2
7.166710100E-1,-1.340152025E-1,-6.868180633E-2,6.429195404E-2
7.246678650E-1,-1.650776863E-1,-1.088440716E-1,7.629776001E-2
7.326934120E-1,-1.434264183E-1,-1.176998615E-1,7.155990601E-2
7.406894210E-1,-1.434499025E-1,-6.908950210E-2,5.483055115E-2
7.486842760E-1,-1.531482935E-1,-4.198572040E-2,2.850914001E-2
7.566799000E-1,-1.394727230E-1,-4.341304302E-4,4.040431976E-2
7.646762160E-1,-1.721239090E-1,-1.408532262E-2,4.018211365E-2
7.726706870E-1,-1.795045137E-1,-3.495779634E-2,7.090282440E-2
7.806676960E-1,-1.497005224E-1,-3.701299429E-2,5.832672119E-2
7.886932420E-1,-8.545637131E-2,-2.286401391E-2,5.505657196E-2
7.966882510E-1,-3.238475323E-2,2.446770668E-4,3.713130951E-2
8.046848760E-1,4.793405533E-3,-1.068148017E-2,-2.416229248E-2
8.126791150E-1,6.538772583E-2,-1.484614611E-2,6.380081177E-4
8.206766620E-1,1.117687225E-1,3.064286709E-2,5.656719208E-2
8.286711320E-1,1.157616377E-1,4.909965396E-2,5.991554260E-2
8.366664490E-1,1.327598095E-1,1.079214513E-1,9.694099426E-2
8.446935350E-1,1.176426411E-1,1.093740463E-1,1.318092346E-1
8.526880820E-1,1.085253954E-1,7.284972072E-2,1.692857742E-1
8.606855520E-1,4.745769501E-2,5.326768756E-2,2.164659500E-1
8.686794070E-1,3.749859333E-2,4.378798604E-2,1.967658997E-1
8.766748770E-1,3.063881397E-2,5.857315660E-2,1.891651154E-1
8.846711940E-1,1.227009296E-2,4.183381796E-3,1.529197693E-1
8.926662790E-1,2.776861191E-2,-3.547960520E-2,8.562088013E-2
9.006933650E-1,2.908754349E-2,-6.538724899E-2,2.075576782E-2
9.086875270E-1,4.357814789E-3,-1.261497736E-1,-2.011108398E-2
9.166837670E-1,-2.738177776E-2,-1.007010341E-1,-7.291984558E-2
9.246791610E-1,6.325364113E-3,-7.041633129E-2,-7.771492004E-2
9.326749380E-1,3.368926048E-2,-4.325240850E-3,-8.716964722E-2
9.406724090E-1,4.011809826E-2,4.038673639E-2,-7.018184662E-2
9.486663410E-1,2.493607998E-2,4.210975766E-2,-5.798912048E-2
9.566928110E-1,-3.343081474E-2,2.258789539E-2,-2.700805664E-3
9.646888190E-1,-5.871343613E-2,-1.604691148E-2,4.533767700E-2
9.726835970E-1,-3.187108040E-2,-1.166799664E-2,2.864074707E-2
9.806801450E-1,-1.311135292E-2,-9.722203016E-3,3.574180603E-2
