"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.512333333E-3,-1.036107726E-2,-2.858928591E-2,6.300354376E-3
1.245233332E-2,-4.188668448E-3,-2.242460102E-2,-3.277437761E-3
2.239233334E-2,-4.217270762E-4,-2.237026021E-2,-1.734757796E-3
3.233233333E-2,7.782932371E-4,-1.423057448E-2,-1.063823886E-2
4.227133334E-2,5.657499656E-3,-6.344616413E-3,-1.028954238E-2
5.221133333E-2,8.355015889E-3,-2.723516431E-3,-7.109727710E-3
6.215133332E-2,3.661353607E-3,-3.535919357E-3,-3.261696547E-3
7.209133334E-2,2.563332208E-3,-1.638196409E-6,-4.179729149E-4
8.203133332E-2,6.199018098E-4,1.314057037E-3,4.208440427E-3
9.197133334E-2,2.025784459E-3,4.079217091E-3,2.054742537E-3
1.019113333E-1,5.341541953E-3,8.757765405E-3,2.693397924E-3
1.118513333E-1,3.417940810E-3,1.448542532E-2,3.409788478E-3
1.217913333E-1,2.290669829E-3,1.419434231E-2,5.693211686E-3
1.317303333E-1,1.791327260E-3,1.093809400E-2,1.970378682E-3
1.416703333E-1,-1.117337029E-3,4.496020265E-3,-1.995985396E-3
1.516103333E-1,7.815612480E-5,-4.814281128E-4,-2.037530765E-3
1.615503333E-1,-5.662823096E-4,7.344102487E-4,-4.408629611E-3
1.714903333E-1,-4.677455872E-4,-3.858744167E-3,3.142763861E-3
1.814303333E-1,1.118775923E-3,6.123755127E-3,4.873520229E-3
1.913703333E-1,-3.112187609E-3,2.923168242E-3,4.790429957E-3
2.013103333E-1,-3.696197644E-3,-3.033602610E-3,2.350116149E-3
2.112503333E-1,-8.432096802E-3,-7.085069548E-3,4.576252773E-3
2.211893333E-1,-4.735017661E-3,-9.482650086E-3,1.143053174E-3
2.311301250E-1,-5.729974713E-3,-8.673847653E-3,-2.362999134E-3
2.410701250E-1,-7.998077199E-4,-1.058742311E-2,1.320183277E-3
2.510101250E-1,2.947510220E-4,-1.963574905E-3,3.415025305E-3
2.609501250E-1,2.858763095E-3,1.793283038E-3,2.946959808E-3
2.708901250E-1,-4.978855141E-4,8.595790714E-4,7.256176323E-4
2.808301250E-1,-6.094933487E-4,-8.093463257E-4,4.665507004E-4
2.907701250E-1,-2.608195413E-3,-1.126262359E-3,-1.834154129E-3
