"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.661249838E-4,-1.159210503E-1,-2.985179007E-2,-9.327069104E-2
1.070612500E-2,5.507170826E-2,7.813970491E-2,-9.804318845E-2
2.064612499E-2,1.915563928E-1,9.754310533E-2,-6.908485293E-2
3.058612501E-2,1.635053989E-1,6.074350744E-2,3.450441957E-3
4.052612500E-2,7.901503310E-2,2.880075306E-2,5.848326623E-2
5.046612499E-2,2.669253945E-2,2.426828384E-2,4.917332947E-2
6.040612501E-2,1.423870102E-2,2.287781596E-2,8.166221380E-3
7.034612499E-2,-1.118089959E-2,4.281930640E-2,-7.479056597E-2
8.028637499E-2,-5.874624476E-2,6.325327858E-2,-1.367096561E-1
9.022637500E-2,-8.308718026E-2,4.946262047E-2,-1.503219742E-1
1.001663750E-1,-6.689507067E-2,4.525788769E-2,-1.426241148E-1
1.101063750E-1,-1.016421497E-2,3.299510702E-2,-1.005861425E-1
1.200463750E-1,2.326022387E-2,5.068805069E-3,-4.257065356E-2
1.299863750E-1,1.941144034E-2,-3.731108308E-2,3.537565470E-3
1.399263750E-1,-7.032007724E-3,-5.719103158E-2,2.328185856E-2
1.498663750E-1,-6.196192101E-2,-2.148793280E-2,1.897947729E-2
1.598063750E-1,-4.798283637E-2,-2.031629696E-2,-1.130325258E-2
1.697473750E-1,-1.217010230E-2,-2.706544563E-2,-2.175456583E-2
1.796873750E-1,-9.091250896E-3,-1.878447264E-2,-3.827528894E-2
1.896273750E-1,-1.405641407E-2,-3.658529744E-2,-4.388335347E-2
1.995673750E-1,-6.612616181E-3,-2.385590896E-2,-4.194850981E-2
2.095073750E-1,1.212595582E-2,-7.207570374E-3,-4.508378685E-2
2.194473750E-1,2.589731812E-2,1.145162567E-2,-3.673337817E-2
2.293873750E-1,3.675325871E-2,9.108354002E-3,-3.037687004E-2
2.393273750E-1,4.757163092E-2,-2.192705870E-4,-1.855087638E-2
2.492673750E-1,5.782428503E-2,1.296927050E-2,1.730775833E-4
2.592073750E-1,4.392501488E-2,1.298491180E-2,7.235929370E-3
2.691473750E-1,2.915772557E-2,-1.104085878E-2,3.352208734E-3
2.790873750E-1,2.353825897E-2,-1.785228029E-2,-8.010100722E-3
2.890273750E-1,1.602414832E-2,-5.955242962E-3,-1.216103911E-2
2.989673750E-1,-4.110592604E-4,-1.073680356E-2,-1.433269501E-2
3.089073750E-1,-3.551452607E-3,-1.156681582E-2,-6.185184717E-3
3.188473750E-1,-3.603346646E-4,-4.303550720E-4,5.814471245E-3
3.287873750E-1,-2.740926191E-2,2.168893084E-2,-4.121702313E-3
3.387273750E-1,-2.563229308E-2,6.970611960E-3,-1.988404155E-2
3.486673750E-1,-2.100773022E-2,1.058346033E-2,-1.778956890E-2
3.586073750E-1,-4.740133077E-2,1.531093419E-2,1.069455743E-3
3.685473750E-1,-5.795014635E-2,2.145533457E-2,3.683745861E-4
3.784873750E-1,-7.536768615E-2,-1.021303922E-2,-8.408880830E-3
3.884273750E-1,-6.109053969E-2,-2.437134102E-2,-8.255683780E-3
3.983673750E-1,-4.451309860E-2,-2.858849913E-3,-1.041096747E-2
4.083073750E-1,-4.899206579E-2,1.337199748E-2,-2.390984952E-2
4.182473750E-1,-3.406397805E-2,9.194600433E-3,-3.058970869E-2
4.281873750E-1,-2.702816963E-2,1.586832002E-2,-2.787250757E-2
4.381273750E-1,-2.258311629E-2,1.790329725E-2,-2.745560110E-2
4.480673750E-1,-2.282811463E-2,9.299557954E-3,-3.577034175E-2
4.580073750E-1,-3.273329794E-2,1.271067739E-2,-5.571811795E-3
4.679473750E-1,-2.916138008E-2,-2.369145602E-3,2.692642808E-3
4.778873750E-1,-1.853669688E-2,-4.134420007E-3,1.020689964E-2
4.878273750E-1,-5.243198276E-3,-1.047090143E-3,1.571380734E-2
4.977673750E-1,-2.021806374E-2,-9.904160053E-3,2.443376005E-2
5.077073750E-1,-5.679064348E-2,-2.140577942E-2,3.806478918E-2
5.176473750E-1,-6.869981378E-2,-1.391798124E-2,2.443376005E-2
5.275873750E-1,-2.941748813E-2,4.954345822E-3,-4.250925779E-3
5.375273750E-1,-4.140559584E-3,2.207294673E-2,-2.330641687E-2
5.474673750E-1,2.302648142E-2,2.689382985E-2,-5.739159107E-2
5.574073750E-1,2.202105269E-2,1.516168401E-2,-6.916437507E-2
5.673483750E-1,8.298953176E-3,-4.549279958E-3,-4.933997512E-2
5.772883750E-1,7.681925744E-3,1.296181530E-3,-3.709005833E-2
5.872283750E-1,-5.568595827E-3,8.802544624E-3,-4.955866098E-2
5.971683750E-1,-5.425529078E-2,2.171392769E-2,-5.056730568E-2
6.071083750E-1,-1.053235567E-1,4.257401571E-2,-6.467195928E-2
6.170483750E-1,-9.017488271E-2,4.828923047E-2,-7.559397340E-2
6.269883750E-1,-5.855562553E-2,4.813501015E-2,-7.374508381E-2
6.369283750E-1,-4.889105514E-2,4.596364662E-2,-6.507483244E-2
6.468683750E-1,-5.893057823E-2,2.759520337E-2,-5.625138402E-2
6.568083750E-1,-6.461421803E-2,6.113410145E-3,-3.233978033E-2
6.667483750E-1,-3.484268099E-2,-9.121217877E-3,-7.856903672E-3
6.766883750E-1,1.138145909E-2,-4.741287902E-2,2.568564892E-2
6.866283750E-1,4.322349519E-2,-8.447545543E-2,4.736946344E-2
6.965683750E-1,5.382274300E-2,-9.334041908E-2,4.669060171E-2
7.065083750E-1,6.182626560E-2,-7.676692486E-2,4.585737348E-2
7.164483750E-1,1.091540676E-1,-7.424385130E-2,3.778353810E-2
7.263883750E-1,1.751100755E-1,-1.129885255E-1,4.843482614E-2
7.363283750E-1,1.815468366E-1,-1.326085652E-1,-3.453891814E-2
7.462683750E-1,1.059609032E-1,-3.007983148E-2,-5.764652967E-2
7.562083750E-1,6.849136055E-3,4.263234168E-2,-4.127900362E-2
7.661483750E-1,-5.170005754E-2,4.009435773E-2,-2.652063131E-2
7.760883750E-1,-9.799874961E-2,4.633479863E-3,-1.362401247E-3
7.860283750E-1,-1.312414862E-1,9.107038379E-5,4.590064287E-4
7.959683750E-1,-1.449495524E-1,7.259025872E-2,-6.215473294E-2
8.059083750E-1,-1.702712122E-1,1.234316526E-1,-1.245223045E-2
8.158483750E-1,-1.309014706E-1,1.173745219E-1,3.187726557E-2
8.257883750E-1,-5.926460043E-2,9.999367341E-2,8.791990399E-2
8.357283750E-1,-1.849073777E-1,1.142405605E-1,1.410751873E-1
8.456683750E-1,-5.719575320E-1,1.372916003E-1,9.488978505E-2
