"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780658798374985E9,"2026-06-05 1:26:38.375 UTC+02:00"
"PAUSE",4.787934741665958E1,1.780658846254347E9,"2026-06-05 1:27:26.254 UTC+02:00"
