"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.780536705437956E9,"2026-06-04 3:31:45.438 UTC+02:00"
"PAUSE",3.320973666666760E1,1.780536738647469E9,"2026-06-04 3:32:18.647 UTC+02:00"
