"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.437380000E-3,9.744400978E-1,-1.113303781E0,9.540893555E0
6.481691000E-3,9.193734527E-1,-1.086967587E0,9.548076630E0
8.587232000E-3,8.882488012E-1,-1.070208192E0,9.574412346E0
1.057123500E-2,8.882488012E-1,-1.065419793E0,9.598354340E0
1.258500800E-2,8.810662031E-1,-1.053448796E0,9.617507935E0
1.456870200E-2,9.026140571E-1,-1.051054597E0,9.641449928E0
1.658285900E-2,9.097966552E-1,-1.053448796E0,9.641449928E0
1.856593900E-2,9.385270476E-1,-1.072602391E0,9.660603523E0
2.057986500E-2,9.935936928E-1,-1.103726983E0,9.682151794E0
2.256440600E-2,1.015141487E0,-1.106121182E0,9.689333916E0
2.457794800E-2,1.060631394E0,-1.113303781E0,9.686940193E0
2.656102700E-2,1.077390790E0,-1.137245774E0,9.696516991E0
2.857610700E-2,1.084573388E0,-1.154005170E0,9.703699112E0
3.059095600E-2,1.086967587E0,-1.156399369E0,9.713275909E0
3.257342000E-2,1.079784989E0,-1.151610970E0,9.718064308E0
3.458788500E-2,1.055842996E0,-1.149216771E0,9.742006302E0
3.657150300E-2,1.022324085E0,-1.146822572E0,9.746794701E0
3.858573600E-2,1.019929886E0,-1.139639974E0,9.761159897E0
4.056943100E-2,1.012747288E0,-1.108515382E0,9.753977776E0
4.258389600E-2,9.600749016E-1,-1.108515382E0,9.749189377E0
4.456851400E-2,9.552865028E-1,-1.110909581E0,9.756371498E0
4.658197900E-2,9.433154464E-1,-1.101332784E0,9.773131371E0
4.856444300E-2,9.313444495E-1,-1.079784989E0,9.789890289E0
5.058044500E-2,9.289502501E-1,-1.063025594E0,9.799467087E0
5.256260200E-2,9.504981041E-1,-1.063025594E0,9.809044838E0
5.457675900E-2,9.768342972E-1,-1.063025594E0,9.794678688E0
5.656107000E-2,9.816226959E-1,-1.067813993E0,9.787496567E0
5.857561100E-2,9.888052940E-1,-1.063025594E0,9.789890289E0
6.058969100E-2,1.003170490E0,-1.072602391E0,9.770736694E0
6.257277000E-2,1.019929886E0,-1.072602391E0,9.777919769E0
6.458631200E-2,1.043871999E0,-1.086967587E0,9.777919769E0
6.657069900E-2,1.063025594E0,-1.089361787E0,9.780313492E0
6.858516400E-2,1.084573388E0,-1.084573388E0,9.785101891E0
7.056847400E-2,1.106121182E0,-1.072602391E0,9.782708168E0
7.258263100E-2,1.113303781E0,-1.082179189E0,9.780313492E0
7.456547900E-2,1.122880578E0,-1.065419793E0,9.780313492E0
7.658017500E-2,1.132457376E0,-1.082179189E0,9.770736694E0
7.856394700E-2,1.142034173E0,-1.079784989E0,9.761159897E0
8.057833500E-2,1.134851575E0,-1.046266198E0,9.749189377E0
8.256141500E-2,1.125274777E0,-1.034295082E0,9.749189377E0
8.457657000E-2,1.127668977E0,-1.029506683E0,9.744400978E0
8.655965000E-2,1.118092179E0,-1.024718285E0,9.744400978E0
8.857442300E-2,1.127668977E0,-1.017535686E0,9.734824181E0
9.058950300E-2,1.120486379E0,-1.012747288E0,9.732429504E0
9.257158200E-2,1.125274777E0,-9.959878922E-1,9.744400978E0
9.458604700E-2,1.137245774E0,-1.010353088E0,9.744400978E0
9.656912600E-2,1.127668977E0,-1.007958889E0,9.739612579E0
9.858305200E-2,1.144428372E0,-1.005564690E0,9.732429504E0
1.005675930E-1,1.146822572E0,-1.007958889E0,9.725247383E0
1.025809040E-1,1.144428372E0,-1.015141487E0,9.739612579E0
1.045642150E-1,1.149216771E0,-1.036689281E0,9.727641106E0
1.065786790E-1,1.137245774E0,-1.041477680E0,9.718064308E0
1.085626810E-1,1.156399369E0,-1.039083481E0,9.706093788E0
1.105774540E-1,1.165976286E0,-1.048660398E0,9.698910713E0
1.125606110E-1,1.154005170E0,-1.039083481E0,9.698910713E0
1.145744600E-1,1.137245774E0,-1.041477680E0,9.706093788E0
1.165888470E-1,1.115697980E0,-1.027112484E0,9.708487511E0
1.185725430E-1,1.115697980E0,-1.031900883E0,9.708487511E0
1.205873140E-1,1.096544385E0,-1.029506683E0,9.720458984E0
1.225707010E-1,1.082179189E0,-1.034295082E0,9.720458984E0
1.245854740E-1,1.084573388E0,-1.031900883E0,9.722852707E0
1.265685540E-1,1.067813993E0,-1.031900883E0,9.720458984E0
1.285824030E-1,1.058237195E0,-1.041477680E0,9.715670586E0
1.305664830E-1,1.046266198E0,-1.053448796E0,9.718064308E0
1.325812540E-1,1.027112484E0,-1.072602391E0,9.718064308E0
1.345643340E-1,1.019929886E0,-1.065419793E0,9.720458984E0
1.365787980E-1,1.005564690E0,-1.048660398E0,9.730035782E0
1.385614940E-1,1.003170490E0,-1.055842996E0,9.739612579E0
1.405756510E-1,1.010353088E0,-1.053448796E0,9.739612579E0
1.425898840E-1,1.012747288E0,-1.055842996E0,9.744400978E0
1.445731940E-1,1.022324085E0,-1.055842996E0,9.737217903E0
1.465880430E-1,1.019929886E0,-1.051054597E0,9.737217903E0
1.485720460E-1,1.015141487E0,-1.065419793E0,9.737217903E0
1.505852800E-1,1.017535686E0,-1.048660398E0,9.756371498E0
1.525698980E-1,1.015141487E0,-1.043871999E0,9.756371498E0
1.545828240E-1,1.017535686E0,-1.043871999E0,9.758766174E0
1.565670570E-1,1.000776291E0,-1.063025594E0,9.773131371E0
1.585809830E-1,1.007958889E0,-1.070208192E0,9.763554573E0
1.605655250E-1,1.010353088E0,-1.072602391E0,9.770736694E0
1.625794510E-1,1.005564690E0,-1.077390790E0,9.770736694E0
1.645628380E-1,9.888052940E-1,-1.082179189E0,9.775525093E0
1.665766100E-1,9.959878922E-1,-1.072602391E0,9.777919769E0
1.685609970E-1,9.983820915E-1,-1.067813993E0,9.770736694E0
1.705754620E-1,1.019929886E0,-1.060631394E0,9.761159897E0
1.725886190E-1,1.019929886E0,-1.060631394E0,9.770736694E0
1.745726990E-1,1.019929886E0,-1.053448796E0,9.773131371E0
1.765867790E-1,1.017535686E0,-1.043871999E0,9.773131371E0
1.785702420E-1,1.024718285E0,-1.036689281E0,9.758766174E0
1.805843990E-1,1.031900883E0,-1.029506683E0,9.761159897E0
1.825674790E-1,1.024718285E0,-1.036689281E0,9.761159897E0
1.845818670E-1,1.017535686E0,-1.029506683E0,9.756371498E0
1.865656390E-1,1.017535686E0,-1.034295082E0,9.756371498E0
1.885803340E-1,1.019929886E0,-1.034295082E0,9.751583099E0
1.905649510E-1,1.027112484E0,-1.024718285E0,9.753977776E0
1.925788010E-1,1.036689281E0,-1.024718285E0,9.746794701E0
1.945618810E-1,1.039083481E0,-1.015141487E0,9.737217903E0
1.965758070E-1,1.039083481E0,-1.024718285E0,9.739612579E0
1.985895790E-1,1.048660398E0,-1.024718285E0,9.734824181E0
2.005733510E-1,1.058237195E0,-1.017535686E0,9.722852707E0
2.025880450E-1,1.058237195E0,-1.007958889E0,9.722852707E0
2.045720480E-1,1.070208192E0,-1.010353088E0,9.730035782E0
2.065856670E-1,1.077390790E0,-1.005564690E0,9.725247383E0
2.085693620E-1,1.091755986E0,-1.010353088E0,9.727641106E0
2.105831340E-1,1.084573388E0,-1.010353088E0,9.737217903E0
2.125671370E-1,1.101332784E0,-1.029506683E0,9.744400978E0
2.145816010E-1,1.101332784E0,-1.041477680E0,9.739612579E0
2.165650650E-1,1.103726983E0,-1.029506683E0,9.730035782E0
2.185791450E-1,1.113303781E0,-1.039083481E0,9.737217903E0
2.205626100E-1,1.120486379E0,-1.034295082E0,9.742006302E0
2.225763820E-1,1.130063176E0,-1.036689281E0,9.734824181E0
2.245903080E-1,1.134851575E0,-1.051054597E0,9.737217903E0
2.265754640E-1,1.142034173E0,-1.043871999E0,9.734824181E0
2.285886980E-1,1.132457376E0,-1.065419793E0,9.737217903E0
2.305718550E-1,1.142034173E0,-1.067813993E0,9.742006302E0
2.325863190E-1,1.137245774E0,-1.077390790E0,9.744400978E0
2.345700150E-1,1.151610970E0,-1.072602391E0,9.739612579E0
2.365844010E-1,1.151610970E0,-1.058237195E0,9.734824181E0
2.385680960E-1,1.154005170E0,-1.055842996E0,9.734824181E0
2.405823300E-1,1.156399369E0,-1.051054597E0,9.730035782E0
2.425657180E-1,1.154005170E0,-1.051054597E0,9.732429504E0
2.445807980E-1,1.156399369E0,-1.063025594E0,9.744400978E0
2.465634930E-1,1.146822572E0,-1.070208192E0,9.751583099E0
2.485780340E-1,1.139639974E0,-1.065419793E0,9.742006302E0
2.505628830E-1,1.137245774E0,-1.058237195E0,9.744400978E0
2.525758860E-1,1.151610970E0,-1.067813993E0,9.739612579E0
2.545896580E-1,1.151610970E0,-1.067813993E0,9.730035782E0
2.565733530E-1,1.139639974E0,-1.060631394E0,9.730035782E0
2.585881260E-1,1.139639974E0,-1.067813993E0,9.732429504E0
2.605709740E-1,1.130063176E0,-1.074996591E0,9.727641106E0
2.625851310E-1,1.125274777E0,-1.060631394E0,9.718064308E0
2.645682100E-1,1.118092179E0,-1.055842996E0,9.710882187E0
2.665822900E-1,1.127668977E0,-1.055842996E0,9.734824181E0
2.685666010E-1,1.120486379E0,-1.060631394E0,9.734824181E0
2.705820660E-1,1.115697980E0,-1.070208192E0,9.732429504E0
2.725642210E-1,1.103726983E0,-1.055842996E0,9.732429504E0
2.745789940E-1,1.086967587E0,-1.063025594E0,9.718064308E0
2.765623040E-1,1.094150186E0,-1.048660398E0,9.727641106E0
2.785767690E-1,1.106121182E0,-1.039083481E0,9.730035782E0
2.805595410E-1,1.091755986E0,-1.060631394E0,9.727641106E0
2.825740060E-1,1.103726983E0,-1.051054597E0,9.730035782E0
2.845897000E-1,1.079784989E0,-1.051054597E0,9.746794701E0
2.865719340E-1,1.070208192E0,-1.031900883E0,9.744400978E0
2.885863980E-1,1.072602391E0,-1.029506683E0,9.753977776E0
2.905707090E-1,1.074996591E0,-1.046266198E0,9.753977776E0
2.925836350E-1,1.070208192E0,-1.034295082E0,9.751583099E0
2.945676370E-1,1.046266198E0,-1.039083481E0,9.737217903E0
2.965820250E-1,1.048660398E0,-1.043871999E0,9.744400978E0
2.985664120E-1,1.043871999E0,-1.039083481E0,9.749189377E0
3.005796460E-1,1.065419793E0,-1.053448796E0,9.734824181E0
3.025638800E-1,1.060631394E0,-1.063025594E0,9.734824181E0
3.045768830E-1,1.055842996E0,-1.060631394E0,9.737217903E0
3.065611930E-1,1.072602391E0,-1.063025594E0,9.746794701E0
3.085762730E-1,1.065419793E0,-1.063025594E0,9.737217903E0
3.105894290E-1,1.058237195E0,-1.055842996E0,9.732429504E0
3.125738170E-1,1.055842996E0,-1.063025594E0,9.732429504E0
3.145866660E-1,1.051054597E0,-1.065419793E0,9.725247383E0
3.165709770E-1,1.055842996E0,-1.065419793E0,9.722852707E0
