"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.481691000E-3,7.330383174E-3,-5.681046844E-2,9.773843922E-3
8.587232000E-3,7.330383174E-3,-5.681046844E-2,9.773843922E-3
1.057123500E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
1.258500800E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
1.456870200E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
1.658285900E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
1.856593900E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
2.057986500E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
2.256440600E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
2.457794800E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
2.656102700E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
2.857610700E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
3.059095600E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
3.257342000E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
3.458788500E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
3.657150300E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
3.858573600E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
4.056943100E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
4.258389600E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
4.456851400E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
4.658197900E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
4.856444300E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
5.058044500E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
5.256260200E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
5.457675900E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
5.656107000E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
5.857561100E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
6.058969100E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
6.257277000E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
6.458631200E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
6.657069900E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
6.858516400E-2,7.330383174E-3,-5.681046844E-2,9.773843922E-3
7.056847400E-2,1.893682219E-2,-5.436700583E-2,-1.527163107E-2
7.258263100E-2,1.893682219E-2,-5.558873713E-2,-1.588249579E-2
7.456547900E-2,1.893682219E-2,-5.375614017E-2,-1.527163107E-2
7.658017500E-2,1.771509275E-2,-5.253441259E-2,-1.710422710E-2
7.856394700E-2,1.527163107E-2,-5.070181563E-2,-1.771509275E-2
8.057833500E-2,1.710422710E-2,-4.703662544E-2,-1.588249579E-2
8.256141500E-2,1.649336144E-2,-4.642575979E-2,-1.527163107E-2
8.457657000E-2,1.649336144E-2,-4.337143153E-2,-1.527163107E-2
8.655965000E-2,1.466076635E-2,-3.726277873E-2,-1.466076635E-2
8.857442300E-2,1.404990070E-2,-3.787364438E-2,-1.221730467E-2
9.058950300E-2,1.343903504E-2,-3.543018550E-2,-1.282817032E-2
9.257158200E-2,1.282817032E-2,-3.115412779E-2,-9.773843922E-3
9.458604700E-2,1.221730467E-2,-2.993239649E-2,-9.773843922E-3
9.656912600E-2,1.221730467E-2,-2.687807009E-2,-9.162978269E-3
9.858305200E-2,1.099557430E-2,-2.260201424E-2,-7.330383174E-3
1.005675930E-1,1.038470957E-2,-2.076941915E-2,-6.719517522E-3
1.025809040E-1,1.038470957E-2,-1.771509275E-2,-6.719517522E-3
1.045642150E-1,1.038470957E-2,-1.527163107E-2,-6.108652335E-3
1.065786790E-1,8.552113548E-3,-1.160643995E-2,-4.886921961E-3
1.085626810E-1,1.038470957E-2,-1.099557430E-2,-7.941247895E-3
1.105774540E-1,9.162978269E-3,-6.719517522E-3,-4.276056774E-3
1.125606110E-1,8.552113548E-3,-6.108652335E-3,-6.719517522E-3
1.145744600E-1,9.162978269E-3,-6.719517522E-3,-8.552113548E-3
1.165888470E-1,9.773843922E-3,-4.276056774E-3,-7.941247895E-3
1.185725430E-1,9.162978269E-3,-6.108652451E-4,-6.719517522E-3
1.205873140E-1,9.162978269E-3,1.832595794E-3,-6.719517522E-3
1.225707010E-1,8.552113548E-3,3.054326167E-3,-7.330383174E-3
1.245854740E-1,9.773843922E-3,3.054326167E-3,-7.941247895E-3
1.265685540E-1,1.160643995E-2,4.276056774E-3,-5.497787148E-3
1.285824030E-1,9.773843922E-3,5.497787148E-3,-4.886921961E-3
1.305664830E-1,9.773843922E-3,4.886921961E-3,-6.719517522E-3
1.325812540E-1,1.038470957E-2,4.886921961E-3,-3.665191587E-3
1.345643340E-1,1.160643995E-2,3.665191587E-3,-4.886921961E-3
1.365787980E-1,1.038470957E-2,4.276056774E-3,-7.330383174E-3
1.385614940E-1,9.773843922E-3,3.054326167E-3,-6.108652335E-3
1.405756510E-1,8.552113548E-3,1.832595794E-3,-3.665191587E-3
1.425898840E-1,1.099557430E-2,1.832595794E-3,-4.886921961E-3
1.445731940E-1,9.773843922E-3,-6.108652451E-4,-4.886921961E-3
1.465880430E-1,9.773843922E-3,-2.443460980E-3,-5.497787148E-3
1.485720460E-1,7.941247895E-3,-3.054326167E-3,-6.719517522E-3
1.505852800E-1,8.552113548E-3,-4.276056774E-3,-6.108652335E-3
1.525698980E-1,9.162978269E-3,-7.330383174E-3,-6.108652335E-3
1.545828240E-1,8.552113548E-3,-4.886921961E-3,-7.330383174E-3
1.565670570E-1,8.552113548E-3,-6.108652335E-3,-7.330383174E-3
1.585809830E-1,8.552113548E-3,-8.552113548E-3,-6.719517522E-3
1.605655250E-1,9.773843922E-3,-1.038470957E-2,-6.719517522E-3
1.625794510E-1,1.038470957E-2,-1.038470957E-2,-7.330383174E-3
1.645628380E-1,9.773843922E-3,-1.282817032E-2,-6.719517522E-3
1.665766100E-1,7.330383174E-3,-1.527163107E-2,-5.497787148E-3
1.685609970E-1,1.099557430E-2,-1.282817032E-2,-6.108652335E-3
1.705754620E-1,1.099557430E-2,-1.832595654E-2,-7.941247895E-3
1.725886190E-1,9.162978269E-3,-1.710422710E-2,-6.719517522E-3
1.745726990E-1,7.941247895E-3,-1.710422710E-2,-7.330383174E-3
1.765867790E-1,9.773843922E-3,-2.138028294E-2,-4.886921961E-3
1.785702420E-1,8.552113548E-3,-1.832595654E-2,-6.719517522E-3
1.805843990E-1,7.330383174E-3,-2.138028294E-2,-5.497787148E-3
1.825674790E-1,8.552113548E-3,-2.138028294E-2,-6.108652335E-3
1.845818670E-1,6.108652335E-3,-2.138028294E-2,-4.276056774E-3
1.865656390E-1,8.552113548E-3,-2.138028294E-2,-4.276056774E-3
1.885803340E-1,6.719517522E-3,-2.076941915E-2,-4.276056774E-3
1.905649510E-1,3.665191587E-3,-2.076941915E-2,-5.497787148E-3
1.925788010E-1,5.497787148E-3,-2.504547499E-2,-4.886921961E-3
1.945618810E-1,5.497787148E-3,-2.626720630E-2,-4.276056774E-3
1.965758070E-1,6.108652451E-4,-2.748893574E-2,-4.276056774E-3
1.985895790E-1,1.832595794E-3,-2.748893574E-2,-2.443460980E-3
2.005733510E-1,2.443460980E-3,-2.687807009E-2,-3.665191587E-3
2.025880450E-1,1.221730490E-3,-2.504547499E-2,-3.054326167E-3
2.045720480E-1,3.054326167E-3,-2.687807009E-2,-3.054326167E-3
